H,R,T
disease-0159,identifi,gene-17416
disease-0159,identifi,phenotype-04517
disease-0159,identifi,phenotype-04556
disease-0159,increase,phenotype-06460
disease-0159,interact,phenotype-13610
disease-0159,prevent,gene-01469
disease-0159,produce,phenotype-12950
disease-0159,produce,phenotype-13236
disease-0159,protect,disease-2201
disease-0159,provid,gene-05712
disease-0159,regulate,disease-2201
disease-0159,regulate,gene-11423
disease-0159,regulate,phenotype-12994
disease-0159,risk,disease-2201
disease-0159,risk,phenotype-12994
disease-0159,treat,disease-2201
disease-0159,treat,phenotype-12994
disease-0159,treat,phenotype-13006
disease-0176,affect,phenotype-04386
disease-0176,affect,phenotype-13647
disease-0176,prevent,phenotype-13647
disease-0181,associate,drug-01104
disease-0192,gene,phenotype-12945
disease-0192,increase,gene-00587
disease-0192,increase,gene-00589
disease-0192,increase,gene-00595
disease-0192,increase,gene-00597
disease-0192,observe,gene-01401
disease-0192,reduce,small_molecule-03401
disease-0195,marker,phenotype-05246
disease-0209,gene,small_molecule-36254
disease-0213,cause,phenotype-12952
disease-0213,reduce,gene-03608
disease-0213,show,phenotype-04386
disease-0214,cause,phenotype-03408
disease-0214,risk,phenotype-13074
disease-0259,associate,gene-03195
disease-0259,cause,phenotype-12945
disease-0259,prevent,drug-01638
disease-0259,prevent,phenotype-09081
disease-0259,prevent,phenotype-12941
disease-0270,associate,disease-4258
disease-0270,associate,gene-01659
disease-0270,associate,phenotype-12941
disease-0270,associate,small_molecule-01441
disease-0270,feature,disease-0484
disease-0270,marker,gene-01681
disease-0270,risk,phenotype-12952
disease-0270,treat,drug-00070
disease-0270,treat,drug-00663
disease-0271,activate,gene-02000
disease-0271,associate,disease-0484
disease-0271,associate,disease-8865
disease-0271,associate,phenotype-02713
disease-0271,associate,phenotype-02723
disease-0271,associate,phenotype-12941
disease-0271,associate,phenotype-13647
disease-0271,cause,drug-08462
disease-0271,cause,gene-22555
disease-0271,cause,phenotype-12942
disease-0271,exist,disease-0484
disease-0271,increase,drug-00932
disease-0271,mutate,gene-04174
disease-0271,observe,drug-00160
disease-0271,observe,phenotype-05246
disease-0271,observe,phenotype-13285
disease-0271,observe,small_molecule-53776
disease-0271,prevent,small_molecule-06748
disease-0271,risk,gene-05736
disease-0271,risk,gene-09397
disease-0271,risk,gene-13654
disease-0271,risk,phenotype-12855
disease-0271,risk,phenotype-13340
disease-0271,risk,small_molecule-08347
disease-0271,risk,small_molecule-53509
disease-0271,show,phenotype-12941
disease-0272,affect,disease-0484
disease-0272,affect,gene-02816
disease-0272,affect,phenotype-04378
disease-0272,associate,drug-00502
disease-0272,associate,drug-08604
disease-0272,associate,phenotype-05246
disease-0272,associate,phenotype-12952
disease-0272,associate,phenotype-13074
disease-0272,associate,phenotype-13647
disease-0272,cause,gene-26982
disease-0272,develop,gene-02509
disease-0272,develop,phenotype-04363
disease-0272,enhance,gene-01228
disease-0272,expression,gene-02816
disease-0272,gene,gene-15205
disease-0272,increase,disease-8865
disease-0272,increase,phenotype-12941
disease-0272,marker,gene-00150
disease-0272,marker,small_molecule-01441
disease-0272,reduce,gene-02821
disease-0272,reduce,gene-02824
disease-0272,regulate,gene-01507
disease-0272,regulate,gene-04941
disease-0272,risk,small_molecule-05737
disease-0272,show,gene-02817
disease-0272,show,phenotype-04345
disease-0272,treat,phenotype-05246
disease-0280,contain,phenotype-05240
disease-0280,contain,phenotype-13286
disease-0291,develop,phenotype-08519
disease-0317,associate,disease-4069
disease-0317,associate,disease-6874
disease-0317,associate,phenotype-05245
disease-0317,cause,gene-14181
disease-0347,studi,phenotype-05245
disease-0355,associate,gene-02938
disease-0355,expression,gene-03800
disease-0370,inhibit,gene-06982
disease-0370,inhibit,small_molecule-12563
disease-0370,inhibit,small_molecule-33797
disease-0384,associate,phenotype-05245
disease-0411,associate,phenotype-06452
disease-0411,develop,phenotype-03528
disease-0428,activate,disease-0006
disease-0428,activate,phenotype-09814
disease-0479,cause,gene-05992
disease-0479,encode,small_molecule-02137
disease-0479,feature,phenotype-13430
disease-0479,occur,phenotype-05006
disease-0479,occur,phenotype-12948
disease-0479,occur,phenotype-12964
disease-0481,associate,gene-03243
disease-0481,associate,gene-17061
disease-0481,associate,small_molecule-15369
disease-0481,associate,small_molecule-28849
disease-0481,cause,gene-03052
disease-0481,cause,gene-05527
disease-0481,cause,phenotype-12952
disease-0481,cause,small_molecule-13681
disease-0481,control,phenotype-02713
disease-0481,determin,phenotype-05244
disease-0481,feature,drug-00069
disease-0481,feature,drug-08521
disease-0481,feature,phenotype-13073
disease-0481,feature,phenotype-13265
disease-0481,feature,small_molecule-01258
disease-0481,feature,small_molecule-04103
disease-0481,mutate,protein-07258
disease-0481,require,small_molecule-16163
disease-0481,risk,phenotype-12952
disease-0481,show,drug-01103
disease-0481,show,phenotype-02723
disease-0481,show,phenotype-12643
disease-0482,associate,protein-07311
disease-0482,cause,drug-00148
disease-0482,cause,drug-01710
disease-0482,cause,gene-02133
disease-0482,cause,gene-02524
disease-0482,cause,gene-03052
disease-0482,cause,gene-04637
disease-0482,cause,gene-05527
disease-0482,cause,phenotype-02713
disease-0482,cause,phenotype-05244
disease-0482,cause,phenotype-12994
disease-0482,cause,protein-07311
disease-0482,encode,gene-05527
disease-0482,feature,gene-02133
disease-0482,feature,phenotype-03408
disease-0482,feature,phenotype-13265
disease-0482,feature,small_molecule-16163
disease-0482,function,gene-02134
disease-0482,generate,small_molecule-06093
disease-0482,identifi,phenotype-12941
disease-0482,mutate,gene-02133
disease-0482,regulate,gene-02133
disease-0482,stimul,drug-00039
disease-0482,treat,gene-02938
disease-0484,abolish,drug-00124
disease-0484,act,drug-00030
disease-0484,act,drug-08462
disease-0484,act,phenotype-05246
disease-0484,act,phenotype-13074
disease-0484,act,small_molecule-01258
disease-0484,activate,gene-00559
disease-0484,activate,gene-01460
disease-0484,affect,disease-0176
disease-0484,affect,disease-0712
disease-0484,affect,disease-2005
disease-0484,affect,disease-4258
disease-0484,affect,disease-8865
disease-0484,affect,drug-00885
disease-0484,affect,gene-01288
disease-0484,affect,gene-02129
disease-0484,affect,gene-02938
disease-0484,affect,gene-03195
disease-0484,affect,gene-03222
disease-0484,affect,gene-04239
disease-0484,affect,gene-05531
disease-0484,affect,gene-07270
disease-0484,affect,gene-08882
disease-0484,affect,gene-14518
disease-0484,affect,gene-20621
disease-0484,affect,gene-26982
disease-0484,affect,phenotype-05246
disease-0484,affect,phenotype-12941
disease-0484,affect,phenotype-13074
disease-0484,affect,phenotype-13303
disease-0484,affect,phenotype-13647
disease-0484,affect,protein-08067
disease-0484,affect,protein-19316
disease-0484,affect,small_molecule-01258
disease-0484,affect,small_molecule-11280
disease-0484,affect,small_molecule-11583
disease-0484,affect,small_molecule-11658
disease-0484,affect,small_molecule-27183
disease-0484,analyz,phenotype-06802
disease-0484,associate,disease-0059
disease-0484,associate,disease-0270
disease-0484,associate,disease-0271
disease-0484,associate,disease-0874
disease-0484,associate,disease-1577
disease-0484,associate,disease-2005
disease-0484,associate,disease-2201
disease-0484,associate,disease-4258
disease-0484,associate,disease-4840
disease-0484,associate,drug-00124
disease-0484,associate,drug-00160
disease-0484,associate,drug-00321
disease-0484,associate,drug-00612
disease-0484,associate,drug-00728
disease-0484,associate,drug-00885
disease-0484,associate,drug-08462
disease-0484,associate,drug-08521
disease-0484,associate,drug-12451
disease-0484,associate,gene-00132
disease-0484,associate,gene-00222
disease-0484,associate,gene-00284
disease-0484,associate,gene-00465
disease-0484,associate,gene-00647
disease-0484,associate,gene-00853
disease-0484,associate,gene-00854
disease-0484,associate,gene-01681
disease-0484,associate,gene-02208
disease-0484,associate,gene-02437
disease-0484,associate,gene-02565
disease-0484,associate,gene-02889
disease-0484,associate,gene-03052
disease-0484,associate,gene-03475
disease-0484,associate,gene-03575
disease-0484,associate,gene-03998
disease-0484,associate,gene-04316
disease-0484,associate,gene-05168
disease-0484,associate,gene-05527
disease-0484,associate,gene-05531
disease-0484,associate,gene-05641
disease-0484,associate,gene-05992
disease-0484,associate,gene-06330
disease-0484,associate,gene-07028
disease-0484,associate,gene-08285
disease-0484,associate,gene-08413
disease-0484,associate,gene-08645
disease-0484,associate,gene-08801
disease-0484,associate,gene-09537
disease-0484,associate,gene-12405
disease-0484,associate,gene-14034
disease-0484,associate,gene-14518
disease-0484,associate,gene-15495
disease-0484,associate,gene-17277
disease-0484,associate,gene-19338
disease-0484,associate,gene-24117
disease-0484,associate,gene-27054
disease-0484,associate,phenotype-00366
disease-0484,associate,phenotype-03408
disease-0484,associate,phenotype-04112
disease-0484,associate,phenotype-04210
disease-0484,associate,phenotype-04469
disease-0484,associate,phenotype-05071
disease-0484,associate,phenotype-05245
disease-0484,associate,phenotype-05246
disease-0484,associate,phenotype-07332
disease-0484,associate,phenotype-08506
disease-0484,associate,phenotype-08856
disease-0484,associate,phenotype-09413
disease-0484,associate,phenotype-09697
disease-0484,associate,phenotype-12480
disease-0484,associate,phenotype-12941
disease-0484,associate,phenotype-12949
disease-0484,associate,phenotype-12954
disease-0484,associate,phenotype-12995
disease-0484,associate,phenotype-13073
disease-0484,associate,phenotype-13074
disease-0484,associate,phenotype-13075
disease-0484,associate,phenotype-13226
disease-0484,associate,phenotype-13319
disease-0484,associate,phenotype-13628
disease-0484,associate,phenotype-13631
disease-0484,associate,phenotype-13647
disease-0484,associate,protein-08067
disease-0484,associate,small_molecule-01258
disease-0484,associate,small_molecule-02461
disease-0484,associate,small_molecule-04103
disease-0484,associate,small_molecule-04812
disease-0484,associate,small_molecule-11658
disease-0484,associate,small_molecule-14139
disease-0484,associate,small_molecule-15376
disease-0484,associate,small_molecule-16163
disease-0484,associate,small_molecule-17169
disease-0484,associate,small_molecule-28849
disease-0484,associate,small_molecule-35073
disease-0484,associate,small_molecule-35232
disease-0484,associate,small_molecule-35282
disease-0484,associate,small_molecule-35505
disease-0484,bind,gene-05683
disease-0484,bind,phenotype-12941
disease-0484,cause,disease-0270
disease-0484,cause,disease-1503
disease-0484,cause,drug-08521
disease-0484,cause,gene-00647
disease-0484,cause,gene-00854
disease-0484,cause,gene-01736
disease-0484,cause,gene-02948
disease-0484,cause,gene-03814
disease-0484,cause,gene-05062
disease-0484,cause,gene-05531
disease-0484,cause,gene-08359
disease-0484,cause,gene-11950
disease-0484,cause,gene-12405
disease-0484,cause,gene-12782
disease-0484,cause,gene-14891
disease-0484,cause,gene-19338
disease-0484,cause,gene-20449
disease-0484,cause,gene-24107
disease-0484,cause,gene-26982
disease-0484,cause,phenotype-04141
disease-0484,cause,phenotype-04363
disease-0484,cause,phenotype-04386
disease-0484,cause,phenotype-05246
disease-0484,cause,phenotype-05598
disease-0484,cause,phenotype-06147
disease-0484,cause,phenotype-06573
disease-0484,cause,phenotype-06791
disease-0484,cause,phenotype-08506
disease-0484,cause,phenotype-12248
disease-0484,cause,phenotype-12941
disease-0484,cause,phenotype-12950
disease-0484,cause,phenotype-13074
disease-0484,cause,phenotype-13303
disease-0484,cause,phenotype-13528
disease-0484,cause,phenotype-13626
disease-0484,cause,protein-10999
disease-0484,change,disease-0271
disease-0484,change,drug-01528
disease-0484,change,gene-00740
disease-0484,change,gene-01389
disease-0484,change,gene-02390
disease-0484,change,gene-02938
disease-0484,change,gene-05286
disease-0484,change,gene-07270
disease-0484,change,gene-09537
disease-0484,change,gene-14518
disease-0484,change,phenotype-04141
disease-0484,change,phenotype-13073
disease-0484,change,phenotype-13303
disease-0484,change,small_molecule-13681
disease-0484,confer,disease-4258
disease-0484,confer,gene-05531
disease-0484,consist,drug-00321
disease-0484,contain,small_molecule-16163
disease-0484,contain,small_molecule-31194
disease-0484,contain,small_molecule-31980
disease-0484,contain,small_molecule-34912
disease-0484,control,drug-08462
disease-0484,control,phenotype-05246
disease-0484,control,small_molecule-00828
disease-0484,control,small_molecule-34508
disease-0484,demonstr,disease-1654
disease-0484,demonstr,small_molecule-11658
disease-0484,detect,disease-8865
disease-0484,detect,gene-05957
disease-0484,detect,phenotype-04112
disease-0484,detect,phenotype-09091
disease-0484,detect,phenotype-13528
disease-0484,detect,phenotype-13647
disease-0484,detect,small_molecule-36299
disease-0484,determin,phenotype-04112
disease-0484,develop,drug-02639
disease-0484,develop,phenotype-04288
disease-0484,develop,phenotype-12561
disease-0484,develop,phenotype-12824
disease-0484,develop,phenotype-13074
disease-0484,develop,phenotype-13075
disease-0484,develop,small_molecule-11658
disease-0484,develop,small_molecule-51485
disease-0484,differenti,gene-15495
disease-0484,disrupt,gene-02133
disease-0484,encode,disease-2202
disease-0484,encode,drug-01049
disease-0484,encode,gene-02889
disease-0484,encode,gene-06575
disease-0484,encode,small_molecule-13681
disease-0484,evalu,gene-18096
disease-0484,evalu,phenotype-12945
disease-0484,evalu,phenotype-13647
disease-0484,expression,drug-09356
disease-0484,expression,gene-02565
disease-0484,expression,gene-02938
disease-0484,expression,gene-04727
disease-0484,expression,gene-05090
disease-0484,expression,gene-05168
disease-0484,expression,gene-05957
disease-0484,expression,phenotype-06573
disease-0484,expression,phenotype-13647
disease-0484,expression,small_molecule-08347
disease-0484,expression,small_molecule-11658
disease-0484,feature,drug-03396
disease-0484,feature,drug-08462
disease-0484,feature,drug-08521
disease-0484,feature,gene-02917
disease-0484,feature,gene-02938
disease-0484,feature,gene-07270
disease-0484,feature,phenotype-02728
disease-0484,feature,phenotype-03165
disease-0484,feature,phenotype-13074
disease-0484,feature,phenotype-13265
disease-0484,feature,phenotype-13303
disease-0484,feature,small_molecule-01258
disease-0484,feature,small_molecule-16163
disease-0484,feature,small_molecule-19312
disease-0484,focus,gene-07270
disease-0484,focus,phenotype-13073
disease-0484,focus,phenotype-13074
disease-0484,focus,small_molecule-12347
disease-0484,found,phenotype-09091
disease-0484,function,gene-00705
disease-0484,function,gene-03391
disease-0484,function,gene-03722
disease-0484,gene,gene-01270
disease-0484,gene,gene-05166
disease-0484,gene,gene-05610
disease-0484,gene,phenotype-03408
disease-0484,gene,phenotype-04141
disease-0484,gene,phenotype-06946
disease-0484,gene,phenotype-12949
disease-0484,gene,phenotype-13075
disease-0484,gene,small_molecule-34508
disease-0484,gene,small_molecule-35284
disease-0484,gene,small_molecule-35444
disease-0484,generate,small_molecule-12347
disease-0484,have,gene-01138
disease-0484,have,gene-07309
disease-0484,have,gene-07778
disease-0484,have,gene-10025
disease-0484,have,gene-26982
disease-0484,have,phenotype-13265
disease-0484,identifi,drug-00885
disease-0484,identifi,gene-05531
disease-0484,identifi,gene-15226
disease-0484,identifi,gene-19338
disease-0484,identifi,gene-19989
disease-0484,identifi,phenotype-12941
disease-0484,identifi,phenotype-13073
disease-0484,improve,drug-08521
disease-0484,improve,gene-04314
disease-0484,improve,gene-05168
disease-0484,increase,disease-0712
disease-0484,increase,drug-00728
disease-0484,increase,gene-00041
disease-0484,increase,gene-00647
disease-0484,increase,gene-02938
disease-0484,increase,gene-03615
disease-0484,increase,gene-05624
disease-0484,increase,gene-21215
disease-0484,increase,gene-26982
disease-0484,increase,gene-27665
disease-0484,increase,phenotype-02723
disease-0484,increase,phenotype-03408
disease-0484,increase,phenotype-04112
disease-0484,increase,phenotype-09413
disease-0484,increase,phenotype-12941
disease-0484,increase,phenotype-13593
disease-0484,increase,phenotype-13647
disease-0484,increase,protein-05936
disease-0484,increase,protein-08075
disease-0484,increase,small_molecule-03890
disease-0484,increase,small_molecule-06226
disease-0484,increase,small_molecule-09025
disease-0484,increase,small_molecule-18954
disease-0484,inhibit,drug-10004
disease-0484,inhibit,drug-11085
disease-0484,inhibit,gene-24174
disease-0484,inhibit,small_molecule-16163
disease-0484,inhibit,small_molecule-38324
disease-0484,initi,drug-03958
disease-0484,initi,phenotype-12990
disease-0484,interact,drug-00028
disease-0484,interact,gene-03255
disease-0484,interact,gene-04239
disease-0484,interact,gene-07270
disease-0484,interact,phenotype-13075
disease-0484,interact,phenotype-13303
disease-0484,interact,phenotype-13581
disease-0484,interact,phenotype-13647
disease-0484,maintain,phenotype-13073
disease-0484,marker,gene-05175
disease-0484,marker,phenotype-12684
disease-0484,marker,phenotype-13074
disease-0484,mutate,gene-03751
disease-0484,observe,drug-00160
disease-0484,observe,phenotype-12942
disease-0484,observe,phenotype-12994
disease-0484,occur,disease-1503
disease-0484,patholog,disease-0059
disease-0484,patholog,disease-4258
disease-0484,patholog,gene-03195
disease-0484,patholog,phenotype-12941
disease-0484,patholog,phenotype-12942
disease-0484,patholog,phenotype-12949
disease-0484,patholog,phenotype-13074
disease-0484,patholog,small_molecule-35073
disease-0484,predict,phenotype-06797
disease-0484,predict,phenotype-12954
disease-0484,predict,phenotype-13073
disease-0484,predict,phenotype-13387
disease-0484,predict,small_molecule-11471
disease-0484,prevent,phenotype-12942
disease-0484,prevent,phenotype-13075
disease-0484,prevent,phenotype-13647
disease-0484,produce,gene-02917
disease-0484,production,gene-02918
disease-0484,protect,disease-4258
disease-0484,provid,disease-4990
disease-0484,provid,gene-02938
disease-0484,reduce,disease-0059
disease-0484,reduce,drug-08462
disease-0484,reduce,gene-00704
disease-0484,reduce,gene-01591
disease-0484,reduce,gene-02208
disease-0484,reduce,gene-02938
disease-0484,reduce,gene-03497
disease-0484,reduce,gene-04416
disease-0484,reduce,gene-05973
disease-0484,reduce,phenotype-06802
disease-0484,reduce,phenotype-13073
disease-0484,reduce,protein-01251
disease-0484,reduce,small_molecule-04103
disease-0484,reduce,small_molecule-12347
disease-0484,reduce,small_molecule-55973
disease-0484,regulate,drug-00885
disease-0484,regulate,drug-08462
disease-0484,regulate,gene-01436
disease-0484,regulate,gene-03173
disease-0484,regulate,gene-03245
disease-0484,regulate,gene-04239
disease-0484,regulate,gene-05531
disease-0484,regulate,gene-18334
disease-0484,regulate,protein-08067
disease-0484,regulate,small_molecule-18004
disease-0484,require,drug-00321
disease-0484,response,drug-01003
disease-0484,reverse,gene-02581
disease-0484,reverse,gene-09537
disease-0484,risk,disease-0059
disease-0484,risk,disease-0271
disease-0484,risk,disease-0874
disease-0484,risk,disease-1577
disease-0484,risk,disease-4258
disease-0484,risk,disease-4840
disease-0484,risk,disease-8865
disease-0484,risk,drug-00124
disease-0484,risk,drug-00899
disease-0484,risk,drug-08259
disease-0484,risk,drug-11709
disease-0484,risk,gene-01681
disease-0484,risk,gene-03052
disease-0484,risk,gene-03067
disease-0484,risk,gene-03575
disease-0484,risk,gene-04072
disease-0484,risk,gene-05531
disease-0484,risk,gene-11968
disease-0484,risk,gene-12405
disease-0484,risk,gene-13581
disease-0484,risk,gene-13904
disease-0484,risk,gene-14891
disease-0484,risk,gene-16223
disease-0484,risk,gene-17100
disease-0484,risk,gene-19338
disease-0484,risk,phenotype-03408
disease-0484,risk,phenotype-04112
disease-0484,risk,phenotype-04469
disease-0484,risk,phenotype-04730
disease-0484,risk,phenotype-05245
disease-0484,risk,phenotype-05246
disease-0484,risk,phenotype-08858
disease-0484,risk,phenotype-09413
disease-0484,risk,phenotype-12648
disease-0484,risk,phenotype-12654
disease-0484,risk,phenotype-12855
disease-0484,risk,phenotype-12941
disease-0484,risk,phenotype-12945
disease-0484,risk,phenotype-12949
disease-0484,risk,phenotype-12952
disease-0484,risk,phenotype-13074
disease-0484,risk,phenotype-13303
disease-0484,risk,phenotype-13562
disease-0484,risk,protein-17288
disease-0484,risk,small_molecule-02910
disease-0484,risk,small_molecule-11321
disease-0484,risk,small_molecule-17169
disease-0484,risk,small_molecule-34508
disease-0484,risk,small_molecule-35529
disease-0484,serve,gene-24207
disease-0484,show,disease-4192
disease-0484,show,drug-00030
disease-0484,show,drug-12015
disease-0484,show,gene-01436
disease-0484,show,gene-02652
disease-0484,show,gene-02745
disease-0484,show,gene-02917
disease-0484,show,gene-09402
disease-0484,show,gene-12289
disease-0484,show,gene-14518
disease-0484,show,gene-17061
disease-0484,show,phenotype-07172
disease-0484,show,phenotype-12248
disease-0484,show,phenotype-13073
disease-0484,show,phenotype-13075
disease-0484,show,phenotype-13303
disease-0484,show,small_molecule-05128
disease-0484,show,small_molecule-52726
disease-0484,signal,disease-2202
disease-0484,signal,small_molecule-13681
disease-0484,stimul,small_molecule-16163
disease-0484,studi,drug-00144
disease-0484,studi,gene-01343
disease-0484,studi,phenotype-05245
disease-0484,studi,phenotype-05246
disease-0484,studi,phenotype-12941
disease-0484,studi,phenotype-12945
disease-0484,studi,phenotype-12949
disease-0484,studi,phenotype-13073
disease-0484,studi,phenotype-13387
disease-0484,transloc,gene-06261
disease-0484,treat,drug-00039
disease-0484,treat,drug-00402
disease-0484,treat,drug-01116
disease-0484,treat,drug-01260
disease-0484,treat,drug-05745
disease-0484,treat,drug-05960
disease-0484,treat,drug-08521
disease-0484,treat,phenotype-08080
disease-0484,treat,phenotype-12942
disease-0484,treat,phenotype-12945
disease-0484,treat,protein-08067
disease-0484,treat,small_molecule-34949
disease-0484,treat,small_molecule-38324
disease-0484,treat,small_molecule-45044
disease-0511,bind,disease-0484
disease-0511,bind,phenotype-13075
disease-0511,cause,gene-05132
disease-0564,use,phenotype-12994
disease-0571,associate,disease-0997
disease-0571,associate,gene-08633
disease-0571,associate,phenotype-04481
disease-0571,associate,phenotype-12643
disease-0571,associate,phenotype-12755
disease-0571,associate,phenotype-13266
disease-0571,cause,gene-16698
disease-0571,identifi,phenotype-05243
disease-0571,require,phenotype-13266
disease-0571,studi,gene-12921
disease-0571,studi,gene-18977
disease-0571,studi,gene-19574
disease-0571,studi,gene-21863
disease-0577,detect,small_molecule-04103
disease-0577,exist,phenotype-08911
disease-0577,exist,phenotype-13356
disease-0577,feature,phenotype-08885
disease-0582,cause,gene-11423
disease-0582,risk,disease-2201
disease-0620,treat,phenotype-05245
disease-0626,associate,gene-03475
disease-0626,cause,gene-03475
disease-0627,associate,disease-4258
disease-0627,associate,phenotype-05246
disease-0627,cause,gene-03475
disease-0627,cause,phenotype-05246
disease-0627,risk,phenotype-05246
disease-0646,feature,phenotype-11707
disease-0655,associate,gene-05980
disease-0655,associate,small_molecule-57081
disease-0664,mutate,gene-03181
disease-0664,show,drug-04295
disease-0712,contain,phenotype-13387
disease-0712,increase,small_molecule-36538
disease-0734,evalu,phenotype-05246
disease-0734,reduce,phenotype-04345
disease-0734,risk,phenotype-03165
disease-0789,show,phenotype-12948
disease-0796,associate,phenotype-12952
disease-0796,associate,phenotype-13073
disease-0796,associate,small_molecule-53509
disease-0796,cause,phenotype-13319
disease-0796,develop,gene-01125
disease-0796,develop,gene-01630
disease-0796,develop,phenotype-12952
disease-0796,expression,protein-08067
disease-0796,expression,protein-17319
disease-0796,expression,small_molecule-01131
disease-0796,gene,gene-05902
disease-0796,have,gene-00281
disease-0796,increase,phenotype-12941
disease-0796,regulate,gene-00293
disease-0796,show,small_molecule-16163
disease-0796,treat,small_molecule-28356
disease-0800,associate,phenotype-04556
disease-0800,associate,phenotype-07159
disease-0800,associate,phenotype-07292
disease-0800,associate,phenotype-07345
disease-0817,detect,disease-0484
disease-0817,exist,phenotype-13074
disease-0839,associate,phenotype-13074
disease-0839,develop,phenotype-12949
disease-0839,feature,phenotype-13074
disease-0839,improve,drug-00030
disease-0839,improve,drug-00953
disease-0839,risk,disease-0484
disease-0839,risk,phenotype-12952
disease-0839,studi,phenotype-13074
disease-0869,associate,disease-2201
disease-0869,associate,phenotype-05246
disease-0869,associate,phenotype-13074
disease-0869,cause,gene-00465
disease-0869,contain,gene-02880
disease-0869,contain,gene-18712
disease-0869,increase,gene-02548
disease-0869,increase,phenotype-12994
disease-0869,show,gene-00284
disease-0869,show,gene-10367
disease-0869,show,phenotype-12631
disease-0869,show,phenotype-12994
disease-0869,show,phenotype-13073
disease-0869,show,small_molecule-01258
disease-0874,associate,phenotype-12857
disease-0874,cause,gene-03990
disease-0874,cause,gene-11423
disease-0874,regulate,disease-4258
disease-0874,regulate,phenotype-12941
disease-0874,reverse,small_molecule-06748
disease-0874,risk,disease-0484
disease-0874,risk,gene-00284
disease-0876,associate,gene-01331
disease-0880,associate,phenotype-05246
disease-0891,associate,gene-06780
disease-0891,exist,phenotype-08206
disease-0902,show,phenotype-07360
disease-0902,show,phenotype-09796
disease-0902,show,phenotype-12620
disease-0902,show,phenotype-13217
disease-0902,show,phenotype-13371
disease-0902,show,phenotype-13400
disease-0962,develop,phenotype-00370
disease-0969,cause,phenotype-13647
disease-0972,cause,gene-03229
disease-0974,cause,gene-06261
disease-0974,cause,protein-18781
disease-0974,improve,phenotype-13647
disease-0974,reverse,gene-06261
disease-0984,associate,gene-09962
disease-0984,risk,phenotype-00236
disease-1131,affect,gene-01417
disease-1131,affect,phenotype-05246
disease-1131,consist,gene-01417
disease-1131,consist,gene-02948
disease-1131,consist,phenotype-12986
disease-1131,encode,gene-13100
disease-1150,increase,phenotype-12994
