H,R,T
disease-0271,associate,gene-23991
disease-0271,associate,gene-24085
disease-0271,associate,gene-24132
disease-0271,associate,phenotype-13043
disease-0271,associate,phenotype-13648
disease-0271,associate,small_molecule-07517
disease-0271,cause,drug-00002
disease-0271,cause,gene-01645
disease-0271,cause,gene-01647
disease-0271,cause,gene-01819
disease-0271,cause,gene-03411
disease-0271,cause,gene-03451
disease-0271,cause,gene-04064
disease-0271,cause,gene-04423
disease-0271,cause,gene-05736
disease-0271,cause,gene-06213
disease-0271,cause,gene-07225
disease-0271,cause,phenotype-05462
disease-0271,cause,phenotype-07326
disease-0271,cause,small_molecule-12843
disease-0271,change,drug-00002
disease-0271,conside,gene-01659
disease-0271,contain,gene-09705
disease-0271,demonstr,disease-1015
disease-0271,demonstr,gene-05736
disease-0271,detect,gene-39021
disease-0271,determin,gene-04133
disease-0271,determin,small_molecule-42530
disease-0271,develop,gene-00868
disease-0271,develop,small_molecule-03251
disease-0271,differenti,gene-03491
disease-0271,differenti,gene-03627
disease-0271,differenti,gene-04555
disease-0271,differenti,gene-08775
disease-0271,differenti,gene-11386
disease-0271,disrupt,gene-09397
disease-0271,evalu,drug-00105
disease-0271,expression,disease-1083
disease-0271,expression,drug-00532
disease-0271,expression,drug-05064
disease-0271,expression,gene-00270
disease-0271,expression,gene-00367
disease-0271,expression,gene-00811
disease-0271,expression,gene-00840
disease-0271,expression,gene-00842
disease-0271,expression,gene-01620
disease-0271,expression,gene-01855
disease-0271,expression,gene-02818
disease-0271,expression,gene-03093
disease-0271,expression,gene-04536
disease-0271,expression,gene-05736
disease-0271,expression,gene-05958
disease-0271,expression,gene-06213
disease-0271,expression,gene-08183
disease-0271,expression,gene-08419
disease-0271,expression,gene-08775
disease-0271,expression,gene-09279
disease-0271,expression,gene-17570
disease-0271,expression,gene-19898
disease-0271,expression,gene-21955
disease-0271,expression,gene-24078
disease-0271,expression,gene-24105
disease-0271,expression,gene-24125
disease-0271,expression,gene-24829
disease-0271,expression,small_molecule-11583
disease-0271,expression,small_molecule-51901
disease-0271,focus,gene-03549
disease-0271,found,gene-02818
disease-0271,gene,gene-12225
disease-0271,have,disease-4258
disease-0271,have,gene-00554
disease-0271,have,gene-04174
disease-0271,have,gene-05296
disease-0271,have,gene-05736
disease-0271,identifi,gene-05327
disease-0271,increase,gene-00896
disease-0271,increase,gene-02743
disease-0271,increase,gene-04834
disease-0271,increase,small_molecule-35025
disease-0271,inhibit,gene-03118
disease-0271,inhibit,gene-03770
disease-0271,inhibit,gene-05029
disease-0271,inhibit,gene-05399
disease-0271,inhibit,gene-06330
disease-0271,inhibit,gene-06669
disease-0271,inhibit,gene-07073
disease-0271,inhibit,gene-07573
disease-0271,interact,gene-01890
disease-0271,maintain,small_molecule-12442
disease-0271,marker,gene-05296
disease-0271,marker,gene-24122
disease-0271,marker,protein-06453
disease-0271,marker,small_molecule-12442
disease-0271,mutate,drug-00105
disease-0271,mutate,drug-12873
disease-0271,mutate,gene-00270
disease-0271,mutate,gene-05736
disease-0271,observe,gene-03118
disease-0271,occur,phenotype-04556
disease-0271,patholog,gene-25216
disease-0271,predict,drug-00105
disease-0271,predict,gene-03627
disease-0271,predict,gene-24046
disease-0271,prevent,gene-04688
disease-0271,produce,gene-03470
disease-0271,reduce,gene-08164
disease-0271,reduce,gene-12889
disease-0271,regulate,gene-00270
disease-0271,regulate,gene-01312
disease-0271,regulate,gene-02896
disease-0271,regulate,gene-02898
disease-0271,regulate,gene-04133
disease-0271,regulate,gene-05945
disease-0271,regulate,gene-06189
disease-0271,regulate,gene-12734
disease-0271,regulate,gene-14122
disease-0271,regulate,gene-15284
disease-0271,regulate,gene-16971
disease-0271,regulate,gene-24959
disease-0271,regulate,gene-34310
disease-0271,regulate,phenotype-13631
disease-0271,regulate,protein-03016
disease-0271,regulate,protein-18926
disease-0271,response,drug-00002
disease-0271,response,gene-01565
disease-0271,response,small_molecule-28257
disease-0271,risk,disease-0272
disease-0271,risk,disease-2005
disease-0271,risk,gene-00167
disease-0271,risk,phenotype-04703
disease-0271,risk,small_molecule-21531
disease-0271,show,drug-00470
disease-0271,show,drug-13618
disease-0271,show,gene-01142
disease-0271,show,gene-02818
disease-0271,show,gene-05044
disease-0271,show,gene-05532
disease-0271,show,phenotype-04730
disease-0271,show,small_molecule-56954
disease-0271,stimul,gene-02513
disease-0271,transloc,gene-00896
disease-0271,transloc,gene-01565
disease-0271,transloc,gene-01659
disease-0271,transloc,gene-01816
disease-0271,transloc,gene-03608
disease-0271,transloc,gene-04061
disease-0271,transloc,gene-04433
disease-0271,transloc,gene-05736
disease-0271,transloc,gene-21955
disease-0271,treat,drug-00002
disease-0271,treat,drug-00105
disease-0271,treat,drug-00514
disease-0271,treat,drug-00749
disease-0271,treat,drug-01253
disease-0271,treat,gene-00883
disease-0271,treat,gene-01565
disease-0271,treat,small_molecule-05397
disease-0271,treat,small_molecule-12327
disease-0271,treat,small_molecule-16674
disease-0271,treat,small_molecule-18679
disease-0271,treat,small_molecule-31856
disease-0271,treat,small_molecule-40640
disease-0271,treat,small_molecule-40671
disease-0271,treat,small_molecule-54706
disease-0272,abolish,gene-05399
disease-0272,abolish,phenotype-03916
disease-0272,act,gene-00298
disease-0272,act,gene-03468
disease-0272,act,gene-08525
disease-0272,act,gene-08709
disease-0272,act,gene-09028
disease-0272,act,gene-09588
disease-0272,act,gene-24118
disease-0272,act,gene-25217
disease-0272,act,phenotype-04720
disease-0272,act,phenotype-12699
disease-0272,activate,drug-00388
disease-0272,activate,drug-00514
disease-0272,activate,gene-00175
disease-0272,activate,gene-00324
disease-0272,activate,gene-00485
disease-0272,activate,gene-00571
disease-0272,activate,gene-00727
disease-0272,activate,gene-01108
disease-0272,activate,gene-01507
disease-0272,activate,gene-01565
disease-0272,activate,gene-01820
disease-0272,activate,gene-01858
disease-0272,activate,gene-02000
disease-0272,activate,gene-02058
disease-0272,activate,gene-02459
disease-0272,activate,gene-02587
disease-0272,activate,gene-02889
disease-0272,activate,gene-03010
disease-0272,activate,gene-03014
disease-0272,activate,gene-03240
disease-0272,activate,gene-03284
disease-0272,activate,gene-03296
disease-0272,activate,gene-03468
disease-0272,activate,gene-03473
disease-0272,activate,gene-03627
disease-0272,activate,gene-03651
disease-0272,activate,gene-03770
disease-0272,activate,gene-03822
disease-0272,activate,gene-04024
disease-0272,activate,gene-04174
disease-0272,activate,gene-04175
disease-0272,activate,gene-04176
disease-0272,activate,gene-04177
disease-0272,activate,gene-04178
disease-0272,activate,gene-04392
disease-0272,activate,gene-04423
disease-0272,activate,gene-04536
disease-0272,activate,gene-04551
disease-0272,activate,gene-04555
disease-0272,activate,gene-05293
disease-0272,activate,gene-05397
disease-0272,activate,gene-05399
disease-0272,activate,gene-05532
disease-0272,activate,gene-05736
disease-0272,activate,gene-06802
disease-0272,activate,gene-06891
disease-0272,activate,gene-08162
disease-0272,activate,gene-08445
disease-0272,activate,gene-11125
disease-0272,activate,gene-13136
disease-0272,activate,gene-16948
disease-0272,activate,gene-24138
disease-0272,activate,gene-25315
disease-0272,activate,gene-25858
disease-0272,activate,small_molecule-02451
disease-0272,activate,small_molecule-02638
disease-0272,activate,small_molecule-08470
disease-0272,activate,small_molecule-35653
disease-0272,affect,disease-0484
disease-0272,affect,drug-00388
disease-0272,affect,drug-00503
disease-0272,affect,drug-00514
disease-0272,affect,drug-00932
disease-0272,affect,drug-00984
disease-0272,affect,drug-03903
disease-0272,affect,drug-08055
disease-0272,affect,gene-00500
disease-0272,affect,gene-00807
disease-0272,affect,gene-01507
disease-0272,affect,gene-01526
disease-0272,affect,gene-02513
disease-0272,affect,gene-02566
disease-0272,affect,gene-02889
disease-0272,affect,gene-02917
disease-0272,affect,gene-04134
disease-0272,affect,gene-04323
disease-0272,affect,gene-04428
disease-0272,affect,gene-06802
disease-0272,affect,gene-06891
disease-0272,affect,gene-09399
disease-0272,affect,gene-11423
disease-0272,affect,gene-11578
disease-0272,affect,gene-12848
disease-0272,affect,gene-14275
disease-0272,affect,gene-15157
disease-0272,affect,gene-16345
disease-0272,affect,gene-25315
disease-0272,affect,gene-35041
disease-0272,affect,phenotype-04345
disease-0272,affect,phenotype-04363
disease-0272,affect,phenotype-04373
disease-0272,affect,phenotype-04378
disease-0272,affect,phenotype-04386
disease-0272,affect,phenotype-04723
disease-0272,affect,phenotype-13648
disease-0272,affect,small_molecule-00366
disease-0272,affect,small_molecule-01926
disease-0272,affect,small_molecule-03255
disease-0272,affect,small_molecule-05736
disease-0272,affect,small_molecule-06275
disease-0272,affect,small_molecule-08210
disease-0272,affect,small_molecule-16674
disease-0272,affect,small_molecule-18663
disease-0272,affect,small_molecule-18664
disease-0272,affect,small_molecule-19107
disease-0272,affect,small_molecule-19343
disease-0272,analyz,gene-00853
disease-0272,analyz,gene-02568
disease-0272,analyz,gene-02721
disease-0272,analyz,gene-03522
disease-0272,analyz,gene-05327
disease-0272,analyz,gene-05736
disease-0272,analyz,gene-08354
disease-0272,associate,disease-0271
disease-0272,associate,disease-1382
disease-0272,associate,disease-4258
disease-0272,associate,disease-4959
disease-0272,associate,drug-00061
disease-0272,associate,drug-00432
disease-0272,associate,drug-00503
disease-0272,associate,drug-04111
disease-0272,associate,drug-08277
disease-0272,associate,drug-08604
disease-0272,associate,drug-11291
disease-0272,associate,gene-00150
disease-0272,associate,gene-00151
disease-0272,associate,gene-00157
disease-0272,associate,gene-00277
disease-0272,associate,gene-00284
disease-0272,associate,gene-00309
disease-0272,associate,gene-00473
disease-0272,associate,gene-00476
disease-0272,associate,gene-00485
disease-0272,associate,gene-00486
disease-0272,associate,gene-00560
disease-0272,associate,gene-00757
disease-0272,associate,gene-00816
disease-0272,associate,gene-00850
disease-0272,associate,gene-00956
disease-0272,associate,gene-01069
disease-0272,associate,gene-01222
disease-0272,associate,gene-01279
disease-0272,associate,gene-01437
disease-0272,associate,gene-01661
disease-0272,associate,gene-01681
disease-0272,associate,gene-01717
disease-0272,associate,gene-01772
disease-0272,associate,gene-01826
disease-0272,associate,gene-02099
disease-0272,associate,gene-02141
disease-0272,associate,gene-02182
disease-0272,associate,gene-02191
disease-0272,associate,gene-02336
disease-0272,associate,gene-02374
disease-0272,associate,gene-02509
disease-0272,associate,gene-02566
disease-0272,associate,gene-02698
disease-0272,associate,gene-02816
disease-0272,associate,gene-02879
disease-0272,associate,gene-02895
disease-0272,associate,gene-02896
disease-0272,associate,gene-03014
disease-0272,associate,gene-03093
disease-0272,associate,gene-03167
disease-0272,associate,gene-03294
disease-0272,associate,gene-03296
disease-0272,associate,gene-03300
disease-0272,associate,gene-03448
disease-0272,associate,gene-03456
disease-0272,associate,gene-03477
disease-0272,associate,gene-03627
disease-0272,associate,gene-03835
disease-0272,associate,gene-03877
disease-0272,associate,gene-03941
disease-0272,associate,gene-04039
disease-0272,associate,gene-04064
disease-0272,associate,gene-04069
disease-0272,associate,gene-04089
disease-0272,associate,gene-04150
disease-0272,associate,gene-04195
disease-0272,associate,gene-04314
disease-0272,associate,gene-04407
disease-0272,associate,gene-04551
disease-0272,associate,gene-04656
disease-0272,associate,gene-04725
disease-0272,associate,gene-05029
disease-0272,associate,gene-05151
disease-0272,associate,gene-05154
disease-0272,associate,gene-05165
disease-0272,associate,gene-05191
disease-0272,associate,gene-05327
disease-0272,associate,gene-05399
disease-0272,associate,gene-05406
disease-0272,associate,gene-05410
disease-0272,associate,gene-05469
disease-0272,associate,gene-05528
disease-0272,associate,gene-05635
disease-0272,associate,gene-05647
disease-0272,associate,gene-05683
disease-0272,associate,gene-05736
disease-0272,associate,gene-05850
disease-0272,associate,gene-05918
disease-0272,associate,gene-05922
disease-0272,associate,gene-05958
disease-0272,associate,gene-06030
disease-0272,associate,gene-06034
disease-0272,associate,gene-06086
disease-0272,associate,gene-06139
disease-0272,associate,gene-06541
disease-0272,associate,gene-06885
disease-0272,associate,gene-06902
disease-0272,associate,gene-06968
disease-0272,associate,gene-07447
disease-0272,associate,gene-07784
disease-0272,associate,gene-08333
disease-0272,associate,gene-08521
disease-0272,associate,gene-08525
disease-0272,associate,gene-08726
disease-0272,associate,gene-08814
disease-0272,associate,gene-09014
disease-0272,associate,gene-09093
disease-0272,associate,gene-09176
disease-0272,associate,gene-09381
disease-0272,associate,gene-09609
disease-0272,associate,gene-09935
disease-0272,associate,gene-09969
disease-0272,associate,gene-10064
disease-0272,associate,gene-10979
disease-0272,associate,gene-11009
disease-0272,associate,gene-11059
disease-0272,associate,gene-11125
disease-0272,associate,gene-11171
disease-0272,associate,gene-11361
disease-0272,associate,gene-11772
disease-0272,associate,gene-12227
disease-0272,associate,gene-12676
disease-0272,associate,gene-13370
disease-0272,associate,gene-13518
disease-0272,associate,gene-13600
disease-0272,associate,gene-15014
disease-0272,associate,gene-15204
disease-0272,associate,gene-16094
disease-0272,associate,gene-16544
disease-0272,associate,gene-16948
disease-0272,associate,gene-17511
disease-0272,associate,gene-17778
disease-0272,associate,gene-24118
disease-0272,associate,gene-24130
disease-0272,associate,gene-24138
disease-0272,associate,gene-24152
disease-0272,associate,gene-24185
disease-0272,associate,gene-25159
disease-0272,associate,gene-25315
disease-0272,associate,gene-25373
disease-0272,associate,gene-29421
disease-0272,associate,phenotype-02540
disease-0272,associate,phenotype-02995
disease-0272,associate,phenotype-04345
disease-0272,associate,phenotype-04363
disease-0272,associate,phenotype-04373
disease-0272,associate,phenotype-04703
disease-0272,associate,phenotype-04720
disease-0272,associate,phenotype-05245
disease-0272,associate,phenotype-05246
disease-0272,associate,phenotype-05253
disease-0272,associate,phenotype-07124
disease-0272,associate,phenotype-07332
disease-0272,associate,phenotype-07949
disease-0272,associate,phenotype-09639
disease-0272,associate,phenotype-13043
disease-0272,associate,phenotype-13075
disease-0272,associate,phenotype-13320
disease-0272,associate,phenotype-13471
disease-0272,associate,phenotype-13581
disease-0272,associate,phenotype-13631
disease-0272,associate,phenotype-13647
disease-0272,associate,phenotype-13648
disease-0272,associate,mirna-2995
disease-0272,associate,protein-05831
disease-0272,associate,small_molecule-00335
disease-0272,associate,small_molecule-03251
disease-0272,associate,small_molecule-03447
disease-0272,associate,small_molecule-03993
disease-0272,associate,small_molecule-04103
disease-0272,associate,small_molecule-04447
disease-0272,associate,small_molecule-04643
disease-0272,associate,small_molecule-05662
disease-0272,associate,small_molecule-06784
disease-0272,associate,small_molecule-06845
disease-0272,associate,small_molecule-08203
disease-0272,associate,small_molecule-08347
disease-0272,associate,small_molecule-10679
disease-0272,associate,small_molecule-11323
disease-0272,associate,small_molecule-11583
disease-0272,associate,small_molecule-13005
disease-0272,associate,small_molecule-13016
disease-0272,associate,small_molecule-16284
disease-0272,associate,small_molecule-16674
disease-0272,associate,small_molecule-18178
disease-0272,associate,small_molecule-18663
disease-0272,associate,small_molecule-18810
disease-0272,associate,small_molecule-19904
disease-0272,associate,small_molecule-23834
disease-0272,associate,small_molecule-34508
disease-0272,associate,small_molecule-35207
disease-0272,associate,small_molecule-36537
disease-0272,associate,small_molecule-40975
disease-0272,bind,drug-00388
disease-0272,bind,drug-00618
disease-0272,bind,drug-00984
disease-0272,bind,gene-00150
disease-0272,bind,gene-00166
disease-0272,bind,gene-00844
disease-0272,bind,gene-04423
disease-0272,bind,gene-04725
disease-0272,bind,gene-05657
disease-0272,bind,gene-06139
disease-0272,bind,gene-06802
disease-0272,bind,gene-07447
disease-0272,bind,gene-08376
disease-0272,bind,gene-09013
disease-0272,bind,gene-12283
disease-0272,bind,phenotype-04345
disease-0272,bind,small_molecule-04345
disease-0272,bind,small_molecule-14787
disease-0272,bind,small_molecule-21261
disease-0272,cause,drug-00304
disease-0272,cause,drug-00388
disease-0272,cause,drug-00503
disease-0272,cause,drug-00885
disease-0272,cause,drug-00915
disease-0272,cause,drug-01083
disease-0272,cause,drug-01329
disease-0272,cause,drug-05863
disease-0272,cause,drug-08462
disease-0272,cause,drug-08604
disease-0272,cause,drug-13618
disease-0272,cause,gene-00150
disease-0272,cause,gene-00175
disease-0272,cause,gene-00309
disease-0272,cause,gene-00485
disease-0272,cause,gene-00486
disease-0272,cause,gene-00488
disease-0272,cause,gene-00560
disease-0272,cause,gene-00566
disease-0272,cause,gene-00573
disease-0272,cause,gene-00575
disease-0272,cause,gene-00726
disease-0272,cause,gene-00811
disease-0272,cause,gene-00817
disease-0272,cause,gene-00818
disease-0272,cause,gene-00842
disease-0272,cause,gene-00851
disease-0272,cause,gene-01507
disease-0272,cause,gene-01512
disease-0272,cause,gene-01565
disease-0272,cause,gene-01664
disease-0272,cause,gene-01717
disease-0272,cause,gene-01818
disease-0272,cause,gene-01855
disease-0272,cause,gene-01858
disease-0272,cause,gene-01859
disease-0272,cause,gene-02000
disease-0272,cause,gene-02191
disease-0272,cause,gene-02513
disease-0272,cause,gene-02566
disease-0272,cause,gene-02584
disease-0272,cause,gene-02879
disease-0272,cause,gene-02889
disease-0272,cause,gene-02997
disease-0272,cause,gene-03254
disease-0272,cause,gene-03284
disease-0272,cause,gene-03293
disease-0272,cause,gene-03345
disease-0272,cause,gene-03368
disease-0272,cause,gene-03411
disease-0272,cause,gene-03424
disease-0272,cause,gene-03468
disease-0272,cause,gene-03472
disease-0272,cause,gene-03627
disease-0272,cause,gene-03862
disease-0272,cause,gene-03983
disease-0272,cause,gene-04061
disease-0272,cause,gene-04075
disease-0272,cause,gene-04110
disease-0272,cause,gene-04175
disease-0272,cause,gene-04197
disease-0272,cause,gene-04209
disease-0272,cause,gene-04227
disease-0272,cause,gene-04313
disease-0272,cause,gene-04314
disease-0272,cause,gene-04392
disease-0272,cause,gene-04423
disease-0272,cause,gene-04555
disease-0272,cause,gene-04627
disease-0272,cause,gene-04661
disease-0272,cause,gene-04834
disease-0272,cause,gene-04973
disease-0272,cause,gene-05296
disease-0272,cause,gene-05298
disease-0272,cause,gene-05345
disease-0272,cause,gene-05399
disease-0272,cause,gene-05532
disease-0272,cause,gene-05622
disease-0272,cause,gene-05626
disease-0272,cause,gene-05850
disease-0272,cause,gene-05958
disease-0272,cause,gene-06220
disease-0272,cause,gene-06330
disease-0272,cause,gene-06802
disease-0272,cause,gene-06891
disease-0272,cause,gene-07092
disease-0272,cause,gene-07117
disease-0272,cause,gene-07452
disease-0272,cause,gene-07542
disease-0272,cause,gene-07646
disease-0272,cause,gene-07665
disease-0272,cause,gene-08123
disease-0272,cause,gene-08162
disease-0272,cause,gene-08164
disease-0272,cause,gene-08278
disease-0272,cause,gene-10160
disease-0272,cause,gene-11340
disease-0272,cause,gene-12734
disease-0272,cause,gene-14890
disease-0272,cause,gene-14981
disease-0272,cause,gene-15931
disease-0272,cause,gene-16094
disease-0272,cause,gene-17331
disease-0272,cause,gene-18929
disease-0272,cause,gene-19532
disease-0272,cause,gene-19902
disease-0272,cause,gene-24143
disease-0272,cause,gene-25170
disease-0272,cause,gene-25315
disease-0272,cause,gene-34220
disease-0272,cause,phenotype-00363
disease-0272,cause,phenotype-04319
disease-0272,cause,phenotype-04345
disease-0272,cause,phenotype-04373
disease-0272,cause,phenotype-04378
disease-0272,cause,phenotype-04708
disease-0272,cause,phenotype-04720
disease-0272,cause,phenotype-04730
disease-0272,cause,phenotype-05246
disease-0272,cause,phenotype-12342
disease-0272,cause,phenotype-12884
disease-0272,cause,phenotype-12942
disease-0272,cause,phenotype-13043
disease-0272,cause,phenotype-13581
disease-0272,cause,phenotype-13647
disease-0272,cause,phenotype-13648
disease-0272,cause,mirna-0308
disease-0272,cause,protein-03198
disease-0272,cause,protein-03357
disease-0272,cause,protein-03556
disease-0272,cause,protein-04242
disease-0272,cause,protein-05566
disease-0272,cause,small_molecule-00335
disease-0272,cause,small_molecule-01699
disease-0272,cause,small_molecule-02508
disease-0272,cause,small_molecule-03255
disease-0272,cause,small_molecule-04213
disease-0272,cause,small_molecule-05662
disease-0272,cause,small_molecule-06529
disease-0272,cause,small_molecule-06784
disease-0272,cause,small_molecule-06845
disease-0272,cause,small_molecule-07749
disease-0272,cause,small_molecule-08867
disease-0272,cause,small_molecule-11323
disease-0272,cause,small_molecule-12067
disease-0272,cause,small_molecule-13005
disease-0272,cause,small_molecule-16163
disease-0272,cause,small_molecule-16617
disease-0272,cause,small_molecule-16674
disease-0272,cause,small_molecule-18663
disease-0272,cause,small_molecule-18810
disease-0272,cause,small_molecule-19352
disease-0272,cause,small_molecule-21261
disease-0272,cause,small_molecule-32026
disease-0272,cause,small_molecule-42530
disease-0272,change,drug-00111
disease-0272,change,drug-00388
disease-0272,change,drug-01457
disease-0272,change,gene-00284
disease-0272,change,gene-00853
disease-0272,change,gene-01565
disease-0272,change,gene-02901
disease-0272,change,gene-03468
disease-0272,change,gene-03765
disease-0272,change,gene-04423
