H,R,T
disease-0315,feature,hpo-05406
disease-0315,feature,hpo-08732
disease-0315,feature,hpo-09319
disease-0315,feature,hpo-09329
disease-0315,feature,hpo-13078
disease-0315,feature,hpo-13562
disease-0315,feature,small_molecule-28869
disease-0347,associate,hpo-13546
disease-0421,studi,hpo-09652
disease-0426,affect,gene-02524
disease-0426,associate,gene-04449
disease-0426,cause,gene-04449
disease-0426,change,gene-04449
disease-0426,detect,gene-04449
disease-0426,gene,small_molecule-07175
disease-0426,gene,small_molecule-28802
disease-0426,marker,gene-04449
disease-0426,mutate,gene-04449
disease-0426,show,hpo-09323
disease-0426,show,hpo-09873
disease-0426,show,hpo-09893
disease-0456,develop,hpo-13562
disease-0456,feature,hpo-13528
disease-0456,patholog,hpo-13562
disease-0456,show,hpo-00043
disease-0456,show,hpo-09413
disease-0459,associate,gene-01469
disease-0459,associate,small_molecule-10745
disease-0484,affect,small_molecule-35412
disease-0484,associate,disease-0059
disease-0484,associate,disease-5103
disease-0484,associate,drug-13165
disease-0484,associate,gene-05641
disease-0484,associate,hpo-09413
disease-0484,associate,small_molecule-35412
disease-0484,cause,disease-5103
disease-0484,control,hpo-13075
disease-0484,develop,hpo-09413
disease-0484,identifi,protein-03390
disease-0484,increase,small_molecule-35412
disease-0484,reverse,gene-21835
disease-0484,risk,disease-0059
disease-0484,risk,disease-5103
disease-0484,risk,hpo-13562
disease-0484,risk,small_molecule-35412
disease-0484,studi,hpo-12945
disease-0484,treat,small_molecule-35412
disease-0488,affect,disease-0270
disease-0488,affect,disease-1386
disease-0488,response,small_molecule-53529
disease-0492,act,gene-09402
disease-0492,associate,hpo-08434
disease-0492,associate,small_molecule-35412
disease-0492,associate,small_molecule-56954
disease-0492,cause,hpo-09413
disease-0492,cause,small_molecule-35412
disease-0492,control,small_molecule-35412
disease-0492,develop,hpo-09413
disease-0492,feature,hpo-00477
disease-0492,feature,hpo-08434
disease-0492,gene,small_molecule-35412
disease-0492,increase,hpo-09091
disease-0492,provid,drug-09516
disease-0492,show,gene-11246
disease-0518,associate,drug-00069
disease-0518,associate,gene-00293
disease-0518,associate,gene-04480
disease-0518,associate,gene-05261
disease-0518,associate,gene-05263
disease-0518,associate,hpo-09347
disease-0518,associate,hpo-11431
disease-0518,associate,hpo-13562
disease-0518,associate,small_molecule-35412
disease-0518,cause,hpo-13562
disease-0518,consist,gene-05263
disease-0518,contain,hpo-13562
disease-0518,demonstr,gene-05263
disease-0518,develop,hpo-09413
disease-0518,exist,gene-00293
disease-0518,feature,hpo-13562
disease-0518,gene,gene-05263
disease-0518,provid,gene-00293
disease-0518,risk,small_molecule-01697
disease-0518,show,gene-00295
disease-0518,show,gene-03339
disease-0518,show,gene-05263
disease-0518,show,hpo-00002
disease-0518,show,hpo-09091
disease-0522,cause,small_molecule-09064
disease-0525,patholog,disease-1280
disease-0617,affect,small_molecule-02440
disease-0712,affect,gene-00293
disease-0712,associate,disease-0059
disease-0712,associate,gene-00293
disease-0712,associate,gene-08524
disease-0712,associate,gene-12104
disease-0712,associate,hpo-09089
disease-0712,associate,small_molecule-08347
disease-0712,associate,small_molecule-11884
disease-0712,observe,hpo-13387
disease-0712,observe,small_molecule-35412
disease-0751,evalu,drug-00770
disease-0751,evalu,small_molecule-03166
disease-0776,develop,hpo-09419
disease-0796,cause,gene-02498
disease-0796,contain,hpo-08783
disease-0796,feature,hpo-09419
disease-0796,improve,gene-03051
disease-0796,initi,hpo-13059
disease-0796,mutate,gene-02498
disease-0796,mutate,gene-04480
disease-0800,associate,small_molecule-00828
disease-0869,activate,gene-06892
disease-0869,affect,disease-3983
disease-0869,affect,gene-00293
disease-0869,affect,hpo-09091
disease-0869,affect,small_molecule-06888
disease-0869,affect,small_molecule-12347
disease-0869,affect,small_molecule-42530
disease-0869,associate,disease-0484
disease-0869,associate,disease-0518
disease-0869,associate,drug-02210
disease-0869,associate,drug-08521
disease-0869,associate,gene-00228
disease-0869,associate,gene-00982
disease-0869,associate,gene-03174
disease-0869,associate,gene-03250
disease-0869,associate,gene-04020
disease-0869,associate,gene-06166
disease-0869,associate,gene-06437
disease-0869,associate,gene-10020
disease-0869,associate,gene-11281
disease-0869,associate,hpo-08732
disease-0869,associate,hpo-13074
disease-0869,cause,gene-04480
disease-0869,confer,gene-07362
disease-0869,contain,hpo-08732
disease-0869,detect,gene-00510
disease-0869,detect,gene-03782
disease-0869,detect,gene-03865
disease-0869,detect,gene-03866
disease-0869,enhance,gene-24961
disease-0869,expression,drug-08834
disease-0869,expression,drug-13165
disease-0869,expression,gene-00982
disease-0869,expression,gene-03394
disease-0869,expression,gene-04481
disease-0869,expression,gene-17516
disease-0869,found,small_molecule-08347
disease-0869,gene,protein-03175
disease-0869,identifi,protein-03175
disease-0869,improve,small_molecule-02452
disease-0869,interact,gene-17414
disease-0869,observe,disease-0518
disease-0869,production,gene-01167
disease-0869,protect,gene-04536
disease-0869,regulate,gene-02584
disease-0869,regulate,gene-02585
disease-0869,regulate,gene-02879
disease-0869,regulate,gene-05706
disease-0869,regulate,gene-24048
disease-0869,risk,gene-00228
disease-0869,risk,gene-00776
disease-0869,risk,gene-00982
disease-0869,risk,gene-01117
disease-0869,risk,gene-01476
disease-0869,risk,gene-01638
disease-0869,risk,gene-01749
disease-0869,risk,gene-02942
disease-0869,risk,gene-03056
disease-0869,risk,gene-03394
disease-0869,risk,gene-04588
disease-0869,risk,gene-05292
disease-0869,risk,gene-06437
disease-0869,risk,gene-08371
disease-0869,risk,gene-09552
disease-0869,risk,gene-11698
disease-0869,risk,gene-12104
disease-0869,risk,gene-13457
disease-0869,risk,gene-14493
disease-0869,risk,gene-17116
disease-0869,risk,small_molecule-01697
disease-0869,serve,gene-10337
disease-0869,treat,gene-00221
disease-0869,treat,gene-01826
disease-0869,treat,gene-04907
disease-0869,treat,gene-05878
disease-0869,treat,gene-08045
disease-0869,treat,hpo-09419
disease-0869,use,gene-03056
disease-0869,use,gene-12104
disease-0870,feature,small_molecule-11291
disease-0870,found,small_molecule-11291
disease-0891,contain,protein-03324
disease-0891,exist,gene-00295
disease-0891,show,gene-00295
disease-0984,affect,hpo-09741
disease-1028,expression,gene-01596
disease-1039,reduce,hpo-09413
disease-1039,reduce,small_molecule-35412
disease-1071,marker,disease-0869
disease-1071,regulate,disease-5103
disease-1129,increase,gene-08886
disease-1129,increase,small_molecule-06641
disease-1131,cause,gene-06060
disease-1155,cause,disease-1366
disease-1155,cause,hpo-08804
disease-1155,cause,hpo-12846
disease-1155,cause,hpo-13042
disease-1188,gene,disease-0059
disease-1198,cause,hpo-13319
disease-1214,cause,hpo-08506
disease-1214,cause,hpo-12964
disease-1214,cause,small_molecule-04822
disease-1214,increase,disease-0869
disease-1230,regulate,hpo-13537
disease-1239,develop,hpo-09419
disease-1280,affect,drug-00975
disease-1280,affect,gene-00776
disease-1280,affect,gene-03339
disease-1280,affect,gene-05957
disease-1280,affect,hpo-09089
disease-1280,affect,hpo-09731
disease-1280,affect,small_molecule-35412
disease-1280,associate,drug-09622
disease-1280,associate,gene-00561
disease-1280,associate,gene-01273
disease-1280,associate,gene-02058
disease-1280,associate,gene-02119
disease-1280,associate,gene-02329
disease-1280,associate,gene-02732
disease-1280,associate,gene-03339
disease-1280,associate,gene-03562
disease-1280,associate,gene-03885
disease-1280,associate,gene-05250
disease-1280,associate,gene-05263
disease-1280,associate,gene-08193
disease-1280,associate,gene-08886
disease-1280,associate,gene-09304
disease-1280,associate,gene-09393
disease-1280,associate,gene-12104
disease-1280,associate,gene-14381
disease-1280,associate,gene-32163
disease-1280,associate,hpo-00002
disease-1280,associate,hpo-09089
disease-1280,associate,hpo-09347
disease-1280,associate,hpo-09415
disease-1280,associate,hpo-09419
disease-1280,associate,hpo-09741
disease-1280,associate,hpo-13319
disease-1280,associate,hpo-13562
disease-1280,associate,hpo-13631
disease-1280,associate,small_molecule-08869
disease-1280,associate,small_molecule-12697
disease-1280,associate,small_molecule-20740
disease-1280,associate,small_molecule-28869
disease-1280,associate,small_molecule-48193
disease-1280,associate,small_molecule-54495
disease-1280,cause,disease-5103
disease-1280,cause,gene-02329
disease-1280,cause,hpo-00002
disease-1280,cause,hpo-09698
disease-1280,cause,hpo-13562
disease-1280,cause,protein-03440
disease-1280,cause,small_molecule-04729
disease-1280,cause,small_molecule-19349
disease-1280,cause,small_molecule-39919
disease-1280,change,small_molecule-24530
disease-1280,change,small_molecule-25598
disease-1280,change,small_molecule-56959
disease-1280,contain,hpo-09090
disease-1280,contain,small_molecule-02845
disease-1280,contain,small_molecule-15848
disease-1280,contain,small_molecule-35412
disease-1280,control,gene-24188
disease-1280,develop,hpo-09413
disease-1280,develop,hpo-13562
disease-1280,develop,small_molecule-48193
disease-1280,differenti,gene-24048
disease-1280,encode,gene-08886
disease-1280,evalu,small_molecule-34929
disease-1280,exist,hpo-09419
disease-1280,exist,hpo-13562
disease-1280,expression,gene-01389
disease-1280,expression,gene-02151
disease-1280,expression,gene-02409
disease-1280,expression,gene-05263
disease-1280,expression,gene-07915
disease-1280,expression,small_molecule-11328
disease-1280,feature,gene-05263
disease-1280,feature,hpo-00002
disease-1280,feature,hpo-09089
disease-1280,feature,hpo-13059
disease-1280,feature,small_molecule-28869
disease-1280,focus,gene-03173
disease-1280,focus,small_molecule-35088
disease-1280,found,gene-03885
disease-1280,found,gene-05263
disease-1280,found,gene-05897
disease-1280,found,gene-08886
disease-1280,found,gene-14381
disease-1280,found,gene-17414
disease-1280,found,small_molecule-03166
disease-1280,found,small_molecule-35412
disease-1280,gene,gene-00982
disease-1280,gene,gene-04584
disease-1280,gene,hpo-09413
disease-1280,gene,hpo-13562
disease-1280,have,gene-02119
disease-1280,have,hpo-00002
disease-1280,identifi,gene-02119
disease-1280,identifi,gene-08886
disease-1280,identifi,gene-14381
disease-1280,identifi,gene-17414
disease-1280,increase,gene-05263
disease-1280,increase,gene-08747
disease-1280,increase,gene-08886
disease-1280,increase,hpo-07326
disease-1280,increase,small_molecule-06641
disease-1280,interact,small_molecule-48193
disease-1280,marker,disease-5103
disease-1280,marker,hpo-09425
disease-1280,marker,small_molecule-11323
disease-1280,mutate,gene-17414
disease-1280,observe,small_molecule-35499
disease-1280,occur,hpo-00002
disease-1280,patholog,disease-0518
disease-1280,patholog,hpo-00002
disease-1280,patholog,hpo-02571
disease-1280,produce,small_molecule-06845
disease-1280,production,small_molecule-05736
disease-1280,provid,gene-01167
disease-1280,reduce,disease-5103
disease-1280,reduce,gene-05263
disease-1280,reduce,gene-24989
disease-1280,reduce,hpo-00002
disease-1280,reduce,small_molecule-09634
disease-1280,regulate,drug-00975
disease-1280,regulate,drug-02970
disease-1280,regulate,gene-00390
disease-1280,risk,disease-0059
disease-1280,risk,disease-3014
disease-1280,risk,disease-3983
disease-1280,risk,hpo-13562
disease-1280,risk,small_molecule-28869
disease-1280,risk,small_molecule-35412
disease-1280,serve,small_molecule-35412
disease-1280,show,disease-3014
disease-1280,show,disease-5103
disease-1280,show,gene-01167
disease-1280,show,gene-05263
disease-1280,show,hpo-00002
disease-1280,show,hpo-01071
disease-1280,show,hpo-09347
disease-1280,show,hpo-09413
disease-1280,show,small_molecule-28869
disease-1280,treat,small_molecule-22373
disease-1280,use,disease-5103
disease-1334,act,small_molecule-55546
disease-1334,affect,gene-03339
disease-1334,associate,gene-05736
disease-1334,expression,drug-04111
disease-1334,expression,gene-03339
disease-1334,inhibit,small_molecule-55546
disease-1334,interact,gene-02366
disease-1334,occur,gene-09589
disease-1334,patholog,small_molecule-35412
disease-1334,reverse,small_molecule-50874
disease-1348,cause,disease-1366
disease-1348,cause,disease-1405
disease-1348,cause,hpo-06751
disease-1348,cause,hpo-08804
disease-1348,cause,hpo-12846
disease-1348,cause,hpo-13042
disease-1348,cause,hpo-13060
disease-1383,increase,hpo-13059
disease-1414,cause,hpo-06269
disease-1414,show,disease-0869
disease-1468,regulate,hpo-09124
disease-1472,associate,hpo-13631
disease-1472,increase,hpo-12952
disease-1472,require,gene-15454
disease-1503,activate,gene-00942
disease-1503,affect,drug-00467
disease-1503,affect,gene-01066
disease-1503,affect,hpo-09681
disease-1503,affect,small_molecule-11291
disease-1503,associate,disease-0518
disease-1503,associate,drug-00135
disease-1503,associate,gene-02756
disease-1503,associate,hpo-09413
disease-1503,associate,hpo-09796
disease-1503,associate,hpo-13059
disease-1503,associate,hpo-13631
disease-1503,associate,small_molecule-03260
disease-1503,associate,small_molecule-12347
disease-1503,associate,small_molecule-35412
disease-1503,associate,small_molecule-50753
disease-1503,cause,hpo-09091
disease-1503,cause,hpo-13573
disease-1503,change,small_molecule-35412
disease-1503,differenti,gene-05292
disease-1503,expression,gene-04470
disease-1503,feature,hpo-02571
disease-1503,feature,hpo-09681
disease-1503,feature,hpo-13583
disease-1503,gene,small_molecule-12443
disease-1503,generate,small_molecule-09634
disease-1503,identifi,drug-02415
disease-1503,identifi,gene-02521
disease-1503,identifi,gene-03872
disease-1503,identifi,gene-17563
disease-1503,identifi,gene-24989
disease-1503,identifi,small_molecule-09064
disease-1503,identifi,small_molecule-35412
disease-1503,increase,small_molecule-03789
disease-1503,observe,hpo-09744
disease-1503,protect,hpo-09419
disease-1503,protect,hpo-09697
disease-1503,protect,small_molecule-35412
disease-1503,risk,disease-3983
disease-1503,risk,disease-5103
disease-1503,risk,hpo-09697
disease-1503,risk,hpo-09731
disease-1503,risk,hpo-13050
disease-1503,risk,small_molecule-35412
disease-1503,show,drug-00324
disease-1503,show,hpo-09624
disease-1503,show,small_molecule-12443
disease-1503,treat,hpo-09697
disease-1503,treat,small_molecule-35530
disease-1581,expression,disease-5103
disease-1581,expression,gene-00295
disease-1581,patholog,disease-2218
disease-1581,patholog,small_molecule-35412
disease-1626,cause,gene-00079
disease-1626,cause,gene-02144
disease-1626,encode,gene-03297
disease-1626,encode,protein-04470
disease-1626,increase,small_molecule-56396
disease-1636,gene,gene-05608
disease-1636,identifi,gene-05115
disease-1705,affect,gene-01474
disease-1705,affect,gene-01503
disease-1705,affect,gene-04976
disease-1705,associate,disease-0059
disease-1705,associate,gene-00295
disease-1705,associate,gene-02787
disease-1705,associate,gene-03463
disease-1705,associate,hpo-00344
disease-1705,associate,hpo-00350
disease-1705,associate,hpo-03461
disease-1705,associate,hpo-03515
disease-1705,associate,hpo-08419
disease-1705,associate,hpo-09091
disease-1705,associate,hpo-09413
disease-1705,associate,hpo-09796
disease-1705,associate,hpo-13059
disease-1705,associate,hpo-13562
disease-1705,associate,small_molecule-04124
disease-1705,cause,disease-0059
disease-1705,cause,disease-2218
disease-1705,cause,disease-5103
disease-1705,cause,gene-00293
disease-1705,cause,gene-00295
disease-1705,cause,gene-01503
disease-1705,cause,gene-02756
disease-1705,cause,gene-05093
disease-1705,cause,gene-08294
