H,R,T
disease-1468,associate,disease-6645
disease-1468,cause,phenotype-04730
disease-1468,disrupt,phenotype-04730
disease-1468,inhibit,disease-6645
disease-1468,inhibit,gene-04000
disease-1468,inhibit,gene-04177
disease-1468,inhibit,gene-24144
disease-1468,inhibit,small_molecule-35496
disease-1468,marker,disease-6645
disease-1468,regulate,gene-24144
disease-1472,treat,drug-00551
disease-1486,cause,gene-01811
disease-1490,expression,gene-05127
disease-1659,patholog,disease-1743
disease-1743,patholog,disease-1659
disease-1777,expression,gene-00451
disease-1777,expression,phenotype-00350
disease-1836,differenti,gene-03384
disease-1836,differenti,gene-05736
disease-2000,affect,phenotype-04730
disease-2005,cause,phenotype-00375
disease-2005,expression,gene-11150
disease-2005,expression,gene-24105
disease-2005,expression,gene-24106
disease-2005,expression,gene-24198
disease-2005,gene,gene-03468
disease-2005,increase,small_molecule-03738
disease-2005,risk,disease-6645
disease-2005,treat,drug-04876
disease-2005,treat,drug-08198
disease-2160,associate,disease-0271
disease-2160,risk,disease-0271
disease-2218,affect,phenotype-04730
disease-2332,develop,small_molecule-10303
disease-2332,develop,small_molecule-16674
disease-2332,develop,small_molecule-35204
disease-2400,cause,small_molecule-16163
disease-2400,change,small_molecule-16163
disease-2448,bind,phenotype-00366
disease-2666,demonstr,gene-03451
disease-2794,regulate,protein-03357
disease-2823,associate,gene-02400
disease-2823,associate,gene-03284
disease-2823,associate,gene-03522
disease-2823,associate,gene-04262
disease-2823,cause,disease-0271
disease-2931,associate,phenotype-13648
disease-2931,detect,gene-00708
disease-2931,expression,gene-01659
disease-2931,expression,gene-03983
disease-2931,have,gene-03983
disease-2931,maintain,phenotype-07169
disease-2931,production,gene-05643
disease-2931,regulate,gene-04174
disease-2931,regulate,phenotype-04464
disease-2931,show,gene-03522
disease-2931,show,gene-04153
disease-2931,show,gene-12155
disease-2931,treat,drug-00503
disease-2931,treat,small_molecule-14129
disease-3014,production,small_molecule-13001
disease-3014,production,small_molecule-22179
disease-3249,cause,drug-00281
disease-3249,found,gene-00185
disease-3255,activate,gene-01565
disease-3255,cause,disease-6645
disease-3258,develop,small_molecule-46592
disease-3258,expression,gene-11171
disease-3309,risk,small_molecule-52410
disease-3310,associate,disease-6645
disease-3310,risk,disease-6645
disease-3311,associate,disease-6645
disease-3311,gene,disease-6645
disease-3314,mutate,disease-6645
disease-3315,cause,disease-6645
disease-3494,found,disease-4959
disease-3527,generate,gene-05383
disease-3527,generate,gene-05384
disease-3527,potenti,phenotype-04710
disease-3527,potenti,phenotype-13568
disease-3695,affect,phenotype-04711
disease-3695,cause,phenotype-13146
disease-3734,associate,small_molecule-01190
disease-3734,bind,small_molecule-35496
disease-3734,identifi,gene-11059
disease-3792,show,phenotype-06474
disease-3792,show,phenotype-13146
disease-4103,found,phenotype-04730
disease-4254,determin,drug-00760
disease-4258,affect,disease-6645
disease-4258,associate,phenotype-12650
disease-4258,cause,disease-6645
disease-4258,cause,protein-02756
disease-4258,expression,gene-07921
disease-4258,have,gene-07921
disease-4258,risk,disease-6645
disease-4584,associate,disease-1315
disease-4584,associate,phenotype-04710
disease-4584,associate,phenotype-09987
disease-4584,associate,phenotype-13357
disease-4584,differenti,disease-4921
disease-4584,feature,phenotype-09987
disease-4584,gene,disease-4921
disease-4584,mutate,gene-05065
disease-4584,mutate,phenotype-13550
disease-4584,occur,gene-05067
disease-4584,occur,phenotype-04710
disease-4584,occur,phenotype-09987
disease-4584,occur,phenotype-13357
disease-4584,predict,disease-4897
disease-4584,show,phenotype-04710
disease-4584,show,phenotype-13357
disease-4897,associate,disease-4584
disease-4897,associate,disease-4921
disease-4897,associate,drug-00607
disease-4897,associate,gene-03094
disease-4897,associate,gene-04036
disease-4897,associate,gene-08638
disease-4897,cause,gene-03094
disease-4897,cause,small_molecule-13681
disease-4897,contain,phenotype-13357
disease-4897,expression,gene-00853
disease-4897,feature,gene-04061
disease-4897,increase,gene-03094
disease-4897,increase,gene-04059
disease-4897,mutate,gene-00554
disease-4897,mutate,gene-03094
disease-4897,mutate,gene-03118
disease-4897,mutate,gene-04174
disease-4897,mutate,gene-05064
disease-4897,predict,drug-00607
disease-4897,predict,small_molecule-15055
disease-4897,show,gene-03094
disease-4897,show,phenotype-04726
disease-4921,associate,phenotype-09987
disease-4921,associate,phenotype-13357
disease-4921,conside,disease-4584
disease-4959,act,gene-02502
disease-4959,act,gene-03240
disease-4959,associate,gene-00175
disease-4959,bind,gene-00485
disease-4959,cause,phenotype-00342
disease-4959,cause,phenotype-04730
disease-4959,expression,gene-02889
disease-4959,inhibit,drug-00559
disease-4959,inhibit,gene-05736
disease-4959,inhibit,gene-12930
disease-4959,inhibit,small_molecule-05789
disease-4959,provid,small_molecule-35815
disease-4959,show,disease-6645
disease-4959,show,phenotype-13310
disease-5240,activate,gene-00020
disease-5393,confer,gene-09701
disease-6388,expression,drug-00847
disease-6645,act,drug-12067
disease-6645,act,gene-00176
disease-6645,act,gene-01069
disease-6645,act,gene-01717
disease-6645,act,gene-06128
disease-6645,act,gene-09028
disease-6645,act,gene-34220
disease-6645,activate,drug-04111
disease-6645,activate,gene-00175
disease-6645,activate,gene-00389
disease-6645,activate,gene-01728
disease-6645,activate,gene-02000
disease-6645,activate,gene-02825
disease-6645,activate,gene-03010
disease-6645,activate,gene-03297
disease-6645,activate,gene-03468
disease-6645,activate,gene-03469
disease-6645,activate,gene-03620
disease-6645,activate,gene-03770
disease-6645,activate,gene-03776
disease-6645,activate,gene-04174
disease-6645,activate,gene-04423
disease-6645,activate,gene-04551
disease-6645,activate,gene-04645
disease-6645,activate,gene-05345
disease-6645,activate,gene-05399
disease-6645,activate,gene-05736
disease-6645,activate,gene-05999
disease-6645,activate,gene-06870
disease-6645,activate,gene-08149
disease-6645,activate,gene-09402
disease-6645,activate,gene-13019
disease-6645,activate,gene-14167
disease-6645,activate,gene-21849
disease-6645,affect,disease-1468
disease-6645,affect,drug-00503
disease-6645,affect,gene-00249
disease-6645,affect,gene-00708
disease-6645,affect,gene-01123
disease-6645,affect,gene-01369
disease-6645,affect,gene-01559
disease-6645,affect,gene-01659
disease-6645,affect,gene-04551
disease-6645,affect,gene-05414
disease-6645,affect,gene-05708
disease-6645,affect,gene-05736
disease-6645,affect,gene-05958
disease-6645,affect,gene-06086
disease-6645,affect,gene-07255
disease-6645,affect,gene-07270
disease-6645,affect,gene-11519
disease-6645,affect,gene-14275
disease-6645,affect,gene-24164
disease-6645,affect,phenotype-04523
disease-6645,affect,small_molecule-06774
disease-6645,affect,small_molecule-16674
disease-6645,analyz,drug-00308
disease-6645,analyz,gene-06289
disease-6645,analyz,gene-09464
disease-6645,analyz,gene-13766
disease-6645,analyz,gene-24046
disease-6645,analyz,phenotype-04730
disease-6645,associate,disease-0617
disease-6645,associate,disease-2005
disease-6645,associate,disease-3258
disease-6645,associate,drug-00503
disease-6645,associate,drug-00532
disease-6645,associate,drug-01326
disease-6645,associate,drug-12873
disease-6645,associate,gene-00004
disease-6645,associate,gene-00023
disease-6645,associate,gene-00120
disease-6645,associate,gene-00238
disease-6645,associate,gene-00394
disease-6645,associate,gene-00485
disease-6645,associate,gene-00727
disease-6645,associate,gene-00791
disease-6645,associate,gene-00824
disease-6645,associate,gene-00846
disease-6645,associate,gene-00864
disease-6645,associate,gene-00865
disease-6645,associate,gene-01066
disease-6645,associate,gene-01260
disease-6645,associate,gene-01289
disease-6645,associate,gene-01291
disease-6645,associate,gene-01436
disease-6645,associate,gene-01559
disease-6645,associate,gene-01565
disease-6645,associate,gene-01659
disease-6645,associate,gene-01691
disease-6645,associate,gene-01819
disease-6645,associate,gene-01855
disease-6645,associate,gene-01894
disease-6645,associate,gene-02370
disease-6645,associate,gene-02390
disease-6645,associate,gene-02397
disease-6645,associate,gene-02518
disease-6645,associate,gene-02528
disease-6645,associate,gene-02577
disease-6645,associate,gene-02684
disease-6645,associate,gene-02875
disease-6645,associate,gene-02878
disease-6645,associate,gene-02948
disease-6645,associate,gene-03073
disease-6645,associate,gene-03206
disease-6645,associate,gene-03451
disease-6645,associate,gene-03477
disease-6645,associate,gene-03497
disease-6645,associate,gene-03562
disease-6645,associate,gene-03604
disease-6645,associate,gene-03627
disease-6645,associate,gene-03776
disease-6645,associate,gene-03820
disease-6645,associate,gene-04024
disease-6645,associate,gene-04065
disease-6645,associate,gene-04174
disease-6645,associate,gene-04176
disease-6645,associate,gene-04392
disease-6645,associate,gene-04424
disease-6645,associate,gene-04451
disease-6645,associate,gene-04536
disease-6645,associate,gene-04551
disease-6645,associate,gene-04829
disease-6645,associate,gene-04970
disease-6645,associate,gene-05090
disease-6645,associate,gene-05122
disease-6645,associate,gene-05431
disease-6645,associate,gene-05633
disease-6645,associate,gene-05683
disease-6645,associate,gene-05736
disease-6645,associate,gene-05958
disease-6645,associate,gene-05999
disease-6645,associate,gene-06213
disease-6645,associate,gene-06289
disease-6645,associate,gene-06727
disease-6645,associate,gene-07665
disease-6645,associate,gene-08162
disease-6645,associate,gene-08342
disease-6645,associate,gene-08521
disease-6645,associate,gene-09014
disease-6645,associate,gene-11171
disease-6645,associate,gene-12874
disease-6645,associate,gene-13361
disease-6645,associate,gene-13433
disease-6645,associate,gene-13906
disease-6645,associate,gene-14176
disease-6645,associate,gene-14179
disease-6645,associate,gene-16342
disease-6645,associate,gene-17191
disease-6645,associate,gene-18149
disease-6645,associate,gene-18709
disease-6645,associate,gene-24087
disease-6645,associate,gene-24134
disease-6645,associate,gene-24136
disease-6645,associate,gene-24151
disease-6645,associate,gene-29421
disease-6645,associate,gene-43445
disease-6645,associate,gene-43446
disease-6645,associate,phenotype-00355
disease-6645,associate,phenotype-03244
disease-6645,associate,phenotype-04523
disease-6645,associate,phenotype-04562
disease-6645,associate,phenotype-04650
disease-6645,associate,phenotype-04726
disease-6645,associate,phenotype-09639
disease-6645,associate,phenotype-12713
disease-6645,associate,phenotype-13338
disease-6645,associate,phenotype-13581
disease-6645,associate,phenotype-13631
disease-6645,associate,small_molecule-03403
disease-6645,associate,small_molecule-08347
disease-6645,associate,small_molecule-09025
disease-6645,associate,small_molecule-09442
disease-6645,associate,small_molecule-16007
disease-6645,associate,small_molecule-18490
disease-6645,associate,small_molecule-18663
disease-6645,associate,small_molecule-18664
disease-6645,associate,small_molecule-21348
disease-6645,associate,small_molecule-27882
disease-6645,associate,small_molecule-35149
disease-6645,associate,small_molecule-35496
disease-6645,associate,small_molecule-35655
disease-6645,associate,small_molecule-35675
disease-6645,associate,small_molecule-40975
disease-6645,bind,drug-00070
disease-6645,bind,drug-00503
disease-6645,bind,drug-00864
disease-6645,bind,gene-00005
disease-6645,bind,gene-02390
disease-6645,bind,gene-02397
disease-6645,bind,gene-02706
disease-6645,bind,gene-06837
disease-6645,bind,gene-08775
disease-6645,bind,gene-11933
disease-6645,bind,gene-16843
disease-6645,bind,phenotype-04523
disease-6645,cause,disease-2005
disease-6645,cause,drug-00070
disease-6645,cause,gene-00175
disease-6645,cause,gene-00486
disease-6645,cause,gene-00701
disease-6645,cause,gene-00705
disease-6645,cause,gene-00791
disease-6645,cause,gene-00824
disease-6645,cause,gene-00853
disease-6645,cause,gene-01123
disease-6645,cause,gene-01568
disease-6645,cause,gene-01810
disease-6645,cause,gene-01858
disease-6645,cause,gene-02370
disease-6645,cause,gene-02698
disease-6645,cause,gene-02917
disease-6645,cause,gene-03468
disease-6645,cause,gene-03477
disease-6645,cause,gene-04175
disease-6645,cause,gene-04551
disease-6645,cause,gene-04688
disease-6645,cause,gene-04970
disease-6645,cause,gene-05298
disease-6645,cause,gene-05400
disease-6645,cause,gene-05525
disease-6645,cause,gene-05708
disease-6645,cause,gene-06034
disease-6645,cause,gene-06665
disease-6645,cause,gene-07151
disease-6645,cause,gene-07167
disease-6645,cause,gene-11566
disease-6645,cause,gene-15182
disease-6645,cause,gene-16724
disease-6645,cause,gene-24053
disease-6645,cause,gene-24084
disease-6645,cause,gene-24144
disease-6645,cause,gene-24815
disease-6645,cause,gene-24825
disease-6645,cause,gene-24959
disease-6645,cause,phenotype-04649
disease-6645,cause,phenotype-13648
disease-6645,cause,small_molecule-02455
disease-6645,cause,small_molecule-02641
disease-6645,cause,small_molecule-05599
disease-6645,cause,small_molecule-06845
disease-6645,cause,small_molecule-21348
disease-6645,cause,small_molecule-28386
disease-6645,cause,small_molecule-35496
disease-6645,change,drug-08462
disease-6645,change,gene-01218
disease-6645,change,gene-02875
disease-6645,change,gene-02895
disease-6645,change,gene-02948
disease-6645,change,gene-03214
disease-6645,change,gene-05029
disease-6645,change,gene-07035
disease-6645,change,gene-15995
disease-6645,change,gene-18103
disease-6645,change,phenotype-04523
disease-6645,change,phenotype-04711
disease-6645,change,small_molecule-12843
disease-6645,change,small_molecule-13681
disease-6645,confer,gene-04536
disease-6645,confer,gene-05663
disease-6645,confer,gene-24160
disease-6645,conside,gene-19731
disease-6645,consist,phenotype-04523
disease-6645,consist,phenotype-04650
disease-6645,contain,drug-10400
disease-6645,contain,gene-00286
disease-6645,contain,gene-00840
disease-6645,contain,gene-03981
disease-6645,contain,phenotype-04649
disease-6645,contain,small_molecule-40671
disease-6645,control,phenotype-04650
disease-6645,demonstr,gene-04397
disease-6645,depend,phenotype-04730
disease-6645,detect,gene-00840
disease-6645,detect,gene-01659
disease-6645,detect,gene-04536
disease-6645,detect,gene-06546
disease-6645,detect,gene-11615
disease-6645,detect,phenotype-13338
disease-6645,detect,small_molecule-09875
disease-6645,determin,disease-0696
disease-6645,determin,gene-02197
disease-6645,determin,gene-05243
disease-6645,develop,disease-0271
disease-6645,develop,drug-00070
disease-6645,develop,gene-04551
disease-6645,develop,gene-06289
disease-6645,develop,gene-08525
disease-6645,develop,gene-24146
disease-6645,develop,gene-24825
disease-6645,develop,phenotype-04523
disease-6645,develop,phenotype-04650
disease-6645,develop,phenotype-09060
disease-6645,develop,phenotype-13146
disease-6645,develop,phenotype-13593
disease-6645,develop,phenotype-13685
disease-6645,develop,small_molecule-09407
disease-6645,develop,small_molecule-21348
disease-6645,develop,small_molecule-35444
disease-6645,develop,small_molecule-35675
disease-6645,differenti,disease-1636
disease-6645,differenti,gene-00922
disease-6645,differenti,gene-02032
disease-6645,differenti,gene-15766
disease-6645,differenti,small_molecule-10928
disease-6645,differenti,small_molecule-35232
disease-6645,encode,gene-01187
disease-6645,encode,gene-04577
disease-6645,encode,gene-15766
disease-6645,encode,small_molecule-36924
disease-6645,enhance,drug-00308
disease-6645,enhance,gene-01659
disease-6645,enhance,gene-01859
disease-6645,enhance,gene-02524
disease-6645,enhance,gene-02803
disease-6645,enhance,gene-04634
disease-6645,enhance,gene-05088
disease-6645,enhance,gene-05736
disease-6645,enhance,gene-06359
disease-6645,enhance,gene-06410
disease-6645,enhance,gene-08347
disease-6645,enhance,gene-14377
disease-6645,enhance,protein-03088
disease-6645,enhance,small_molecule-22413
disease-6645,evalu,disease-1636
disease-6645,evalu,gene-01617
disease-6645,evalu,gene-02035
disease-6645,evalu,gene-03411
disease-6645,evalu,gene-04551
disease-6645,evalu,gene-13707
disease-6645,evalu,small_molecule-35232
disease-6645,exist,gene-00868
disease-6645,exist,gene-01565
disease-6645,exist,gene-01659
disease-6645,exist,gene-01870
disease-6645,exist,gene-02650
disease-6645,exist,protein-03998
disease-6645,exist,small_molecule-42530
disease-6645,expression,drug-00070
disease-6645,expression,gene-00086
disease-6645,expression,gene-00125
disease-6645,expression,gene-00175
disease-6645,expression,gene-00486
disease-6645,expression,gene-00708
disease-6645,expression,gene-00824
disease-6645,expression,gene-00840
disease-6645,expression,gene-01243
disease-6645,expression,gene-01371
disease-6645,expression,gene-01529
disease-6645,expression,gene-01565
disease-6645,expression,gene-01659
disease-6645,expression,gene-01662
disease-6645,expression,gene-01717
disease-6645,expression,gene-01735
disease-6645,expression,gene-01757
disease-6645,expression,gene-02000
disease-6645,expression,gene-02110
disease-6645,expression,gene-02116
disease-6645,expression,gene-02633
disease-6645,expression,gene-02637
disease-6645,expression,gene-02955
disease-6645,expression,gene-03014
disease-6645,expression,gene-03118
disease-6645,expression,gene-03411
disease-6645,expression,gene-03467
disease-6645,expression,gene-03472
disease-6645,expression,gene-03476
disease-6645,expression,gene-03477
disease-6645,expression,gene-03608
disease-6645,expression,gene-03627
disease-6645,expression,gene-03770
disease-6645,expression,gene-04064
disease-6645,expression,gene-04153
disease-6645,expression,gene-04174
disease-6645,expression,gene-04310
disease-6645,expression,gene-04476
disease-6645,expression,gene-04536
disease-6645,expression,gene-04551
disease-6645,expression,gene-04671
disease-6645,expression,gene-04677
disease-6645,expression,gene-04970
disease-6645,expression,gene-05602
disease-6645,expression,gene-05661
disease-6645,expression,gene-05683
disease-6645,expression,gene-05736
disease-6645,expression,gene-05958
disease-6645,expression,gene-06213
disease-6645,expression,gene-06330
disease-6645,expression,gene-06359
disease-6645,expression,gene-07044
disease-6645,expression,gene-07120
disease-6645,expression,gene-07921
disease-6645,expression,gene-08147
disease-6645,expression,gene-08347
disease-6645,expression,gene-08728
disease-6645,expression,gene-09548
disease-6645,expression,gene-11171
disease-6645,expression,gene-11615
disease-6645,expression,gene-11894
disease-6645,expression,gene-12572
disease-6645,expression,gene-12930
disease-6645,expression,gene-13019
disease-6645,expression,gene-13253
disease-6645,expression,gene-13600
disease-6645,expression,gene-13766
disease-6645,expression,gene-14482
disease-6645,expression,gene-14524
disease-6645,expression,gene-15128
disease-6645,expression,gene-15638
disease-6645,expression,gene-18109
disease-6645,expression,gene-24049
disease-6645,expression,gene-24080
disease-6645,expression,gene-24088
disease-6645,expression,gene-24123
disease-6645,expression,gene-24136
disease-6645,expression,gene-24151
disease-6645,expression,gene-24164
disease-6645,expression,gene-25159
disease-6645,expression,gene-25229
disease-6645,expression,gene-28021
disease-6645,expression,gene-28075
disease-6645,expression,gene-43822
disease-6645,expression,protein-07524
disease-6645,expression,small_molecule-11583
disease-6645,expression,small_molecule-36924
disease-6645,expression,small_molecule-37321
disease-6645,feature,gene-01803
disease-6645,feature,gene-04551
disease-6645,feature,small_molecule-04734
disease-6645,feature,small_molecule-16674
disease-6645,focus,drug-01232
disease-6645,focus,gene-01659
disease-6645,focus,small_molecule-09442
disease-6645,found,gene-01659
disease-6645,found,gene-05736
disease-6645,found,small_molecule-00932
disease-6645,found,small_molecule-10303
disease-6645,found,small_molecule-34508
disease-6645,gene,drug-04111
disease-6645,gene,gene-00184
disease-6645,gene,gene-00281
disease-6645,gene,gene-02000
disease-6645,gene,gene-02397
disease-6645,gene,gene-02579
disease-6645,gene,gene-02875
disease-6645,gene,gene-02878
disease-6645,gene,gene-02917
disease-6645,gene,gene-03497
disease-6645,gene,gene-03562
disease-6645,gene,gene-04534
disease-6645,gene,gene-05431
disease-6645,gene,gene-12785
disease-6645,gene,gene-35045
disease-6645,gene,phenotype-04650
disease-6645,gene,phenotype-12912
disease-6645,gene,phenotype-13338
disease-6645,gene,small_molecule-08347
disease-6645,gene,small_molecule-09075
disease-6645,gene,small_molecule-15875
disease-6645,gene,small_molecule-34508
disease-6645,gene,small_molecule-35496
disease-6645,gene,small_molecule-36254
disease-6645,gene,small_molecule-46971
disease-6645,have,gene-00791
disease-6645,have,gene-01659
disease-6645,have,gene-02375
disease-6645,have,gene-03015
disease-6645,have,gene-04433
disease-6645,have,gene-04551
disease-6645,have,gene-06018
disease-6645,have,gene-14408
disease-6645,have,gene-16948
disease-6645,have,small_molecule-35420
disease-6645,identifi,gene-00286
disease-6645,identifi,gene-01594
disease-6645,identifi,gene-02989
disease-6645,identifi,gene-03472
disease-6645,identifi,gene-03983
disease-6645,identifi,gene-04202
disease-6645,identifi,gene-05857
disease-6645,identifi,gene-06802
disease-6645,identifi,gene-06885
disease-6645,identifi,gene-07320
disease-6645,identifi,gene-07902
disease-6645,identifi,gene-09099
disease-6645,identifi,gene-09443
disease-6645,identifi,gene-14176
disease-6645,identifi,gene-14660
disease-6645,identifi,small_molecule-16674
disease-6645,identifi,small_molecule-19352
disease-6645,increase,gene-00761
disease-6645,increase,gene-01276
disease-6645,increase,gene-01541
disease-6645,increase,gene-01649
disease-6645,increase,gene-01659
disease-6645,increase,gene-02358
disease-6645,increase,gene-02805
disease-6645,increase,gene-04075
disease-6645,increase,gene-04209
disease-6645,increase,gene-04210
disease-6645,increase,gene-04970
disease-6645,increase,gene-13045
disease-6645,increase,gene-24200
disease-6645,increase,phenotype-04523
disease-6645,increase,phenotype-04650
disease-6645,increase,phenotype-12684
disease-6645,increase,small_molecule-34508
disease-6645,increase,small_molecule-35463
disease-6645,increase,small_molecule-36924
disease-6645,increase,small_molecule-40671
disease-6645,inhibit,drug-12067
disease-6645,inhibit,gene-00120
disease-6645,inhibit,gene-00176
disease-6645,inhibit,gene-00274
disease-6645,inhibit,gene-00277
disease-6645,inhibit,gene-00473
disease-6645,inhibit,gene-00476
disease-6645,inhibit,gene-00486
disease-6645,inhibit,gene-00791
disease-6645,inhibit,gene-01563
disease-6645,inhibit,gene-01659
disease-6645,inhibit,gene-01855
disease-6645,inhibit,gene-02000
disease-6645,inhibit,gene-02011
disease-6645,inhibit,gene-02032
disease-6645,inhibit,gene-02500
