H,R,T
disease-0271,analyz,gene-18929
disease-0271,analyz,gene-35045
disease-0271,analyz,small_molecule-03891
disease-0271,analyz,small_molecule-16674
disease-0271,analyz,small_molecule-23759
disease-0271,associate,disease-0270
disease-0271,associate,disease-0484
disease-0271,associate,disease-0617
disease-0271,associate,disease-1503
disease-0271,associate,disease-2823
disease-0271,associate,disease-3258
disease-0271,associate,disease-3856
disease-0271,associate,disease-4258
disease-0271,associate,disease-6645
disease-0271,associate,drug-00002
disease-0271,associate,drug-00070
disease-0271,associate,drug-00108
disease-0271,associate,drug-00151
disease-0271,associate,drug-00503
disease-0271,associate,drug-00514
disease-0271,associate,drug-00532
disease-0271,associate,drug-00749
disease-0271,associate,drug-00932
disease-0271,associate,drug-01326
disease-0271,associate,drug-02267
disease-0271,associate,drug-08462
disease-0271,associate,drug-09358
disease-0271,associate,drug-09798
disease-0271,associate,drug-11123
disease-0271,associate,drug-12873
disease-0271,associate,gene-00004
disease-0271,associate,gene-00005
disease-0271,associate,gene-00040
disease-0271,associate,gene-00106
disease-0271,associate,gene-00120
disease-0271,associate,gene-00175
disease-0271,associate,gene-00176
disease-0271,associate,gene-00184
disease-0271,associate,gene-00190
disease-0271,associate,gene-00206
disease-0271,associate,gene-00270
disease-0271,associate,gene-00333
disease-0271,associate,gene-00371
disease-0271,associate,gene-00459
disease-0271,associate,gene-00475
disease-0271,associate,gene-00485
disease-0271,associate,gene-00486
disease-0271,associate,gene-00494
disease-0271,associate,gene-00540
disease-0271,associate,gene-00545
disease-0271,associate,gene-00553
disease-0271,associate,gene-00554
disease-0271,associate,gene-00560
disease-0271,associate,gene-00573
disease-0271,associate,gene-00575
disease-0271,associate,gene-00645
disease-0271,associate,gene-00698
disease-0271,associate,gene-00708
disease-0271,associate,gene-00729
disease-0271,associate,gene-00791
disease-0271,associate,gene-00823
disease-0271,associate,gene-00844
disease-0271,associate,gene-00850
disease-0271,associate,gene-00853
disease-0271,associate,gene-00868
disease-0271,associate,gene-01106
disease-0271,associate,gene-01187
disease-0271,associate,gene-01270
disease-0271,associate,gene-01276
disease-0271,associate,gene-01389
disease-0271,associate,gene-01511
disease-0271,associate,gene-01512
disease-0271,associate,gene-01565
disease-0271,associate,gene-01594
disease-0271,associate,gene-01625
disease-0271,associate,gene-01649
disease-0271,associate,gene-01659
disease-0271,associate,gene-01668
disease-0271,associate,gene-01681
disease-0271,associate,gene-01691
disease-0271,associate,gene-01692
disease-0271,associate,gene-01696
disease-0271,associate,gene-01757
disease-0271,associate,gene-01840
disease-0271,associate,gene-02000
disease-0271,associate,gene-02268
disease-0271,associate,gene-02390
disease-0271,associate,gene-02395
disease-0271,associate,gene-02397
disease-0271,associate,gene-02400
disease-0271,associate,gene-02444
disease-0271,associate,gene-02500
disease-0271,associate,gene-02518
disease-0271,associate,gene-02697
disease-0271,associate,gene-02698
disease-0271,associate,gene-02711
disease-0271,associate,gene-02816
disease-0271,associate,gene-02818
disease-0271,associate,gene-02896
disease-0271,associate,gene-02898
disease-0271,associate,gene-02908
disease-0271,associate,gene-02917
disease-0271,associate,gene-02929
disease-0271,associate,gene-02934
disease-0271,associate,gene-03118
disease-0271,associate,gene-03184
disease-0271,associate,gene-03188
disease-0271,associate,gene-03195
disease-0271,associate,gene-03242
disease-0271,associate,gene-03245
disease-0271,associate,gene-03297
disease-0271,associate,gene-03354
disease-0271,associate,gene-03411
disease-0271,associate,gene-03428
disease-0271,associate,gene-03451
disease-0271,associate,gene-03468
disease-0271,associate,gene-03470
disease-0271,associate,gene-03475
disease-0271,associate,gene-03504
disease-0271,associate,gene-03522
disease-0271,associate,gene-03523
disease-0271,associate,gene-03562
disease-0271,associate,gene-03577
disease-0271,associate,gene-03580
disease-0271,associate,gene-03605
disease-0271,associate,gene-03614
disease-0271,associate,gene-03713
disease-0271,associate,gene-03862
disease-0271,associate,gene-03870
disease-0271,associate,gene-04024
disease-0271,associate,gene-04102
disease-0271,associate,gene-04133
disease-0271,associate,gene-04175
disease-0271,associate,gene-04178
disease-0271,associate,gene-04262
disease-0271,associate,gene-04314
disease-0271,associate,gene-04385
disease-0271,associate,gene-04423
disease-0271,associate,gene-04428
disease-0271,associate,gene-04471
disease-0271,associate,gene-04525
disease-0271,associate,gene-04536
disease-0271,associate,gene-04551
disease-0271,associate,gene-04578
disease-0271,associate,gene-04732
disease-0271,associate,gene-04862
disease-0271,associate,gene-04908
disease-0271,associate,gene-04944
disease-0271,associate,gene-04971
disease-0271,associate,gene-05089
disease-0271,associate,gene-05090
disease-0271,associate,gene-05109
disease-0271,associate,gene-05191
disease-0271,associate,gene-05237
disease-0271,associate,gene-05296
disease-0271,associate,gene-05345
disease-0271,associate,gene-05399
disease-0271,associate,gene-05401
disease-0271,associate,gene-05412
disease-0271,associate,gene-05418
disease-0271,associate,gene-05431
disease-0271,associate,gene-05593
disease-0271,associate,gene-05603
disease-0271,associate,gene-05605
disease-0271,associate,gene-05736
disease-0271,associate,gene-05737
disease-0271,associate,gene-05739
disease-0271,associate,gene-05796
disease-0271,associate,gene-05850
disease-0271,associate,gene-05857
disease-0271,associate,gene-05897
disease-0271,associate,gene-05958
disease-0271,associate,gene-06239
disease-0271,associate,gene-06288
disease-0271,associate,gene-06407
disease-0271,associate,gene-06443
disease-0271,associate,gene-06590
disease-0271,associate,gene-06599
disease-0271,associate,gene-06731
disease-0271,associate,gene-06842
disease-0271,associate,gene-06871
disease-0271,associate,gene-06891
disease-0271,associate,gene-06927
disease-0271,associate,gene-06968
disease-0271,associate,gene-07025
disease-0271,associate,gene-07043
disease-0271,associate,gene-07058
disease-0271,associate,gene-07092
disease-0271,associate,gene-07225
disease-0271,associate,gene-07234
disease-0271,associate,gene-07277
disease-0271,associate,gene-07402
disease-0271,associate,gene-07665
disease-0271,associate,gene-07830
disease-0271,associate,gene-07960
disease-0271,associate,gene-08147
disease-0271,associate,gene-08319
disease-0271,associate,gene-08563
disease-0271,associate,gene-08662
disease-0271,associate,gene-08804
disease-0271,associate,gene-09013
disease-0271,associate,gene-09014
disease-0271,associate,gene-09171
disease-0271,associate,gene-09195
disease-0271,associate,gene-09244
disease-0271,associate,gene-09325
disease-0271,associate,gene-09401
disease-0271,associate,gene-09402
disease-0271,associate,gene-09457
disease-0271,associate,gene-09785
disease-0271,associate,gene-09802
disease-0271,associate,gene-09920
disease-0271,associate,gene-10104
disease-0271,associate,gene-10475
disease-0271,associate,gene-11171
disease-0271,associate,gene-11298
disease-0271,associate,gene-11423
disease-0271,associate,gene-11519
disease-0271,associate,gene-11589
disease-0271,associate,gene-11721
disease-0271,associate,gene-12225
disease-0271,associate,gene-13099
disease-0271,associate,gene-13341
disease-0271,associate,gene-13433
disease-0271,associate,gene-13549
disease-0271,associate,gene-13707
disease-0271,associate,gene-13960
disease-0271,associate,gene-14010
disease-0271,associate,gene-14130
disease-0271,associate,gene-14145
disease-0271,associate,gene-14310
disease-0271,associate,gene-14408
disease-0271,associate,gene-14981
disease-0271,associate,gene-15182
disease-0271,associate,gene-15217
disease-0271,associate,gene-15284
disease-0271,associate,gene-15674
disease-0271,associate,gene-15837
disease-0271,associate,gene-16070
disease-0271,associate,gene-16196
disease-0271,associate,gene-17184
disease-0271,associate,gene-18267
disease-0271,associate,gene-18357
disease-0271,associate,gene-18515
disease-0271,associate,gene-19144
disease-0271,associate,gene-19754
disease-0271,associate,gene-20210
disease-0271,associate,gene-20547
disease-0271,associate,gene-23991
disease-0271,associate,gene-24082
disease-0271,associate,gene-24083
disease-0271,associate,gene-24084
disease-0271,associate,gene-24085
disease-0271,associate,gene-24089
disease-0271,associate,gene-24132
disease-0271,associate,gene-24138
disease-0271,associate,gene-24144
disease-0271,associate,gene-24181
disease-0271,associate,gene-24574
disease-0271,associate,gene-24813
disease-0271,associate,gene-26879
disease-0271,associate,gene-26937
disease-0271,associate,gene-27715
disease-0271,associate,gene-31692
disease-0271,associate,hpo-00121
disease-0271,associate,hpo-02713
disease-0271,associate,hpo-02723
disease-0271,associate,hpo-03214
disease-0271,associate,hpo-04556
disease-0271,associate,hpo-04557
disease-0271,associate,hpo-04633
disease-0271,associate,hpo-04635
disease-0271,associate,hpo-04711
disease-0271,associate,hpo-04714
disease-0271,associate,hpo-04730
disease-0271,associate,hpo-05246
disease-0271,associate,hpo-06472
disease-0271,associate,hpo-06503
disease-0271,associate,hpo-07882
disease-0271,associate,hpo-08178
disease-0271,associate,hpo-09639
disease-0271,associate,hpo-09985
disease-0271,associate,hpo-12650
disease-0271,associate,hpo-12675
disease-0271,associate,hpo-12941
disease-0271,associate,hpo-13043
disease-0271,associate,hpo-13055
disease-0271,associate,hpo-13080
disease-0271,associate,hpo-13102
disease-0271,associate,hpo-13146
disease-0271,associate,hpo-13319
disease-0271,associate,hpo-13581
disease-0271,associate,hpo-13631
disease-0271,associate,hpo-13647
disease-0271,associate,hpo-13669
disease-0271,associate,protein-03073
disease-0271,associate,protein-03424
disease-0271,associate,protein-03612
disease-0271,associate,small_molecule-00519
disease-0271,associate,small_molecule-02455
disease-0271,associate,small_molecule-02648
disease-0271,associate,small_molecule-02808
disease-0271,associate,small_molecule-02910
disease-0271,associate,small_molecule-03401
disease-0271,associate,small_molecule-03791
disease-0271,associate,small_molecule-04024
disease-0271,associate,small_molecule-04137
disease-0271,associate,small_molecule-04321
disease-0271,associate,small_molecule-04625
disease-0271,associate,small_molecule-04872
disease-0271,associate,small_molecule-04898
disease-0271,associate,small_molecule-06275
disease-0271,associate,small_molecule-06782
disease-0271,associate,small_molecule-06845
disease-0271,associate,small_molecule-06888
disease-0271,associate,small_molecule-06913
disease-0271,associate,small_molecule-07066
disease-0271,associate,small_molecule-07517
disease-0271,associate,small_molecule-08654
disease-0271,associate,small_molecule-10303
disease-0271,associate,small_molecule-10713
disease-0271,associate,small_molecule-10911
disease-0271,associate,small_molecule-10932
disease-0271,associate,small_molecule-11296
disease-0271,associate,small_molecule-11310
disease-0271,associate,small_molecule-11338
disease-0271,associate,small_molecule-11583
disease-0271,associate,small_molecule-11694
disease-0271,associate,small_molecule-12347
disease-0271,associate,small_molecule-12439
disease-0271,associate,small_molecule-12442
disease-0271,associate,small_molecule-12607
disease-0271,associate,small_molecule-12931
disease-0271,associate,small_molecule-13681
disease-0271,associate,small_molecule-16674
disease-0271,associate,small_molecule-17096
disease-0271,associate,small_molecule-18178
disease-0271,associate,small_molecule-20518
disease-0271,associate,small_molecule-21249
disease-0271,associate,small_molecule-25323
disease-0271,associate,small_molecule-26886
disease-0271,associate,small_molecule-34508
disease-0271,associate,small_molecule-35149
disease-0271,associate,small_molecule-35426
disease-0271,associate,small_molecule-37949
disease-0271,associate,small_molecule-38527
disease-0271,associate,small_molecule-39837
disease-0271,associate,small_molecule-46971
disease-0271,associate,small_molecule-51899
disease-0271,bind,drug-00105
disease-0271,bind,drug-00308
disease-0271,bind,drug-00514
disease-0271,bind,drug-00749
disease-0271,bind,drug-08081
disease-0271,bind,drug-09726
disease-0271,bind,gene-01259
disease-0271,bind,gene-01270
disease-0271,bind,gene-01681
disease-0271,bind,gene-02697
disease-0271,bind,gene-03264
disease-0271,bind,gene-03470
disease-0271,bind,gene-03504
disease-0271,bind,gene-04551
disease-0271,bind,gene-05958
disease-0271,bind,gene-06731
disease-0271,bind,gene-06802
disease-0271,bind,gene-09137
disease-0271,bind,gene-14377
disease-0271,bind,gene-15885
disease-0271,bind,gene-19568
disease-0271,bind,hpo-02713
disease-0271,bind,hpo-02723
disease-0271,bind,hpo-04557
disease-0271,bind,small_molecule-02729
disease-0271,bind,small_molecule-16674
disease-0271,bind,small_molecule-36402
disease-0271,cause,disease-0497
disease-0271,cause,disease-2005
disease-0271,cause,drug-00002
disease-0271,cause,drug-00514
disease-0271,cause,drug-00593
disease-0271,cause,drug-00932
disease-0271,cause,drug-01326
disease-0271,cause,drug-03250
disease-0271,cause,drug-03771
disease-0271,cause,drug-04987
disease-0271,cause,drug-06088
disease-0271,cause,drug-08462
disease-0271,cause,drug-12015
disease-0271,cause,drug-12039
disease-0271,cause,drug-12403
disease-0271,cause,drug-13623
disease-0271,cause,drug-13650
disease-0271,cause,gene-00206
disease-0271,cause,gene-00270
disease-0271,cause,gene-00485
disease-0271,cause,gene-00486
disease-0271,cause,gene-00534
disease-0271,cause,gene-00701
disease-0271,cause,gene-00850
disease-0271,cause,gene-00865
disease-0271,cause,gene-00888
disease-0271,cause,gene-01036
disease-0271,cause,gene-01565
disease-0271,cause,gene-01645
disease-0271,cause,gene-01647
disease-0271,cause,gene-01681
disease-0271,cause,gene-01819
disease-0271,cause,gene-02057
disease-0271,cause,gene-02400
disease-0271,cause,gene-02655
disease-0271,cause,gene-02827
disease-0271,cause,gene-02889
disease-0271,cause,gene-03296
disease-0271,cause,gene-03297
disease-0271,cause,gene-03411
disease-0271,cause,gene-03451
disease-0271,cause,gene-03472
disease-0271,cause,gene-03503
disease-0271,cause,gene-03505
disease-0271,cause,gene-03522
disease-0271,cause,gene-03562
disease-0271,cause,gene-03614
disease-0271,cause,gene-03627
disease-0271,cause,gene-03820
disease-0271,cause,gene-03913
disease-0271,cause,gene-04064
disease-0271,cause,gene-04175
disease-0271,cause,gene-04262
disease-0271,cause,gene-04423
disease-0271,cause,gene-04536
disease-0271,cause,gene-04551
disease-0271,cause,gene-04573
disease-0271,cause,gene-05345
disease-0271,cause,gene-05399
disease-0271,cause,gene-05525
disease-0271,cause,gene-05707
disease-0271,cause,gene-05736
disease-0271,cause,gene-05857
disease-0271,cause,gene-05860
disease-0271,cause,gene-05958
disease-0271,cause,gene-05960
disease-0271,cause,gene-05991
disease-0271,cause,gene-06015
disease-0271,cause,gene-06213
disease-0271,cause,gene-06443
disease-0271,cause,gene-06802
disease-0271,cause,gene-06840
disease-0271,cause,gene-06891
disease-0271,cause,gene-07225
disease-0271,cause,gene-07244
disease-0271,cause,gene-07315
disease-0271,cause,gene-07320
disease-0271,cause,gene-07452
disease-0271,cause,gene-08162
disease-0271,cause,gene-08314
disease-0271,cause,gene-08636
disease-0271,cause,gene-09095
disease-0271,cause,gene-09100
disease-0271,cause,gene-09266
disease-0271,cause,gene-09397
disease-0271,cause,gene-09723
disease-0271,cause,gene-09872
disease-0271,cause,gene-11332
disease-0271,cause,gene-11511
disease-0271,cause,gene-11535
disease-0271,cause,gene-11689
disease-0271,cause,gene-13278
disease-0271,cause,gene-13433
disease-0271,cause,gene-14827
disease-0271,cause,gene-15280
disease-0271,cause,gene-19648
disease-0271,cause,gene-19989
disease-0271,cause,gene-22539
disease-0271,cause,gene-24122
disease-0271,cause,gene-24185
disease-0271,cause,gene-24811
disease-0271,cause,gene-25119
disease-0271,cause,gene-26864
disease-0271,cause,hpo-00106
disease-0271,cause,hpo-03244
disease-0271,cause,hpo-04559
disease-0271,cause,hpo-04560
disease-0271,cause,hpo-04562
disease-0271,cause,hpo-07326
disease-0271,cause,hpo-09564
disease-0271,cause,hpo-12684
disease-0271,cause,hpo-12942
disease-0271,cause,hpo-13146
disease-0271,cause,hpo-13177
disease-0271,cause,hpo-13204
disease-0271,cause,hpo-13568
disease-0271,cause,hpo-13577
disease-0271,cause,hpo-13631
disease-0271,cause,hpo-13648
disease-0271,cause,small_molecule-02455
disease-0271,cause,small_molecule-06845
disease-0271,cause,small_molecule-08555
disease-0271,cause,small_molecule-10540
disease-0271,cause,small_molecule-10932
disease-0271,cause,small_molecule-12327
disease-0271,cause,small_molecule-12556
disease-0271,cause,small_molecule-13681
disease-0271,cause,small_molecule-16163
disease-0271,cause,small_molecule-16674
disease-0271,cause,small_molecule-21261
disease-0271,cause,small_molecule-35149
disease-0271,cause,small_molecule-35420
disease-0271,cause,small_molecule-43479
disease-0271,cause,small_molecule-50211
disease-0271,change,drug-00002
disease-0271,change,drug-00932
disease-0271,change,drug-01326
disease-0271,change,gene-00554
disease-0271,change,gene-00868
disease-0271,change,gene-01222
disease-0271,change,gene-01260
disease-0271,change,gene-01565
disease-0271,change,gene-01659
disease-0271,change,gene-01661
disease-0271,change,gene-01826
disease-0271,change,gene-02390
disease-0271,change,gene-02721
disease-0271,change,gene-02818
disease-0271,change,gene-03118
disease-0271,change,gene-03451
disease-0271,change,gene-03522
disease-0271,change,gene-03627
disease-0271,change,gene-03820
disease-0271,change,gene-04177
disease-0271,change,gene-04423
disease-0271,change,gene-05609
disease-0271,change,gene-05736
disease-0271,change,gene-05850
disease-0271,change,gene-19560
disease-0271,change,gene-24185
disease-0271,change,hpo-04556
disease-0271,change,hpo-04559
disease-0271,change,hpo-04560
disease-0271,change,hpo-13043
disease-0271,change,hpo-13080
disease-0271,change,hpo-13648
disease-0271,change,small_molecule-02455
disease-0271,change,small_molecule-03166
disease-0271,change,small_molecule-11587
disease-0271,change,small_molecule-12442
disease-0271,change,small_molecule-13681
disease-0271,change,small_molecule-35149
disease-0271,confer,disease-1503
disease-0271,confer,drug-00885
disease-0271,confer,drug-08055
disease-0271,confer,gene-00701
disease-0271,confer,gene-01565
disease-0271,confer,gene-01659
disease-0271,confer,gene-03522
disease-0271,confer,hpo-13631
disease-0271,conside,gene-00554
disease-0271,conside,gene-01659
disease-0271,conside,gene-03118
disease-0271,conside,gene-03451
disease-0271,conside,gene-03522
disease-0271,conside,gene-05736
disease-0271,conside,hpo-04556
disease-0271,conside,hpo-09983
disease-0271,conside,hpo-13319
disease-0271,consist,gene-00476
disease-0271,consist,gene-02985
disease-0271,consist,gene-03284
disease-0271,consist,gene-03523
disease-0271,consist,small_molecule-10745
disease-0271,consist,small_molecule-12843
disease-0271,contain,disease-0270
disease-0271,contain,disease-4258
disease-0271,contain,drug-00098
disease-0271,contain,drug-00514
disease-0271,contain,drug-01326
disease-0271,contain,gene-00267
disease-0271,contain,gene-00270
disease-0271,contain,gene-00554
disease-0271,contain,gene-00757
disease-0271,contain,gene-01222
disease-0271,contain,gene-01565
disease-0271,contain,gene-02032
disease-0271,contain,gene-02400
disease-0271,contain,gene-03118
disease-0271,contain,gene-03297
disease-0271,contain,gene-04175
disease-0271,contain,gene-04277
disease-0271,contain,gene-04536
disease-0271,contain,gene-05633
disease-0271,contain,gene-05736
disease-0271,contain,gene-07870
disease-0271,contain,gene-09705
disease-0271,contain,gene-13487
disease-0271,contain,hpo-12713
disease-0271,contain,hpo-13043
disease-0271,contain,hpo-13334
disease-0271,contain,hpo-13648
disease-0271,contain,small_molecule-02461
disease-0271,contain,small_molecule-10303
disease-0271,contain,small_molecule-16674
disease-0271,contain,small_molecule-21249
disease-0271,contain,small_molecule-40640
disease-0271,control,disease-1978
disease-0271,control,drug-01326
disease-0271,control,gene-00727
disease-0271,control,gene-02962
disease-0271,control,gene-03411
disease-0271,control,gene-05767
disease-0271,control,gene-13417
disease-0271,control,gene-16304
disease-0271,control,hpo-09564
disease-0271,control,hpo-12994
disease-0271,control,hpo-13043
disease-0271,control,small_molecule-06845
disease-0271,control,small_molecule-11323
disease-0271,demonstr,disease-1015
disease-0271,demonstr,drug-00002
disease-0271,demonstr,drug-01253
disease-0271,demonstr,drug-08271
disease-0271,demonstr,drug-10571
disease-0271,demonstr,gene-00554
disease-0271,demonstr,gene-01662
disease-0271,demonstr,gene-02677
disease-0271,demonstr,gene-02818
disease-0271,demonstr,gene-02872
disease-0271,demonstr,gene-02921
disease-0271,demonstr,gene-03451
disease-0271,demonstr,gene-04559
disease-0271,demonstr,gene-05736
disease-0271,demonstr,gene-06786
disease-0271,demonstr,gene-06893
disease-0271,demonstr,gene-06902
