H,R,T
disease-0209,show,gene-02917
disease-0209,show,gene-02918
disease-0209,show,gene-10373
disease-0209,show,hpo-07292
disease-0209,show,hpo-13130
disease-0209,show,hpo-13236
disease-0209,stimul,gene-02918
disease-0209,treat,drug-00005
disease-0210,associate,hpo-13575
disease-0211,cause,hpo-12401
disease-0211,expression,disease-1472
disease-0270,reduce,gene-02896
disease-0291,expression,gene-00704
disease-0291,expression,gene-02889
disease-0291,expression,gene-08726
disease-0291,phosphorylation,gene-05399
disease-0291,reduce,small_molecule-33213
disease-0484,bind,gene-05319
disease-0484,bind,gene-05683
disease-0484,cause,hpo-08506
disease-0484,cause,hpo-12949
disease-0484,serve,gene-04080
disease-0484,serve,gene-04467
disease-0484,serve,gene-04468
disease-0484,serve,gene-05276
disease-0484,serve,protein-04369
disease-0484,serve,protein-05274
disease-0492,affect,disease-0159
disease-0492,affect,disease-2201
disease-0492,affect,gene-06816
disease-0492,affect,small_molecule-13720
disease-0492,associate,disease-0984
disease-0492,associate,disease-1472
disease-0492,associate,gene-03433
disease-0492,associate,gene-13579
disease-0492,associate,hpo-07292
disease-0492,cause,gene-02542
disease-0492,cause,hpo-08434
disease-0492,have,disease-0869
disease-0492,have,hpo-07292
disease-0492,identifi,gene-13579
disease-0492,observe,hpo-05245
disease-0492,patholog,disease-0984
disease-0492,patholog,disease-2201
disease-0492,patholog,gene-09296
disease-0492,produce,gene-02592
disease-0492,provid,disease-0159
disease-0492,risk,disease-0984
disease-0492,risk,disease-2201
disease-0564,affect,hpo-13631
disease-0564,feature,gene-13823
disease-0564,treat,disease-1472
disease-0645,cause,gene-02548
disease-0698,affect,gene-05046
disease-0698,affect,gene-08288
disease-0698,associate,disease-0209
disease-0698,associate,gene-05046
disease-0698,encode,gene-11059
disease-0698,evalu,small_molecule-11294
disease-0698,expression,gene-00790
disease-0698,expression,gene-10580
disease-0698,expression,gene-14408
disease-0698,expression,hpo-13593
disease-0698,expression,small_molecule-11587
disease-0698,increase,disease-0209
disease-0698,show,small_molecule-11294
disease-0698,stimul,hpo-07292
disease-0800,associate,hpo-04556
disease-0800,associate,hpo-07159
disease-0800,associate,hpo-07292
disease-0800,associate,hpo-07345
disease-0800,associate,hpo-12994
disease-0841,affect,disease-1472
disease-0869,contain,gene-02880
disease-0869,contain,gene-18709
disease-0878,enhance,gene-06684
disease-0878,regulate,gene-02883
disease-0878,regulate,gene-06684
disease-0880,increase,disease-0159
disease-0984,activate,gene-00789
disease-0984,activate,gene-04423
disease-0984,activate,gene-16948
disease-0984,affect,disease-1472
disease-0984,affect,gene-01467
disease-0984,affect,gene-05958
disease-0984,affect,small_molecule-06275
disease-0984,affect,small_molecule-13720
disease-0984,affect,small_molecule-18664
disease-0984,affect,small_molecule-19306
disease-0984,associate,disease-0159
disease-0984,associate,disease-1472
disease-0984,associate,disease-2201
disease-0984,associate,gene-00522
disease-0984,associate,gene-00789
disease-0984,associate,gene-02787
disease-0984,associate,gene-02963
disease-0984,associate,gene-03157
disease-0984,associate,gene-03512
disease-0984,associate,gene-03662
disease-0984,associate,gene-05886
disease-0984,associate,gene-06780
disease-0984,associate,gene-06930
disease-0984,associate,gene-09014
disease-0984,associate,gene-09962
disease-0984,associate,gene-15508
disease-0984,associate,gene-15643
disease-0984,associate,gene-16197
disease-0984,associate,gene-27754
disease-0984,associate,hpo-00142
disease-0984,associate,hpo-07162
disease-0984,associate,hpo-07292
disease-0984,associate,hpo-12401
disease-0984,associate,hpo-12994
disease-0984,associate,hpo-13450
disease-0984,associate,hpo-13452
disease-0984,associate,hpo-13528
disease-0984,associate,hpo-13543
disease-0984,associate,protein-05501
disease-0984,associate,small_molecule-06525
disease-0984,associate,small_molecule-12327
disease-0984,associate,small_molecule-35155
disease-0984,associate,small_molecule-35412
disease-0984,cause,disease-1472
disease-0984,cause,drug-13650
disease-0984,cause,gene-02980
disease-0984,cause,gene-24087
disease-0984,cause,hpo-07306
disease-0984,cause,hpo-12403
disease-0984,cause,hpo-12994
disease-0984,cause,hpo-13423
disease-0984,cause,small_molecule-01763
disease-0984,cause,small_molecule-11587
disease-0984,confer,disease-0159
disease-0984,conside,disease-0209
disease-0984,contain,gene-01243
disease-0984,contain,gene-04385
disease-0984,contain,gene-05657
disease-0984,contain,gene-06802
disease-0984,contain,gene-08441
disease-0984,contain,gene-09724
disease-0984,control,hpo-12650
disease-0984,develop,hpo-06979
disease-0984,develop,hpo-09938
disease-0984,evalu,gene-02787
disease-0984,exist,hpo-07306
disease-0984,expression,disease-1472
disease-0984,expression,gene-00790
disease-0984,expression,gene-00956
disease-0984,expression,gene-01467
disease-0984,expression,gene-02784
disease-0984,expression,gene-02785
disease-0984,expression,gene-08286
disease-0984,expression,gene-16948
disease-0984,expression,gene-34043
disease-0984,expression,small_molecule-35419
disease-0984,expression,small_molecule-35496
disease-0984,feature,disease-1472
disease-0984,feature,hpo-07292
disease-0984,feature,hpo-12401
disease-0984,feature,hpo-13631
disease-0984,feature,small_molecule-08654
disease-0984,focus,gene-03354
disease-0984,found,hpo-12402
disease-0984,gene,gene-00360
disease-0984,gene,gene-07163
disease-0984,gene,small_molecule-08347
disease-0984,gene,small_molecule-34508
disease-0984,gene,small_molecule-35419
disease-0984,identifi,gene-02528
disease-0984,identifi,gene-04039
disease-0984,identifi,gene-05712
disease-0984,identifi,small_molecule-35419
disease-0984,increase,disease-6130
disease-0984,increase,gene-01467
disease-0984,increase,gene-02787
disease-0984,increase,gene-09524
disease-0984,increase,small_molecule-06873
disease-0984,inhibit,gene-04423
disease-0984,interact,gene-06930
disease-0984,marker,drug-00864
disease-0984,observe,gene-05708
disease-0984,observe,gene-11274
disease-0984,patholog,gene-05766
disease-0984,patholog,hpo-07292
disease-0984,produce,gene-02787
disease-0984,production,gene-02787
disease-0984,production,gene-02879
disease-0984,production,small_molecule-03891
disease-0984,protect,hpo-04517
disease-0984,reduce,gene-00587
disease-0984,regulate,drug-13618
disease-0984,regulate,gene-05397
disease-0984,risk,disease-1472
disease-0984,risk,gene-00360
disease-0984,risk,gene-27754
disease-0984,show,disease-0159
disease-0984,show,gene-00587
disease-0984,show,gene-00789
disease-0984,show,gene-02787
disease-0984,show,gene-03024
disease-0984,show,gene-12084
disease-0984,show,hpo-03214
disease-0984,show,hpo-07292
disease-0984,show,small_molecule-03617
disease-0984,show,small_molecule-06207
disease-0984,treat,drug-00342
disease-0984,treat,drug-00596
disease-0984,treat,gene-05750
disease-0984,treat,hpo-07292
disease-0984,treat,small_molecule-04124
disease-1114,produce,gene-02592
disease-1188,stimul,gene-02889
disease-1193,associate,gene-05708
disease-1193,increase,small_molecule-11294
disease-1223,associate,gene-02567
disease-1223,associate,small_molecule-03459
disease-1223,cause,hpo-12572
disease-1223,expression,drug-00037
disease-1223,feature,hpo-13631
disease-1223,generate,drug-04111
disease-1223,stimul,small_molecule-02042
disease-1223,treat,small_molecule-19312
disease-1280,bind,small_molecule-11591
disease-1280,change,disease-1472
disease-1280,expression,disease-1472
disease-1280,feature,disease-1472
disease-1280,provid,hpo-07292
disease-1280,risk,hpo-07292
disease-1334,reduce,hpo-13631
disease-1341,differenti,small_molecule-12327
disease-1360,feature,hpo-00281
disease-1360,feature,hpo-03214
disease-1360,feature,hpo-04382
disease-1360,feature,hpo-07113
disease-1382,associate,small_molecule-09325
disease-1382,associate,small_molecule-35419
disease-1382,marker,hpo-13290
disease-1432,cause,disease-1472
disease-1432,develop,disease-2005
disease-1432,develop,hpo-13129
disease-1468,marker,disease-1472
disease-1468,reduce,gene-24123
disease-1472,abolish,gene-00485
disease-1472,act,drug-05245
disease-1472,act,gene-03821
disease-1472,act,gene-27622
disease-1472,act,small_molecule-12439
disease-1472,activate,drug-00047
disease-1472,activate,drug-01326
disease-1472,activate,gene-01123
disease-1472,activate,gene-01163
disease-1472,activate,gene-01674
disease-1472,activate,gene-02787
disease-1472,activate,gene-02910
disease-1472,activate,gene-03770
disease-1472,activate,gene-04423
disease-1472,activate,gene-04438
disease-1472,activate,gene-04669
disease-1472,activate,gene-05399
disease-1472,activate,gene-05708
disease-1472,activate,gene-08176
disease-1472,activate,gene-24151
disease-1472,activate,gene-24156
disease-1472,activate,small_molecule-02910
disease-1472,activate,small_molecule-03401
disease-1472,activate,small_molecule-09634
disease-1472,affect,disease-0492
disease-1472,affect,drug-00005
disease-1472,affect,drug-00885
disease-1472,affect,drug-01081
disease-1472,affect,drug-09798
disease-1472,affect,drug-10882
disease-1472,affect,gene-00701
disease-1472,affect,gene-00771
disease-1472,affect,gene-01315
disease-1472,affect,gene-01450
disease-1472,affect,gene-02529
disease-1472,affect,gene-02545
disease-1472,affect,gene-02548
disease-1472,affect,gene-02878
disease-1472,affect,gene-02879
disease-1472,affect,gene-02885
disease-1472,affect,gene-03356
disease-1472,affect,gene-03770
disease-1472,affect,gene-04477
disease-1472,affect,gene-05031
disease-1472,affect,gene-05088
disease-1472,affect,gene-05399
disease-1472,affect,gene-05630
disease-1472,affect,gene-05708
disease-1472,affect,gene-05736
disease-1472,affect,gene-07573
disease-1472,affect,gene-09736
disease-1472,affect,gene-10356
disease-1472,affect,gene-15217
disease-1472,affect,gene-20113
disease-1472,affect,gene-22233
disease-1472,affect,gene-24127
disease-1472,affect,gene-24183
disease-1472,affect,gene-26827
disease-1472,affect,hpo-12318
disease-1472,affect,hpo-12335
disease-1472,affect,hpo-12857
disease-1472,affect,hpo-13441
disease-1472,affect,hpo-13631
disease-1472,affect,small_molecule-06162
disease-1472,affect,small_molecule-07249
disease-1472,affect,small_molecule-11294
disease-1472,affect,small_molecule-11587
disease-1472,affect,small_molecule-12747
disease-1472,affect,small_molecule-18664
disease-1472,affect,small_molecule-26053
disease-1472,affect,small_molecule-34508
disease-1472,affect,small_molecule-45268
disease-1472,analyz,disease-0984
disease-1472,analyz,gene-01773
disease-1472,analyz,gene-02530
disease-1472,analyz,gene-02917
disease-1472,analyz,gene-05708
disease-1472,analyz,gene-13927
disease-1472,analyz,gene-18709
disease-1472,analyz,gene-35045
disease-1472,analyz,small_molecule-01615
disease-1472,associate,disease-0159
disease-1472,associate,disease-0209
disease-1472,associate,disease-0484
disease-1472,associate,disease-0492
disease-1472,associate,disease-1280
disease-1472,associate,disease-1503
disease-1472,associate,disease-1952
disease-1472,associate,disease-2201
disease-1472,associate,disease-4654
disease-1472,associate,drug-00005
disease-1472,associate,drug-00050
disease-1472,associate,drug-00063
disease-1472,associate,drug-00071
disease-1472,associate,drug-00551
disease-1472,associate,drug-00612
disease-1472,associate,drug-00885
disease-1472,associate,drug-01326
disease-1472,associate,drug-02236
disease-1472,associate,drug-04973
disease-1472,associate,drug-05701
disease-1472,associate,drug-12015
disease-1472,associate,drug-12067
disease-1472,associate,gene-00120
disease-1472,associate,gene-00166
disease-1472,associate,gene-00215
disease-1472,associate,gene-00284
disease-1472,associate,gene-00350
disease-1472,associate,gene-00510
disease-1472,associate,gene-00522
disease-1472,associate,gene-00589
disease-1472,associate,gene-00690
disease-1472,associate,gene-00747
disease-1472,associate,gene-00752
disease-1472,associate,gene-00753
disease-1472,associate,gene-00761
disease-1472,associate,gene-00771
disease-1472,associate,gene-00789
disease-1472,associate,gene-00846
disease-1472,associate,gene-01004
disease-1472,associate,gene-01005
disease-1472,associate,gene-01138
disease-1472,associate,gene-01155
disease-1472,associate,gene-01163
disease-1472,associate,gene-01217
disease-1472,associate,gene-01457
disease-1472,associate,gene-01568
disease-1472,associate,gene-01681
disease-1472,associate,gene-01691
disease-1472,associate,gene-01775
disease-1472,associate,gene-01776
disease-1472,associate,gene-01859
disease-1472,associate,gene-02336
disease-1472,associate,gene-02390
disease-1472,associate,gene-02397
disease-1472,associate,gene-02529
disease-1472,associate,gene-02530
disease-1472,associate,gene-02531
disease-1472,associate,gene-02537
disease-1472,associate,gene-02545
disease-1472,associate,gene-02548
disease-1472,associate,gene-02787
disease-1472,associate,gene-02876
disease-1472,associate,gene-02878
disease-1472,associate,gene-02880
disease-1472,associate,gene-02881
disease-1472,associate,gene-02889
disease-1472,associate,gene-02897
disease-1472,associate,gene-02900
disease-1472,associate,gene-02917
disease-1472,associate,gene-02955
disease-1472,associate,gene-02961
disease-1472,associate,gene-02963
disease-1472,associate,gene-03016
disease-1472,associate,gene-03157
disease-1472,associate,gene-03390
disease-1472,associate,gene-03433
disease-1472,associate,gene-03442
disease-1472,associate,gene-03469
disease-1472,associate,gene-03548
disease-1472,associate,gene-03631
disease-1472,associate,gene-03787
disease-1472,associate,gene-03823
disease-1472,associate,gene-04024
disease-1472,associate,gene-04039
disease-1472,associate,gene-04123
disease-1472,associate,gene-04133
disease-1472,associate,gene-04295
disease-1472,associate,gene-04417
disease-1472,associate,gene-04428
disease-1472,associate,gene-04477
disease-1472,associate,gene-04571
disease-1472,associate,gene-04583
disease-1472,associate,gene-05055
disease-1472,associate,gene-05204
disease-1472,associate,gene-05229
disease-1472,associate,gene-05230
disease-1472,associate,gene-05287
disease-1472,associate,gene-05319
disease-1472,associate,gene-05327
disease-1472,associate,gene-05397
disease-1472,associate,gene-05400
disease-1472,associate,gene-05661
disease-1472,associate,gene-05681
disease-1472,associate,gene-05683
disease-1472,associate,gene-05708
disease-1472,associate,gene-05713
disease-1472,associate,gene-05736
disease-1472,associate,gene-05958
disease-1472,associate,gene-05972
disease-1472,associate,gene-06005
disease-1472,associate,gene-06046
disease-1472,associate,gene-06526
disease-1472,associate,gene-06561
disease-1472,associate,gene-06842
disease-1472,associate,gene-06852
disease-1472,associate,gene-06930
disease-1472,associate,gene-07779
disease-1472,associate,gene-07823
disease-1472,associate,gene-07921
disease-1472,associate,gene-08378
disease-1472,associate,gene-08385
disease-1472,associate,gene-08864
disease-1472,associate,gene-09524
disease-1472,associate,gene-09962
disease-1472,associate,gene-10373
disease-1472,associate,gene-11125
disease-1472,associate,gene-11695
disease-1472,associate,gene-11842
disease-1472,associate,gene-11921
disease-1472,associate,gene-13806
disease-1472,associate,gene-15217
disease-1472,associate,gene-15508
disease-1472,associate,gene-16197
disease-1472,associate,gene-17059
disease-1472,associate,gene-17161
disease-1472,associate,gene-18709
disease-1472,associate,gene-19088
disease-1472,associate,gene-21202
disease-1472,associate,gene-22052
disease-1472,associate,gene-22485
disease-1472,associate,gene-27622
disease-1472,associate,gene-27754
disease-1472,associate,hpo-03244
disease-1472,associate,hpo-04151
disease-1472,associate,hpo-04260
disease-1472,associate,hpo-04970
disease-1472,associate,hpo-05245
disease-1472,associate,hpo-06573
disease-1472,associate,hpo-07292
disease-1472,associate,hpo-07323
disease-1472,associate,hpo-07947
disease-1472,associate,hpo-08335
disease-1472,associate,hpo-12248
disease-1472,associate,hpo-12402
disease-1472,associate,hpo-12403
disease-1472,associate,hpo-12424
disease-1472,associate,hpo-12479
disease-1472,associate,hpo-12640
disease-1472,associate,hpo-12857
disease-1472,associate,hpo-12994
disease-1472,associate,hpo-13075
disease-1472,associate,hpo-13102
disease-1472,associate,hpo-13223
disease-1472,associate,hpo-13391
disease-1472,associate,hpo-13465
disease-1472,associate,hpo-13520
disease-1472,associate,hpo-13528
disease-1472,associate,hpo-13543
disease-1472,associate,hpo-13593
disease-1472,associate,hpo-13610
disease-1472,associate,hpo-13626
disease-1472,associate,hpo-13631
disease-1472,associate,hpo-13632
disease-1472,associate,hpo-13647
disease-1472,associate,hpo-13648
disease-1472,associate,protein-03062
disease-1472,associate,protein-03078
disease-1472,associate,protein-03190
disease-1472,associate,protein-19658
disease-1472,associate,small_molecule-00451
disease-1472,associate,small_molecule-01671
disease-1472,associate,small_molecule-02455
disease-1472,associate,small_molecule-03046
disease-1472,associate,small_molecule-03166
disease-1472,associate,small_molecule-03617
disease-1472,associate,small_molecule-06162
disease-1472,associate,small_molecule-06845
disease-1472,associate,small_molecule-06888
disease-1472,associate,small_molecule-08347
disease-1472,associate,small_molecule-08555
disease-1472,associate,small_molecule-09875
disease-1472,associate,small_molecule-10499
disease-1472,associate,small_molecule-11275
disease-1472,associate,small_molecule-11294
disease-1472,associate,small_molecule-11589
disease-1472,associate,small_molecule-12327
disease-1472,associate,small_molecule-12747
disease-1472,associate,small_molecule-12843
disease-1472,associate,small_molecule-14272
disease-1472,associate,small_molecule-15376
disease-1472,associate,small_molecule-16340
disease-1472,associate,small_molecule-18424
disease-1472,associate,small_molecule-19902
disease-1472,associate,small_molecule-20004
disease-1472,associate,small_molecule-22178
disease-1472,associate,small_molecule-26053
disease-1472,associate,small_molecule-34508
disease-1472,associate,small_molecule-35284
disease-1472,associate,small_molecule-35444
disease-1472,associate,small_molecule-36253
disease-1472,associate,small_molecule-36299
disease-1472,associate,small_molecule-36355
disease-1472,associate,small_molecule-51485
disease-1472,associate,small_molecule-51879
disease-1472,bind,disease-0484
disease-1472,bind,disease-0984
disease-1472,bind,gene-00387
disease-1472,bind,gene-02545
disease-1472,bind,gene-02938
disease-1472,bind,gene-03770
disease-1472,bind,gene-05708
disease-1472,bind,gene-06255
disease-1472,bind,gene-06872
disease-1472,bind,small_molecule-35374
disease-1472,cause,drug-00551
disease-1472,cause,drug-01617
disease-1472,cause,drug-03146
disease-1472,cause,drug-04821
disease-1472,cause,drug-05071
disease-1472,cause,drug-12015
disease-1472,cause,gene-00113
disease-1472,cause,gene-00166
disease-1472,cause,gene-00790
disease-1472,cause,gene-01717
disease-1472,cause,gene-01776
disease-1472,cause,gene-01858
disease-1472,cause,gene-01890
disease-1472,cause,gene-02212
disease-1472,cause,gene-02530
disease-1472,cause,gene-02787
disease-1472,cause,gene-02875
disease-1472,cause,gene-02889
disease-1472,cause,gene-02895
disease-1472,cause,gene-02917
disease-1472,cause,gene-02980
disease-1472,cause,gene-03296
disease-1472,cause,gene-03467
disease-1472,cause,gene-03476
disease-1472,cause,gene-03885
disease-1472,cause,gene-04428
disease-1472,cause,gene-04477
disease-1472,cause,gene-04551
disease-1472,cause,gene-05285
disease-1472,cause,gene-05397
disease-1472,cause,gene-05557
disease-1472,cause,gene-05627
disease-1472,cause,gene-05644
disease-1472,cause,gene-05708
disease-1472,cause,gene-05714
disease-1472,cause,gene-05715
disease-1472,cause,gene-05736
disease-1472,cause,gene-05761
disease-1472,cause,gene-05958
disease-1472,cause,gene-05999
disease-1472,cause,gene-06819
disease-1472,cause,gene-06820
disease-1472,cause,gene-08162
disease-1472,cause,gene-09524
disease-1472,cause,gene-09962
disease-1472,cause,gene-11059
disease-1472,cause,gene-11125
disease-1472,cause,gene-11299
disease-1472,cause,gene-11361
disease-1472,cause,gene-12105
disease-1472,cause,gene-21492
disease-1472,cause,gene-34309
disease-1472,cause,hpo-05245
disease-1472,cause,hpo-07292
disease-1472,cause,hpo-07326
disease-1472,cause,hpo-08506
disease-1472,cause,hpo-09564
disease-1472,cause,hpo-09624
disease-1472,cause,hpo-12403
disease-1472,cause,hpo-12424
disease-1472,cause,hpo-12650
disease-1472,cause,hpo-12994
disease-1472,cause,hpo-13316
disease-1472,cause,hpo-13631
disease-1472,cause,protein-03078
disease-1472,cause,protein-03998
disease-1472,cause,small_molecule-02455
disease-1472,cause,small_molecule-03401
disease-1472,cause,small_molecule-04734
disease-1472,cause,small_molecule-06845
disease-1472,cause,small_molecule-11304
disease-1472,cause,small_molecule-12767
disease-1472,cause,small_molecule-21869
disease-1472,cause,small_molecule-22566
disease-1472,cause,small_molecule-26053
disease-1472,cause,small_molecule-34493
disease-1472,change,drug-01049
disease-1472,change,gene-00803
disease-1472,change,gene-00834
disease-1472,change,gene-01138
disease-1472,change,gene-02848
disease-1472,change,gene-05557
disease-1472,change,gene-05708
disease-1472,change,gene-05958
disease-1472,change,gene-05966
disease-1472,change,gene-06684
disease-1472,change,gene-34309
disease-1472,change,hpo-09419
disease-1472,change,hpo-10098
disease-1472,change,hpo-12572
disease-1472,change,protein-05501
disease-1472,change,small_molecule-04466
disease-1472,change,small_molecule-12747
disease-1472,change,small_molecule-18662
disease-1472,confer,disease-0159
disease-1472,confer,gene-00387
disease-1472,confer,gene-01457
disease-1472,confer,gene-02529
disease-1472,confer,gene-02530
disease-1472,confer,gene-02545
disease-1472,confer,gene-02548
disease-1472,confer,gene-03438
disease-1472,confer,gene-05299
disease-1472,confer,gene-05728
disease-1472,confer,gene-19413
disease-1472,confer,hpo-07292
disease-1472,confer,hpo-13528
disease-1472,confer,hpo-13631
disease-1472,conside,hpo-07292
disease-1472,consist,disease-0984
disease-1472,consist,gene-02889
disease-1472,consist,gene-08346
disease-1472,consist,small_molecule-18664
disease-1472,contain,disease-0984
disease-1472,contain,gene-00166
disease-1472,contain,gene-00695
disease-1472,contain,gene-01243
disease-1472,contain,gene-01457
disease-1472,contain,gene-01594
disease-1472,contain,gene-02513
disease-1472,contain,gene-02548
disease-1472,contain,gene-02878
disease-1472,contain,gene-05708
disease-1472,contain,gene-05736
disease-1472,contain,gene-06802
disease-1472,contain,hpo-12403
disease-1472,contain,protein-08113
disease-1472,contain,small_molecule-04941
disease-1472,contain,small_molecule-06401
disease-1472,contain,small_molecule-26886
disease-1472,contain,small_molecule-35233
disease-1472,control,disease-0159
disease-1472,control,drug-00063
disease-1472,control,gene-01890
disease-1472,control,gene-02548
disease-1472,control,gene-05708
disease-1472,control,gene-06842
disease-1472,control,hpo-12650
disease-1472,control,hpo-13631
disease-1472,control,small_molecule-12747
disease-1472,demonstr,disease-0984
disease-1472,demonstr,drug-10882
disease-1472,demonstr,gene-06684
disease-1472,demonstr,gene-07670
disease-1472,demonstr,gene-34043
