H,R,T
disease-0751,increase,disease-1654
disease-0751,increase,gene-00309
disease-0751,increase,hpo-13528
disease-0751,increase,hpo-13562
disease-0751,risk,disease-0270
disease-0751,risk,gene-00309
disease-0751,risk,hpo-13219
disease-0751,risk,hpo-13528
disease-0751,risk,small_molecule-18664
disease-0751,use,hpo-12249
disease-0751,use,hpo-13562
disease-0821,show,hpo-07169
disease-0821,show,hpo-13648
disease-1032,show,hpo-13094
disease-1032,show,hpo-13244
disease-1032,show,hpo-13323
disease-1366,feature,small_molecule-06725
disease-1382,increase,disease-0272
disease-1382,initi,gene-05932
disease-1382,initi,hpo-13319
disease-1577,increase,hpo-13352
disease-1577,increase,hpo-13610
disease-1577,risk,hpo-05245
disease-1577,risk,hpo-06472
disease-1632,response,small_molecule-12327
disease-1765,associate,hpo-13323
disease-1765,associate,hpo-13648
disease-1765,show,hpo-06474
disease-1866,affect,hpo-04723
disease-1866,affect,hpo-13340
disease-1866,bind,hpo-13322
disease-1947,reduce,small_molecule-29722
disease-2005,cause,drug-00503
disease-2005,produce,protein-03646
disease-2005,show,hpo-12684
disease-2005,show,hpo-13323
disease-2142,cause,hpo-01888
disease-2160,associate,disease-0271
disease-2160,risk,disease-0271
disease-2208,associate,hpo-05253
disease-2583,treat,drug-07188
disease-2691,associate,hpo-04607
disease-2691,contain,hpo-13325
disease-2691,show,hpo-13325
disease-2920,cause,hpo-13631
disease-2931,abolish,hpo-12640
disease-2931,abolish,hpo-13494
disease-2931,associate,gene-01826
disease-2931,associate,gene-11938
disease-2931,cause,hpo-13094
disease-2931,cause,hpo-13202
disease-2931,enhance,small_molecule-50267
disease-2931,expression,gene-08287
disease-2931,occur,small_molecule-35683
disease-2931,produce,small_molecule-52995
disease-2931,risk,disease-0271
disease-2931,risk,hpo-06503
disease-2931,show,hpo-13202
disease-2931,show,hpo-13494
disease-3258,develop,small_molecule-46640
disease-3310,depend,hpo-13322
disease-3310,risk,hpo-04708
disease-3465,cause,hpo-03549
disease-3901,prevent,small_molecule-21747
disease-4192,cause,hpo-04708
disease-4258,affect,hpo-05253
disease-4258,associate,disease-5680
disease-4258,associate,hpo-03420
disease-4258,associate,hpo-04711
disease-4258,associate,hpo-10125
disease-4258,associate,hpo-12644
disease-4258,associate,hpo-12650
disease-4258,associate,hpo-12941
disease-4258,associate,hpo-12952
disease-4258,associate,hpo-13074
disease-4258,associate,hpo-13075
disease-4258,associate,protein-03078
disease-4258,detect,hpo-12640
disease-4258,enhance,hpo-05253
disease-4258,evalu,small_molecule-53504
disease-4258,feature,disease-2794
disease-4258,feature,hpo-00350
disease-4258,feature,hpo-12631
disease-4258,focus,hpo-13401
disease-4258,focus,protein-03357
disease-4258,focus,protein-05501
disease-4258,particip,hpo-13648
disease-4258,risk,disease-0272
disease-4258,risk,disease-2794
disease-4258,risk,disease-2931
disease-4258,risk,hpo-00355
disease-4258,risk,hpo-00365
disease-4258,risk,hpo-00366
disease-4258,risk,hpo-05188
disease-4258,risk,hpo-05246
disease-4258,risk,hpo-06472
disease-4258,risk,hpo-06503
disease-4258,risk,hpo-12684
disease-4321,detect,gene-03384
disease-4421,associate,hpo-04708
disease-4536,show,hpo-13323
disease-4771,cause,small_molecule-07246
disease-4897,show,hpo-05253
disease-4897,treat,small_molecule-10228
disease-4971,associate,hpo-13458
disease-4971,show,hpo-13458
disease-5300,increase,drug-00980
disease-5300,increase,small_molecule-00803
disease-5300,increase,small_molecule-19153
disease-6388,conside,hpo-07169
disease-6388,conside,hpo-13494
disease-6645,risk,disease-0271
disease-6645,risk,hpo-04703
disease-6731,associate,disease-0271
disease-6731,associate,disease-0272
disease-6731,associate,disease-2931
disease-6731,associate,gene-01763
disease-6731,associate,hpo-04556
disease-6731,associate,hpo-04708
disease-6731,associate,hpo-13340
disease-6731,cause,hpo-04345
disease-6731,cause,hpo-13129
disease-6731,cause,hpo-13462
disease-6731,cause,small_molecule-51899
disease-6731,change,hpo-13326
disease-6731,confer,hpo-04708
disease-6731,confer,hpo-13340
disease-6731,contain,hpo-04541
disease-6731,contain,hpo-04626
disease-6731,contain,hpo-12544
disease-6731,contain,hpo-13079
disease-6731,contain,hpo-13322
disease-6731,contain,hpo-13324
disease-6731,contain,hpo-13340
disease-6731,contain,hpo-13510
disease-6731,detect,hpo-04345
disease-6731,develop,hpo-04345
disease-6731,differenti,hpo-13324
disease-6731,feature,hpo-13129
disease-6731,feature,hpo-13254
disease-6731,feature,hpo-13326
disease-6731,have,hpo-04712
disease-6731,observe,hpo-04556
disease-6731,produce,hpo-13631
disease-6731,risk,gene-00868
disease-6731,risk,gene-25315
disease-6731,risk,hpo-04706
disease-6731,risk,hpo-04708
disease-6731,risk,hpo-13340
disease-6731,treat,drug-01522
disease-7173,identifi,hpo-12705
disease-7173,improve,hpo-12705
disease-7173,improve,hpo-13340
disease-7173,observe,hpo-13340
disease-7964,risk,hpo-04706
disease-7964,risk,hpo-13426
disease-8865,associate,small_molecule-03598
disease-8865,cause,hpo-06472
disease-8865,cause,hpo-13322
disease-8865,develop,hpo-02713
disease-8865,develop,hpo-04345
disease-8865,develop,hpo-04723
disease-8865,evalu,hpo-04386
disease-8865,increase,gene-02889
disease-8865,increase,hpo-13322
disease-8865,increase,hpo-13340
disease-8865,increase,small_molecule-12347
disease-8865,risk,hpo-04708
disease-8865,risk,hpo-12952
disease-8865,show,hpo-13254
drug-00002,treat,hpo-04706
drug-00050,reduce,drug-05346
drug-00061,associate,small_molecule-36299
drug-00061,identifi,disease-0272
drug-00061,identifi,gene-25315
drug-00061,identifi,hpo-07332
drug-00061,provid,hpo-07332
drug-00069,risk,hpo-04706
drug-00069,risk,hpo-13322
drug-00070,affect,hpo-04708
drug-00070,demonstr,hpo-05253
drug-00078,reduce,hpo-13529
drug-00093,produce,hpo-13648
drug-00097,associate,hpo-13322
drug-00097,control,hpo-08911
drug-00097,demonstr,hpo-13036
drug-00097,develop,hpo-09452
drug-00097,develop,hpo-13322
drug-00097,evalu,hpo-13529
drug-00097,inhibit,hpo-04708
drug-00097,reduce,disease-0270
drug-00097,treat,gene-04587
drug-00097,treat,hpo-13529
drug-00141,associate,disease-0272
drug-00142,associate,disease-0272
drug-00160,gene,hpo-13322
drug-00174,detect,hpo-05198
drug-00174,exist,hpo-05198
drug-00174,expression,disease-1027
drug-00174,stimul,hpo-05198
drug-00284,studi,hpo-05253
drug-00296,bind,hpo-04720
drug-00296,treat,disease-0271
drug-00308,demonstr,hpo-05253
drug-00321,affect,hpo-04708
drug-00321,enhance,hpo-04708
drug-00321,identifi,hpo-13648
drug-00321,increase,small_molecule-52726
drug-00321,inhibit,hpo-04708
drug-00321,inhibit,hpo-13648
drug-00321,prevent,hpo-13322
drug-00321,prevent,hpo-13323
drug-00321,prevent,hpo-13647
drug-00321,reduce,hpo-06456
drug-00321,reduce,hpo-13074
drug-00321,reduce,hpo-13322
drug-00321,reduce,small_molecule-12697
drug-00321,show,hpo-13648
drug-00321,use,hpo-02723
drug-00321,use,hpo-13074
drug-00386,contain,hpo-13626
drug-00386,reduce,hpo-06472
drug-00388,activate,hpo-13340
drug-00388,activate,hpo-13648
drug-00388,associate,gene-25315
drug-00388,improve,disease-0272
drug-00388,improve,gene-25315
drug-00388,treat,disease-0272
drug-00393,affect,hpo-12561
drug-00393,prevent,hpo-04723
drug-00421,focus,hpo-13322
drug-00431,activate,disease-2931
drug-00431,activate,hpo-05253
drug-00431,affect,hpo-04708
drug-00431,bind,hpo-13648
drug-00431,cause,hpo-04706
drug-00431,cause,hpo-06788
drug-00431,cause,hpo-13303
drug-00431,demonstr,hpo-04706
drug-00431,demonstr,hpo-09983
drug-00431,demonstr,hpo-13648
drug-00431,develop,hpo-04708
drug-00431,develop,hpo-13003
drug-00431,develop,hpo-13217
drug-00431,develop,hpo-13303
drug-00431,enhance,hpo-05253
drug-00431,evalu,gene-00563
drug-00431,increase,hpo-13581
drug-00431,inhibit,hpo-05253
drug-00431,provid,hpo-04706
drug-00431,provid,hpo-04708
drug-00431,studi,hpo-12706
drug-00431,treat,hpo-04706
drug-00431,treat,hpo-04708
drug-00431,treat,hpo-05253
drug-00431,treat,hpo-12705
drug-00431,use,hpo-04708
drug-00435,treat,disease-0272
drug-00435,treat,hpo-12705
drug-00449,protect,hpo-00342
drug-00472,affect,hpo-04708
drug-00472,cause,hpo-03856
drug-00472,cause,hpo-13310
drug-00472,inhibit,hpo-13648
drug-00472,treat,hpo-03856
drug-00500,change,hpo-07125
drug-00500,occur,hpo-05195
drug-00502,feature,hpo-01261
drug-00502,feature,hpo-07160
drug-00503,consist,hpo-13040
drug-00503,detect,hpo-04708
drug-00503,detect,hpo-13648
drug-00503,evalu,gene-00563
drug-00503,inhibit,hpo-05253
drug-00503,inhibit,hpo-13648
drug-00503,inhibit,small_molecule-52726
drug-00503,observe,hpo-05253
drug-00503,treat,hpo-04706
drug-00503,treat,hpo-05253
drug-00503,treat,hpo-12705
drug-00514,associate,hpo-07332
drug-00514,bind,hpo-04706
drug-00518,show,hpo-13340
drug-00532,observe,hpo-05253
drug-00532,treat,hpo-04708
drug-00624,inhibit,hpo-04722
drug-00624,inhibit,hpo-09980
drug-00624,inhibit,hpo-12706
drug-00663,treat,disease-0270
drug-00749,expression,disease-0271
drug-00805,cause,hpo-04708
drug-00838,treat,disease-1032
drug-00840,cause,hpo-13217
drug-00840,cause,hpo-13447
drug-00885,associate,hpo-04708
drug-00885,develop,hpo-13323
drug-00885,reduce,hpo-12705
drug-00885,risk,hpo-04345
drug-00904,associate,hpo-13426
drug-00960,affect,hpo-13528
drug-00960,prevent,hpo-13528
drug-00960,reduce,hpo-13528
drug-00984,activate,hpo-04706
drug-00984,affect,hpo-04708
drug-01085,treat,hpo-05253
drug-01093,inhibit,hpo-13648
drug-01093,reduce,hpo-13648
drug-01196,change,hpo-07125
drug-01213,activate,hpo-05248
drug-01213,cause,small_molecule-53521
drug-01213,inhibit,disease-2931
drug-01213,inhibit,small_molecule-53521
drug-01213,reduce,hpo-13447
drug-01213,treat,gene-00563
drug-01213,treat,hpo-04706
drug-01213,use,hpo-13326
drug-01219,treat,hpo-12913
drug-01252,treat,hpo-06984
drug-01260,treat,hpo-12952
drug-01326,act,gene-05345
drug-01326,patholog,small_molecule-52726
drug-01326,show,hpo-13146
drug-01340,affect,hpo-03118
drug-01522,affect,hpo-13322
drug-01522,prevent,hpo-13322
drug-01522,prevent,hpo-13323
drug-01522,reduce,disease-6731
drug-01522,reduce,hpo-13340
drug-01522,reduce,hpo-13631
drug-01522,show,hpo-13322
drug-01522,show,hpo-13631
drug-01522,treat,hpo-13322
drug-01526,associate,hpo-13323
drug-01526,marker,hpo-06984
drug-01526,treat,hpo-06984
drug-01630,treat,hpo-04708
drug-02086,associate,small_molecule-12945
drug-02608,cause,disease-1251
drug-03032,observe,hpo-04708
drug-03064,associate,drug-00802
drug-03432,affect,disease-0271
drug-03867,cause,gene-03451
drug-03867,cause,gene-03522
drug-03867,develop,hpo-13648
drug-03867,develop,small_molecule-46640
drug-04006,cause,hpo-13322
drug-04006,protect,hpo-04386
drug-04111,associate,hpo-13388
drug-04111,expression,small_molecule-36362
drug-04123,increase,hpo-13340
drug-04295,associate,hpo-04706
drug-04295,associate,hpo-13322
drug-04311,observe,hpo-04708
drug-04370,demonstr,hpo-13631
drug-04612,observe,gene-01659
drug-04773,affect,hpo-05253
drug-04773,initi,hpo-13094
drug-04773,treat,hpo-07169
drug-04773,treat,hpo-13631
drug-05016,associate,hpo-04708
drug-05350,inhibit,hpo-03856
drug-05350,show,gene-00563
drug-05397,cause,hpo-05253
drug-05397,cause,hpo-09793
drug-05397,treat,hpo-04708
drug-05435,affect,hpo-04730
drug-05435,affect,hpo-05253
drug-05435,inhibit,hpo-04708
drug-05491,affect,hpo-04708
drug-05588,treat,hpo-04706
drug-05588,treat,hpo-04708
drug-05664,demonstr,hpo-13528
drug-06015,focus,hpo-13322
drug-06064,affect,hpo-06472
drug-06078,control,hpo-13529
drug-06094,reduce,hpo-13648
drug-06964,affect,hpo-04708
drug-06964,enhance,hpo-04708
drug-06964,enhance,small_molecule-52726
drug-06964,inhibit,hpo-05253
drug-08007,affect,disease-0271
drug-08007,cause,hpo-04729
drug-08007,enhance,hpo-13340
drug-08041,abolish,gene-02140
drug-08041,studi,hpo-04730
drug-08049,evalu,gene-00462
drug-08068,bind,hpo-04708
drug-08068,inhibit,hpo-04708
drug-08068,inhibit,hpo-05253
drug-08176,treat,hpo-05253
drug-08196,found,hpo-04720
drug-08210,treat,disease-0272
drug-08210,treat,hpo-05195
drug-08210,treat,small_molecule-21252
drug-08230,act,disease-0270
drug-08231,determin,hpo-05253
drug-08255,marker,hpo-05253
drug-08261,enhance,gene-03608
drug-08271,response,hpo-13322
drug-08277,detect,hpo-13648
drug-08277,differenti,hpo-13631
drug-08277,evalu,hpo-04706
drug-08277,evalu,hpo-04708
drug-08277,evalu,hpo-13340
drug-08277,focus,hpo-08098
drug-08277,identifi,hpo-10003
drug-08277,predict,gene-01763
drug-08277,produce,hpo-05253
drug-08277,provid,hpo-04708
drug-08277,show,hpo-13323
drug-08289,cause,hpo-12927
drug-08448,activate,hpo-04706
drug-08521,associate,hpo-04711
drug-08521,associate,hpo-13647
drug-08521,inhibit,hpo-05253
drug-08521,treat,disease-0272
drug-08555,found,hpo-05253
drug-08570,associate,hpo-12916
drug-08570,control,hpo-05245
drug-08570,control,hpo-13286
drug-08570,reduce,disease-0270
drug-08570,reduce,hpo-13322
drug-08942,associate,gene-00563
drug-08942,associate,hpo-04720
drug-08942,reduce,hpo-04720
drug-08942,risk,hpo-04720
drug-09358,associate,disease-0272
drug-09358,risk,gene-02935
drug-09798,associate,disease-4258
drug-09798,cause,hpo-03856
drug-09798,marker,disease-8865
drug-09798,reverse,hpo-13074
drug-09798,treat,hpo-04708
drug-09798,use,disease-0270
drug-09798,use,disease-0271
drug-09798,use,disease-1472
drug-09815,activate,gene-07855
drug-09868,treat,hpo-07370
drug-10327,treat,hpo-04706
drug-10400,associate,hpo-13648
drug-10400,expression,gene-05999
drug-10418,treat,hpo-13407
drug-10531,found,hpo-05253
drug-10829,cause,hpo-13322
drug-10829,cause,hpo-13326
drug-10955,inhibit,hpo-05253
drug-10962,studi,hpo-04708
drug-11114,affect,hpo-04708
drug-11114,cause,hpo-03856
drug-11114,inhibit,hpo-04708
drug-11114,inhibit,hpo-13310
drug-12024,associate,hpo-13322
drug-12048,conside,gene-03974
drug-12067,exist,gene-03118
drug-12067,expression,hpo-13340
drug-12067,inhibit,gene-05059
drug-12085,associate,hpo-13322
drug-12158,show,hpo-03634
drug-12238,risk,gene-00563
drug-12238,risk,hpo-04708
drug-12302,enhance,hpo-04708
drug-12302,enhance,hpo-07332
drug-12302,inhibit,hpo-03856
drug-12302,inhibit,hpo-04708
drug-12424,associate,hpo-13322
drug-12453,associate,hpo-13322
drug-12475,show,hpo-05246
drug-12475,show,hpo-13074
drug-12785,demonstr,hpo-05253
drug-12785,treat,hpo-06984
drug-12873,enhance,gene-01565
drug-13043,change,disease-0271
drug-13065,expression,hpo-13648
drug-13170,treat,hpo-08911
drug-13170,use,hpo-05195
drug-13587,studi,hpo-12684
gene-00005,affect,hpo-04708
gene-00005,associate,hpo-04708
gene-00005,regulate,hpo-13322
gene-00012,risk,hpo-00342
gene-00132,bind,gene-01326
gene-00150,associate,disease-0272
gene-00150,cause,hpo-04723
gene-00150,demonstr,hpo-05253
gene-00150,found,hpo-08119
gene-00150,marker,disease-0272
gene-00150,marker,hpo-05253
gene-00150,marker,hpo-13341
gene-00150,produce,gene-25315
gene-00150,produce,hpo-04730
gene-00150,produce,hpo-13448
gene-00150,show,hpo-13648
gene-00175,activate,gene-04174
gene-00175,activate,gene-04645
gene-00175,activate,hpo-04708
gene-00175,associate,gene-04645
gene-00175,associate,gene-05326
gene-00175,associate,protein-15542
gene-00175,cause,gene-06885
gene-00175,cause,hpo-04708
gene-00175,reduce,gene-02000
gene-00175,treat,hpo-04708
gene-00183,associate,hpo-13648
gene-00183,expression,hpo-13323
gene-00187,associate,gene-17067
gene-00187,associate,hpo-04708
gene-00187,expression,gene-02331
gene-00187,marker,hpo-04708
gene-00187,predict,gene-00348
gene-00187,predict,gene-00360
gene-00187,predict,gene-17067
gene-00210,show,gene-02935
gene-00244,expression,hpo-13669
gene-00244,expression,hpo-13676
gene-00254,reduce,small_molecule-06774
gene-00274,studi,gene-03214
gene-00275,cause,gene-00276
gene-00275,cause,gene-03770
gene-00275,enhance,gene-05708
gene-00275,inhibit,gene-06880
gene-00275,stimul,gene-05708
gene-00276,activate,gene-03770
gene-00276,cause,hpo-04708
gene-00278,expression,gene-07960
gene-00284,associate,hpo-04706
gene-00284,exist,hpo-13322
gene-00284,risk,hpo-13322
gene-00288,observe,gene-02518
gene-00298,act,gene-00299
gene-00298,act,hpo-05253
gene-00299,act,hpo-05253
gene-00301,associate,hpo-06984
gene-00301,associate,hpo-07639
gene-00301,associate,hpo-08119
gene-00301,associate,hpo-12671
gene-00303,associate,hpo-08119
gene-00305,associate,gene-03448
gene-00305,associate,hpo-13648
gene-00305,associate,small_molecule-52726
gene-00348,expression,gene-05046
gene-00348,expression,gene-38144
gene-00348,show,gene-05046
gene-00348,show,gene-38144
gene-00360,associate,hpo-13648
gene-00360,expression,drug-10400
gene-00360,expression,gene-03876
gene-00360,expression,gene-05046
gene-00360,expression,gene-05999
gene-00360,identifi,hpo-04708
gene-00360,show,gene-05046
gene-00360,show,gene-38144
gene-00421,associate,disease-0210
gene-00421,associate,gene-00360
gene-00421,associate,hpo-13648
gene-00421,expression,disease-0210
gene-00421,expression,gene-00360
gene-00421,expression,hpo-13648
gene-00459,associate,gene-08162
gene-00468,change,gene-00476
gene-00468,change,gene-00486
gene-00468,change,gene-09538
gene-00476,patholog,hpo-13340
gene-00485,associate,hpo-13648
gene-00485,cause,gene-00486
gene-00485,cause,protein-05566
gene-00485,expression,gene-00476
gene-00485,expression,hpo-05191
gene-00485,expression,protein-05689
gene-00485,increase,hpo-05191
gene-00485,observe,hpo-05191
gene-00485,observe,hpo-13666
gene-00485,regulate,gene-05306
gene-00486,associate,gene-05736
gene-00486,associate,hpo-04708
gene-00486,detect,gene-05736
gene-00486,expression,gene-04551
gene-00486,expression,gene-05958
gene-00486,expression,small_molecule-21723
gene-00486,expression,small_molecule-35414
gene-00486,found,hpo-13648
gene-00486,increase,gene-05736
gene-00486,increase,hpo-13340
gene-00486,patholog,hpo-13340
gene-00486,reduce,hpo-05191
gene-00486,show,small_molecule-21723
gene-00486,show,small_molecule-35414
gene-00510,expression,hpo-06600
gene-00510,expression,hpo-13323
gene-00530,show,hpo-06955
gene-00538,expression,hpo-06600
gene-00553,detect,gene-00555
gene-00553,mutate,drug-05491
gene-00553,mutate,hpo-04708
gene-00554,mutate,hpo-04706
gene-00554,predict,hpo-07332
gene-00555,associate,hpo-13669
gene-00560,activate,small_molecule-09875
gene-00560,associate,hpo-13648
gene-00560,expression,gene-03468
gene-00560,expression,hpo-13323
gene-00560,expression,hpo-13648
gene-00560,marker,small_molecule-09875
gene-00563,act,gene-14408
gene-00563,activate,gene-01659
gene-00563,affect,drug-00431
gene-00563,associate,hpo-13322
gene-00563,bind,hpo-05253
gene-00563,change,hpo-05253
gene-00563,contain,hpo-04708
gene-00563,develop,small_molecule-07517
gene-00563,differenti,hpo-09639
gene-00563,expression,gene-00865
gene-00563,expression,gene-02885
gene-00563,have,gene-05053
gene-00563,have,gene-05062
gene-00563,identifi,hpo-04720
gene-00563,increase,hpo-13340
gene-00563,increase,small_molecule-41622
gene-00563,regulate,gene-03368
gene-00563,show,hpo-13462
gene-00563,signal,gene-01565
gene-00563,studi,hpo-04708
gene-00563,studi,small_molecule-35121
gene-00563,treat,drug-00431
gene-00563,treat,drug-00503
gene-00563,treat,drug-08176
gene-00563,treat,drug-08521
gene-00563,treat,small_molecule-07517
gene-00563,treat,small_molecule-10103
gene-00579,expression,gene-01155
gene-00579,expression,gene-02718
gene-00579,provid,gene-01155
gene-00579,show,small_molecule-35056
gene-00586,found,gene-01155
gene-00586,found,gene-02718
gene-00598,increase,gene-02718
gene-00598,provid,gene-01155
gene-00627,associate,disease-0210
gene-00627,associate,drug-10400
gene-00627,associate,gene-00360
gene-00627,associate,gene-07960
gene-00627,associate,hpo-05253
gene-00627,associate,hpo-13648
gene-00627,expression,disease-0210
gene-00627,predict,disease-0210
gene-00627,predict,drug-10400
gene-00627,predict,gene-00360
gene-00651,show,disease-2005
gene-00675,associate,hpo-13323
gene-00675,increase,hpo-13323
gene-00722,abolish,gene-02140
gene-00722,affect,hpo-13035
gene-00722,focus,hpo-04287
gene-00722,risk,hpo-04706
gene-00722,risk,hpo-13426
gene-00722,studi,hpo-04730
gene-00723,associate,hpo-13322
gene-00723,associate,hpo-13648
gene-00723,expression,hpo-13648
gene-00723,gene,hpo-13322
gene-00723,increase,disease-0704
gene-00723,reduce,hpo-13322
gene-00723,regulate,hpo-04708
gene-00723,risk,hpo-04706
gene-00723,risk,hpo-04708
gene-00723,risk,hpo-13426
gene-00724,detect,disease-1027
gene-00724,detect,hpo-05198
gene-00724,expression,hpo-05253
gene-00729,detect,hpo-07332
gene-00729,identifi,hpo-12705
gene-00729,observe,disease-2931
gene-00753,associate,hpo-13648
gene-00757,reduce,gene-02889
gene-00791,associate,hpo-05253
gene-00791,differenti,hpo-13648
gene-00791,differenti,hpo-13666
gene-00791,expression,hpo-04708
gene-00791,expression,hpo-13648
gene-00794,patholog,hpo-00342
gene-00802,patholog,hpo-00342
gene-00803,identifi,disease-5391
gene-00803,identifi,hpo-04723
gene-00803,increase,gene-00790
gene-00807,associate,gene-03472
gene-00807,associate,hpo-13648
gene-00807,expression,hpo-04708
gene-00807,regulate,hpo-13648
gene-00811,reduce,gene-24825
gene-00816,expression,hpo-13323
gene-00816,show,hpo-06474
gene-00824,determin,hpo-13648
gene-00824,reduce,disease-0271
gene-00826,control,hpo-13648
gene-00826,produce,hpo-05253
gene-00837,increase,hpo-04708
gene-00837,inhibit,hpo-13648
gene-00837,reduce,gene-07805
gene-00837,regulate,hpo-04708
gene-00842,cause,gene-00486
gene-00842,cause,protein-05566
gene-00842,expression,gene-00476
gene-00850,expression,hpo-04708
gene-00853,associate,hpo-05191
gene-00853,associate,small_molecule-11310
gene-00853,cause,gene-05736
gene-00853,cause,gene-06705
gene-00853,change,hpo-04706
gene-00853,expression,hpo-13648
gene-00853,inhibit,gene-00844
gene-00853,marker,hpo-13340
gene-00853,reduce,hpo-04708
gene-00854,inhibit,gene-00844
gene-00865,associate,hpo-04730
gene-00865,associate,hpo-05253
gene-00865,associate,hpo-13648
gene-00865,associate,small_molecule-35675
gene-00865,detect,gene-00563
gene-00865,differenti,hpo-13648
gene-00865,expression,gene-00563
gene-00865,expression,hpo-04708
gene-00865,expression,hpo-13146
gene-00865,expression,hpo-13648
gene-00865,expression,small_molecule-06772
gene-00865,found,hpo-04708
gene-00865,maintain,hpo-04714
gene-00865,marker,hpo-04714
gene-00865,marker,hpo-04730
gene-00865,marker,hpo-13685
gene-00865,marker,small_molecule-52726
gene-00865,observe,hpo-04560
gene-00865,reduce,hpo-13648
gene-00865,serve,hpo-04712
gene-00865,serve,hpo-05258
gene-00865,show,gene-00563
gene-00868,develop,disease-0384
gene-00868,expression,hpo-05253
gene-00868,increase,hpo-07332
gene-00868,marker,disease-0271
gene-00868,predict,disease-0271
gene-00883,observe,hpo-13648
gene-00888,associate,drug-10400
gene-00888,associate,hpo-05253
gene-00888,associate,small_molecule-11280
gene-00888,associate,small_molecule-11285
gene-00888,expression,drug-10400
gene-00888,expression,gene-07887
gene-00888,expression,small_molecule-11280
gene-00892,associate,disease-0271
gene-00892,inhibit,hpo-04711
gene-00896,observe,gene-03437
gene-00914,expression,hpo-05253
gene-00922,conside,hpo-07332
gene-00983,affect,hpo-04708
gene-00983,increase,small_molecule-52726
gene-01004,associate,hpo-04708
gene-01006,activate,gene-01890
gene-01006,activate,gene-04424
gene-01006,activate,gene-04428
gene-01006,associate,gene-05708
gene-01006,transloc,gene-04428
gene-01012,expression,gene-06777
gene-01012,observe,hpo-04723
gene-01106,differenti,disease-0272
gene-01106,differenti,hpo-04706
gene-01108,affect,hpo-04708
gene-01117,confer,hpo-04708
gene-01117,risk,hpo-04708
gene-01123,cause,hpo-06472
gene-01123,enhance,gene-00485
gene-01138,associate,disease-0272
gene-01170,show,hpo-13448
gene-01215,associate,hpo-04708
gene-01215,expression,gene-03864
gene-01215,expression,hpo-04708
gene-01215,increase,hpo-04712
gene-01215,increase,hpo-13146
gene-01215,increase,hpo-13323
gene-01228,associate,hpo-13648
gene-01228,increase,hpo-13648
gene-01234,associate,hpo-13648
gene-01234,increase,hpo-13648
gene-01258,associate,hpo-04704
gene-01258,associate,hpo-04708
gene-01258,cause,hpo-04708
gene-01279,gene,gene-05957
gene-01279,protect,gene-05957
gene-01280,affect,hpo-13648
gene-01280,expression,disease-0271
gene-01280,expression,hpo-05191
gene-01280,expression,hpo-13648
gene-01284,associate,hpo-13322
