H,R,T
disease-3310,risk,phenotype-04708
disease-3684,associate,phenotype-13323
disease-3684,cause,phenotype-13323
disease-3734,use,phenotype-13648
disease-3734,use,small_molecule-03891
disease-4258,affect,phenotype-13648
disease-4258,associate,disease-5680
disease-4258,associate,phenotype-13074
disease-4258,associate,phenotype-13303
disease-4258,associate,phenotype-13426
disease-4258,associate,protein-19495
disease-4258,contain,phenotype-02723
disease-4258,contain,phenotype-13074
disease-4258,enhance,phenotype-13648
disease-4258,feature,disease-2794
disease-4258,feature,phenotype-00344
disease-4258,feature,phenotype-12631
disease-4258,focus,drug-04821
disease-4258,focus,phenotype-13401
disease-4258,focus,protein-08331
disease-4258,increase,phenotype-13322
disease-4258,increase,phenotype-13340
disease-4258,increase,small_molecule-06913
disease-4258,risk,disease-0272
disease-4258,risk,disease-5153
disease-4258,risk,phenotype-00365
disease-4258,risk,phenotype-04708
disease-4258,risk,phenotype-05188
disease-4258,risk,phenotype-06503
disease-4258,risk,phenotype-12684
disease-4258,risk,phenotype-12952
disease-4258,risk,phenotype-13039
disease-4321,detect,gene-03384
disease-4421,cause,phenotype-04462
disease-4897,treat,small_molecule-10228
disease-4971,associate,phenotype-07132
disease-4971,show,phenotype-07132
disease-5153,marker,small_molecule-18664
disease-6645,associate,phenotype-13223
disease-6645,increase,drug-10571
disease-6731,associate,disease-2931
disease-6731,associate,gene-01763
disease-6731,associate,phenotype-04556
disease-6731,associate,phenotype-04708
disease-6731,cause,phenotype-08242
disease-6731,cause,small_molecule-51899
disease-6731,change,phenotype-13326
disease-6731,confer,phenotype-13340
disease-6731,contain,phenotype-04635
disease-6731,contain,phenotype-12544
disease-6731,contain,phenotype-12864
disease-6731,contain,phenotype-13079
disease-6731,contain,phenotype-13322
disease-6731,contain,phenotype-13324
disease-6731,contain,phenotype-13340
disease-6731,contain,phenotype-13510
disease-6731,detect,phenotype-04345
disease-6731,feature,phenotype-13129
disease-6731,feature,phenotype-13326
disease-6731,feature,phenotype-13462
disease-6731,observe,phenotype-04556
disease-6731,produce,phenotype-13631
disease-6731,risk,gene-00868
disease-6731,risk,gene-25343
disease-6731,risk,phenotype-04706
disease-6731,risk,phenotype-04708
disease-6731,risk,phenotype-13340
disease-8865,particip,phenotype-13648
disease-9452,risk,phenotype-04708
drug-00030,activate,disease-0272
drug-00050,reduce,drug-05346
drug-00061,identifi,disease-0272
drug-00061,identifi,phenotype-07332
drug-00061,identifi,small_molecule-09152
drug-00061,provid,phenotype-07332
drug-00069,risk,phenotype-04706
drug-00069,risk,phenotype-13322
drug-00070,demonstr,phenotype-13648
drug-00093,produce,phenotype-05253
drug-00097,control,phenotype-08911
drug-00097,demonstr,phenotype-13036
drug-00097,develop,phenotype-13322
drug-00097,inhibit,phenotype-04708
drug-00097,treat,gene-04587
drug-00097,treat,phenotype-13529
drug-00142,associate,disease-0272
drug-00148,serve,phenotype-04708
drug-00160,gene,phenotype-13322
drug-00166,prevent,phenotype-04409
drug-00174,detect,phenotype-05198
drug-00174,exist,phenotype-05198
drug-00174,expression,disease-1027
drug-00174,stimul,phenotype-05198
drug-00284,studi,phenotype-05253
drug-00296,treat,disease-0271
drug-00308,demonstr,phenotype-05253
drug-00321,affect,phenotype-04708
drug-00321,identifi,phenotype-05253
drug-00321,reduce,disease-1577
drug-00321,reduce,phenotype-13322
drug-00321,reduce,small_molecule-12697
drug-00386,associate,disease-0270
drug-00386,risk,disease-0270
drug-00386,risk,phenotype-13323
drug-00386,risk,phenotype-13528
drug-00388,activate,phenotype-13340
drug-00388,activate,phenotype-13648
drug-00388,associate,disease-0272
drug-00388,treat,disease-0272
drug-00393,affect,phenotype-12561
drug-00393,prevent,phenotype-04723
drug-00421,focus,phenotype-13322
drug-00431,affect,phenotype-04708
drug-00431,bind,gene-00563
drug-00431,cause,phenotype-04706
drug-00431,cause,phenotype-06788
drug-00431,demonstr,phenotype-04706
drug-00431,demonstr,phenotype-09983
drug-00431,demonstr,phenotype-13648
drug-00431,develop,phenotype-07321
drug-00431,evalu,gene-00563
drug-00431,increase,phenotype-09669
drug-00431,inhibit,phenotype-13648
drug-00431,provid,phenotype-04706
drug-00431,reduce,phenotype-13648
drug-00431,studi,phenotype-12706
drug-00431,treat,disease-2931
drug-00431,treat,phenotype-04708
drug-00431,treat,phenotype-13648
drug-00435,provid,gene-00563
drug-00435,treat,disease-2931
drug-00472,affect,phenotype-04708
drug-00500,change,phenotype-07125
drug-00503,enhance,gene-00563
drug-00503,inhibit,phenotype-05253
drug-00503,inhibit,phenotype-13648
drug-00503,inhibit,small_molecule-52726
drug-00514,bind,phenotype-04706
drug-00518,show,phenotype-13340
drug-00532,activate,disease-0271
drug-00532,bind,phenotype-04708
drug-00532,expression,phenotype-04706
drug-00532,increase,phenotype-07332
drug-00532,inhibit,phenotype-13648
drug-00532,provid,disease-0271
drug-00532,treat,phenotype-04706
drug-00624,inhibit,phenotype-04722
drug-00624,inhibit,phenotype-09980
drug-00624,inhibit,phenotype-12706
drug-00649,inhibit,phenotype-13648
drug-00663,treat,disease-0270
drug-00749,expression,disease-0271
drug-00805,cause,phenotype-04708
drug-00840,cause,phenotype-07321
drug-00840,cause,phenotype-13447
drug-00864,act,phenotype-13648
drug-00864,inhibit,phenotype-04708
drug-00864,reduce,phenotype-13648
drug-00864,treat,phenotype-04708
drug-00864,treat,phenotype-13648
drug-00885,associate,disease-2005
drug-00885,associate,phenotype-04706
drug-00885,associate,phenotype-04708
drug-00885,associate,phenotype-04730
drug-00885,associate,phenotype-06502
drug-00885,associate,phenotype-13669
drug-00885,develop,phenotype-13322
drug-00885,develop,phenotype-13323
drug-00885,risk,phenotype-04706
drug-00885,risk,phenotype-04708
drug-00932,affect,phenotype-04711
drug-00960,prevent,phenotype-13528
drug-00960,reduce,phenotype-13528
drug-00984,activate,phenotype-04706
drug-00984,affect,phenotype-04708
drug-01042,treat,phenotype-07370
drug-01085,bind,phenotype-04706
drug-01093,inhibit,phenotype-13648
drug-01093,reduce,phenotype-13648
drug-01153,treat,phenotype-13648
drug-01196,change,phenotype-07125
drug-01213,cause,small_molecule-11291
drug-01213,inhibit,disease-2931
drug-01213,inhibit,small_molecule-11291
drug-01213,reduce,phenotype-13450
drug-01213,treat,gene-00563
drug-01213,use,phenotype-13326
drug-01252,treat,phenotype-06984
drug-01260,treat,phenotype-05246
drug-01269,stimul,phenotype-08885
drug-01326,patholog,phenotype-07332
drug-01340,affect,phenotype-03118
drug-01522,affect,phenotype-13322
drug-01522,prevent,phenotype-13322
drug-01522,prevent,phenotype-13323
drug-01522,reduce,phenotype-13631
drug-01522,show,phenotype-13322
drug-01522,show,phenotype-13631
drug-01522,treat,phenotype-13322
drug-01529,show,phenotype-13322
drug-01630,treat,phenotype-04708
drug-01673,associate,disease-0272
drug-01761,increase,small_molecule-08347
drug-01980,associate,disease-0272
drug-02430,inhibit,phenotype-03856
drug-02430,reduce,phenotype-03856
drug-02608,cause,phenotype-13426
drug-03064,associate,gene-08642
drug-03432,affect,disease-0271
drug-04111,associate,phenotype-13254
drug-04111,expression,small_molecule-36362
drug-04490,show,gene-07122
drug-04773,affect,phenotype-05253
drug-04773,treat,phenotype-04463
drug-04773,treat,phenotype-13631
drug-04821,enhance,phenotype-13648
drug-04821,particip,phenotype-13648
drug-04973,cause,gene-05345
drug-04973,inhibit,gene-01643
drug-04973,inhibit,gene-01749
drug-04973,inhibit,phenotype-13648
drug-05016,associate,phenotype-04708
drug-05350,inhibit,phenotype-03856
drug-05350,show,gene-00563
drug-05397,cause,phenotype-09793
drug-05397,treat,phenotype-04708
drug-05435,affect,disease-6645
drug-05435,affect,phenotype-13648
drug-05435,inhibit,phenotype-04708
drug-05588,treat,phenotype-04708
drug-05664,demonstr,phenotype-13528
drug-06064,cause,disease-5153
drug-06078,control,phenotype-13529
drug-06964,affect,phenotype-04708
drug-06964,enhance,phenotype-07332
drug-06964,inhibit,phenotype-13648
drug-08007,affect,disease-0271
drug-08007,cause,phenotype-04635
drug-08028,associate,phenotype-13035
drug-08041,abolish,disease-3684
drug-08049,evalu,gene-11417
drug-08176,treat,phenotype-13648
drug-08196,found,phenotype-04720
drug-08210,treat,phenotype-05195
drug-08210,treat,small_molecule-21252
drug-08230,affect,phenotype-04708
drug-08230,enhance,phenotype-04708
drug-08230,provid,phenotype-05253
drug-08230,risk,phenotype-04706
drug-08230,studi,phenotype-05254
drug-08230,treat,phenotype-08885
drug-08230,treat,phenotype-08911
drug-08259,associate,phenotype-13322
drug-08277,detect,phenotype-04708
drug-08277,detect,phenotype-13648
drug-08277,differenti,phenotype-13631
drug-08277,evalu,phenotype-13340
drug-08277,focus,phenotype-08098
drug-08277,found,phenotype-04708
drug-08277,predict,gene-01763
drug-08277,provid,phenotype-04708
drug-08277,show,phenotype-07332
drug-08289,cause,phenotype-12927
drug-08448,activate,phenotype-04706
drug-08521,associate,phenotype-04711
drug-08521,associate,phenotype-13647
drug-08521,inhibit,phenotype-13648
drug-08570,associate,phenotype-04648
drug-08570,control,phenotype-13286
drug-08570,reduce,phenotype-13322
drug-08942,associate,gene-00563
drug-08942,reduce,phenotype-04720
drug-08942,risk,phenotype-04720
drug-09321,inhibit,phenotype-13648
drug-09321,prevent,phenotype-13648
drug-09358,associate,disease-0272
drug-09358,risk,gene-02935
drug-09359,associate,phenotype-13322
drug-09360,associate,phenotype-13322
drug-09415,associate,phenotype-13322
drug-09798,associate,disease-4258
drug-09798,marker,disease-8865
drug-09798,reverse,phenotype-13074
drug-09798,use,disease-0270
drug-09798,use,disease-0271
drug-09798,use,disease-1472
drug-09815,activate,gene-07855
drug-09847,marker,phenotype-05253
drug-10327,treat,phenotype-04706
drug-10400,associate,phenotype-13648
drug-10400,expression,gene-05999
drug-10418,treat,phenotype-13407
drug-10882,increase,disease-0272
drug-10882,risk,phenotype-13322
drug-10955,inhibit,phenotype-13648
drug-11114,cause,phenotype-03856
drug-11114,inhibit,phenotype-04708
drug-11114,inhibit,phenotype-13310
drug-12024,associate,phenotype-13322
drug-12067,exist,gene-03118
drug-12067,expression,phenotype-13340
drug-12067,inhibit,gene-05059
drug-12085,associate,phenotype-13322
drug-12238,risk,gene-00563
drug-12238,risk,phenotype-04708
drug-12302,enhance,phenotype-04708
drug-12302,enhance,phenotype-07332
drug-12302,inhibit,phenotype-03856
drug-12302,inhibit,phenotype-04708
drug-12451,reduce,phenotype-13326
drug-12475,show,phenotype-05246
drug-12785,treat,phenotype-06984
drug-13043,change,disease-0271
drug-13065,expression,phenotype-13648
drug-13170,treat,phenotype-08911
drug-13170,use,phenotype-05195
drug-13487,cause,phenotype-03856
drug-13487,inhibit,phenotype-04712
drug-13587,studi,phenotype-12684
gene-00005,associate,phenotype-04708
gene-00005,regulate,phenotype-13322
gene-00128,associate,phenotype-13322
gene-00132,bind,gene-01326
gene-00150,associate,phenotype-04723
gene-00150,cause,phenotype-04723
gene-00150,marker,phenotype-13341
gene-00150,produce,disease-0272
gene-00150,produce,phenotype-04730
gene-00150,show,phenotype-13648
gene-00175,activate,gene-04645
gene-00175,activate,phenotype-04708
gene-00175,associate,gene-04645
gene-00175,associate,gene-05326
gene-00175,associate,gene-15489
gene-00175,cause,gene-06885
gene-00175,cause,phenotype-04708
gene-00183,associate,phenotype-13648
gene-00183,expression,phenotype-13323
gene-00187,associate,disease-0210
gene-00187,associate,phenotype-04708
gene-00187,expression,gene-02331
gene-00187,marker,phenotype-04708
gene-00187,predict,disease-0210
gene-00187,predict,gene-00360
gene-00210,show,gene-02935
gene-00244,expression,phenotype-08098
gene-00244,expression,phenotype-13676
gene-00254,reduce,small_molecule-06774
gene-00275,cause,gene-00276
gene-00275,cause,gene-03770
gene-00275,inhibit,gene-06880
gene-00275,stimul,protein-02186
gene-00276,cause,phenotype-04708
gene-00278,expression,gene-07960
gene-00284,associate,phenotype-04706
gene-00284,exist,phenotype-13322
gene-00284,risk,phenotype-13322
gene-00288,observe,gene-02518
gene-00298,act,gene-00299
gene-00298,act,phenotype-13648
gene-00299,act,phenotype-13648
gene-00303,associate,phenotype-08119
gene-00305,associate,gene-03448
gene-00305,associate,phenotype-07332
gene-00305,associate,phenotype-13648
gene-00309,risk,phenotype-04706
gene-00309,risk,phenotype-13426
gene-00342,differenti,phenotype-12706
gene-00342,generate,small_molecule-08749
gene-00360,expression,drug-10400
gene-00421,associate,gene-17069
gene-00421,expression,gene-00360
gene-00421,expression,phenotype-13648
gene-00459,associate,gene-08162
gene-00468,change,gene-00476
gene-00468,change,gene-09538
gene-00476,patholog,phenotype-13340
gene-00484,increase,phenotype-13648
gene-00485,cause,gene-00486
gene-00485,cause,protein-02792
gene-00485,expression,gene-00476
gene-00485,expression,gene-00851
gene-00485,increase,phenotype-05191
gene-00485,observe,phenotype-05191
gene-00485,observe,phenotype-13666
gene-00485,regulate,gene-05306
gene-00486,associate,gene-05736
gene-00486,detect,gene-05736
gene-00486,expression,gene-04551
gene-00486,expression,small_molecule-21723
gene-00486,expression,small_molecule-35611
gene-00486,found,phenotype-13648
gene-00486,patholog,phenotype-13340
gene-00486,reduce,phenotype-08911
gene-00486,show,small_molecule-21723
gene-00486,show,small_molecule-35611
gene-00553,mutate,drug-05491
gene-00553,mutate,phenotype-04708
gene-00554,mutate,phenotype-04706
gene-00560,activate,small_molecule-35496
gene-00560,associate,phenotype-13648
gene-00560,expression,gene-03468
gene-00560,expression,phenotype-13323
gene-00560,expression,phenotype-13648
gene-00560,marker,small_molecule-35496
gene-00563,act,gene-14409
gene-00563,activate,gene-01659
gene-00563,affect,drug-00431
gene-00563,change,phenotype-13648
gene-00563,contain,phenotype-04708
gene-00563,develop,drug-00503
gene-00563,differenti,phenotype-09639
gene-00563,expression,gene-00865
gene-00563,expression,gene-02885
gene-00563,have,gene-05062
gene-00563,have,small_molecule-51898
gene-00563,identifi,phenotype-04720
gene-00563,increase,phenotype-13340
gene-00563,regulate,gene-03368
gene-00563,show,phenotype-13254
gene-00563,signal,protein-05492
gene-00563,studi,small_molecule-35121
gene-00563,treat,drug-00503
gene-00563,treat,drug-01085
gene-00563,treat,small_molecule-56860
gene-00579,expression,drug-08193
gene-00579,expression,gene-02718
gene-00579,provid,drug-08193
gene-00579,show,small_molecule-35056
gene-00627,associate,disease-0210
gene-00627,associate,drug-10400
gene-00627,associate,gene-00360
gene-00627,associate,gene-07960
gene-00627,associate,phenotype-05253
gene-00627,associate,phenotype-13648
gene-00627,expression,disease-0210
gene-00627,predict,drug-10400
gene-00627,predict,gene-00360
gene-00651,show,disease-2005
gene-00664,identifi,gene-00803
gene-00664,identifi,gene-20305
gene-00664,identifi,phenotype-04723
gene-00675,associate,phenotype-13323
gene-00675,increase,phenotype-13323
gene-00722,abolish,disease-3684
gene-00722,focus,phenotype-04287
gene-00722,risk,phenotype-04706
gene-00723,associate,phenotype-13322
gene-00723,associate,phenotype-13648
gene-00723,expression,phenotype-13648
gene-00723,gene,phenotype-13322
gene-00723,increase,disease-0704
gene-00723,regulate,phenotype-04708
gene-00723,risk,phenotype-04706
gene-00723,risk,phenotype-04708
gene-00723,risk,phenotype-13426
gene-00724,detect,disease-1027
gene-00724,expression,phenotype-05253
gene-00729,detect,phenotype-07332
gene-00729,observe,disease-2931
gene-00753,associate,phenotype-13648
gene-00791,differenti,phenotype-13648
gene-00791,differenti,phenotype-13666
gene-00791,expression,phenotype-04708
gene-00791,expression,phenotype-05253
gene-00794,patholog,phenotype-00342
gene-00802,patholog,phenotype-00342
gene-00803,identifi,gene-20305
gene-00803,increase,gene-00790
gene-00811,reduce,gene-24852
gene-00816,expression,phenotype-13323
gene-00816,show,phenotype-06474
gene-00824,determin,phenotype-13648
gene-00824,reduce,disease-0271
gene-00826,control,phenotype-13648
gene-00826,produce,phenotype-13648
gene-00837,increase,phenotype-04708
gene-00837,inhibit,phenotype-13648
gene-00837,reduce,gene-07805
gene-00842,cause,gene-00486
gene-00842,cause,protein-02792
gene-00842,expression,gene-00476
gene-00850,associate,phenotype-04708
gene-00853,associate,phenotype-05191
gene-00853,associate,small_molecule-27859
gene-00853,cause,gene-06705
gene-00853,change,phenotype-04706
gene-00853,inhibit,protein-03811
gene-00853,marker,phenotype-13340
gene-00854,inhibit,protein-03811
gene-00865,associate,phenotype-04730
gene-00865,associate,phenotype-13648
gene-00865,associate,small_molecule-09407
gene-00865,detect,gene-00563
gene-00865,differenti,phenotype-13648
gene-00865,expression,gene-00563
gene-00865,expression,phenotype-04708
gene-00865,expression,phenotype-13146
gene-00865,expression,small_molecule-06772
gene-00865,maintain,phenotype-04714
gene-00865,marker,phenotype-04714
gene-00865,marker,phenotype-13685
gene-00865,observe,phenotype-04560
gene-00865,reduce,phenotype-13648
gene-00865,show,gene-00563
gene-00868,develop,gene-01763
gene-00868,expression,phenotype-13648
gene-00868,increase,phenotype-07332
gene-00868,marker,disease-0271
gene-00883,observe,phenotype-13648
gene-00888,associate,drug-10400
gene-00888,associate,gene-17069
gene-00888,associate,phenotype-13648
gene-00888,expression,drug-10400
gene-00888,expression,gene-07887
gene-00888,expression,gene-17069
gene-00892,associate,disease-0271
gene-00892,inhibit,phenotype-04711
gene-00896,observe,gene-03437
gene-00983,affect,phenotype-04708
gene-01004,associate,phenotype-04708
gene-01006,activate,gene-03014
gene-01006,activate,gene-04428
gene-01006,transloc,gene-04428
gene-01012,expression,gene-06777
gene-01012,observe,small_molecule-09152
gene-01094,evalu,phenotype-04708
gene-01094,evalu,phenotype-13323
gene-01106,differenti,disease-0272
gene-01106,differenti,phenotype-04706
gene-01106,expression,phenotype-05253
gene-01106,show,gene-01108
gene-01117,risk,phenotype-04708
gene-01123,cause,disease-5153
gene-01123,enhance,gene-00485
gene-01215,increase,phenotype-04712
gene-01215,increase,phenotype-13146
gene-01215,increase,phenotype-13323
gene-01228,associate,phenotype-13648
gene-01228,increase,phenotype-13648
gene-01234,associate,phenotype-13648
gene-01258,associate,phenotype-04704
gene-01258,associate,phenotype-04708
gene-01258,cause,phenotype-04708
gene-01279,gene,gene-05957
gene-01279,protect,gene-05957
gene-01280,expression,disease-0271
gene-01280,expression,phenotype-05191
gene-01280,expression,phenotype-13648
gene-01284,associate,phenotype-13322
gene-01284,cause,phenotype-13322
gene-01284,risk,phenotype-13322
gene-01296,develop,phenotype-13648
gene-01312,show,phenotype-04712
gene-01312,show,phenotype-13340
gene-01326,associate,phenotype-04708
gene-01326,occur,small_molecule-19909
gene-01328,associate,gene-14409
gene-01328,expression,phenotype-04706
gene-01343,abolish,gene-00175
gene-01412,activate,gene-00275
gene-01412,expression,gene-00175
gene-01412,expression,gene-03472
gene-01412,function,phenotype-13254
gene-01430,expression,small_molecule-06774
gene-01430,reduce,small_molecule-06774
gene-01453,expression,phenotype-04706
gene-01489,expression,phenotype-13648
gene-01507,associate,gene-03111
gene-01507,cause,phenotype-04708
gene-01528,associate,phenotype-13648
gene-01528,expression,gene-08614
gene-01528,expression,phenotype-13648
gene-01559,gene,gene-05627
gene-01559,increase,phenotype-04708
gene-01565,activate,gene-00175
gene-01565,expression,disease-2005
gene-01565,expression,phenotype-04708
gene-01565,expression,phenotype-13648
gene-01565,found,phenotype-04712
gene-01565,marker,phenotype-04708
gene-01565,mutate,gene-04174
gene-01565,mutate,phenotype-13648
gene-01565,phosphorylation,gene-00175
gene-01565,phosphorylation,protein-10144
gene-01565,treat,disease-0271
gene-01576,cause,small_molecule-36537
gene-01581,observe,disease-0272
gene-01594,cause,phenotype-04708
gene-01612,expression,gene-26995
gene-01627,marker,disease-2931
gene-01644,associate,phenotype-13323
gene-01659,activate,gene-01565
gene-01659,associate,phenotype-13648
gene-01659,cause,gene-00563
gene-01659,cause,phenotype-13648
gene-01659,change,phenotype-04708
gene-01659,change,phenotype-13648
gene-01659,expression,gene-00563
gene-01659,expression,phenotype-04706
gene-01659,expression,phenotype-04708
gene-01659,expression,phenotype-13648
gene-01659,marker,gene-00563
gene-01659,observe,phenotype-08911
gene-01659,observe,phenotype-13340
gene-01659,occur,small_molecule-08547
gene-01662,expression,gene-00563
gene-01681,gene,gene-01682
gene-01682,risk,phenotype-04708
gene-01683,activate,gene-00175
gene-01683,activate,gene-04175
gene-01683,cause,phenotype-04708
gene-01683,enhance,gene-15489
gene-01683,enhance,protein-10761
gene-01683,inhibit,phenotype-05253
gene-01717,depend,phenotype-05253
gene-01717,expression,gene-00360
gene-01717,expression,gene-04536
gene-01717,expression,phenotype-04708
gene-01717,expression,phenotype-13322
gene-01717,expression,phenotype-13666
gene-01717,observe,phenotype-13648
gene-01720,activate,drug-09444
gene-01741,differenti,phenotype-04405
gene-01741,disrupt,small_molecule-19346
gene-01749,activate,phenotype-13648
gene-01749,cause,phenotype-13648
gene-01763,cause,disease-0272
gene-01763,treat,drug-01085
gene-01790,associate,disease-0704
gene-01803,inhibit,gene-05059
gene-01805,bind,protein-01949
gene-01806,associate,phenotype-04723
gene-01809,associate,gene-01808
gene-01809,associate,gene-01810
gene-01809,associate,phenotype-04723
gene-01810,associate,phenotype-04723
gene-01810,develop,gene-01806
gene-01811,associate,gene-01808
gene-01811,associate,gene-01810
gene-01826,associate,gene-05736
gene-01826,detect,phenotype-13648
gene-01826,expression,gene-02120
gene-01830,associate,protein-02186
gene-01830,control,phenotype-04712
gene-01830,expression,gene-04424
gene-01850,cause,phenotype-02571
gene-01850,inhibit,gene-05532
gene-01850,regulate,phenotype-04708
gene-01855,differenti,phenotype-13648
gene-01882,cause,gene-00175
gene-01882,cause,gene-02000
gene-01882,enhance,gene-03472
gene-01882,expression,phenotype-13648
gene-01882,phosphorylation,gene-01581
gene-01882,regulate,gene-02000
gene-01886,detect,phenotype-06502
gene-02000,activate,gene-04174
gene-02000,marker,phenotype-04708
gene-02000,treat,phenotype-04708
gene-02012,associate,phenotype-04708
gene-02032,affect,phenotype-13035
gene-02033,associate,phenotype-13648
gene-02033,occur,phenotype-00342
gene-02036,affect,phenotype-04436
gene-02036,associate,gene-00868
gene-02036,detect,phenotype-04436
gene-02036,improve,phenotype-07332
gene-02094,have,gene-03608
gene-02119,detect,phenotype-13648
gene-02119,observe,phenotype-13648
gene-02121,affect,small_molecule-00519
gene-02152,demonstr,phenotype-04706
gene-02152,demonstr,phenotype-06980
gene-02152,demonstr,phenotype-13648
gene-02173,cause,gene-02513
gene-02173,enhance,gene-02513
gene-02173,stimul,gene-02513
gene-02191,change,disease-0272
gene-02191,change,small_molecule-09152
gene-02191,expression,phenotype-04708
gene-02191,expression,small_molecule-09152
gene-02191,increase,small_molecule-09152
gene-02191,regulate,phenotype-04708
gene-02197,increase,phenotype-13648
gene-02203,detect,phenotype-13340
gene-02203,expression,phenotype-13340
gene-02203,increase,phenotype-13323
gene-02213,associate,phenotype-05253
gene-02213,associate,phenotype-13075
gene-02269,associate,phenotype-13340
gene-02269,associate,phenotype-13648
gene-02275,detect,small_molecule-21481
gene-02331,associate,disease-0210
gene-02331,associate,gene-00348
gene-02331,associate,gene-00360
gene-02331,associate,phenotype-04708
gene-02331,marker,phenotype-04708
gene-02331,predict,disease-0210
gene-02331,predict,gene-00360
gene-02359,require,phenotype-04712
gene-02372,associate,phenotype-13320
gene-02390,gene,gene-02397
gene-02395,risk,phenotype-04708
gene-02397,associate,gene-02390
gene-02487,cause,drug-00885
gene-02487,cause,phenotype-04345
gene-02494,show,phenotype-13494
gene-02496,associate,phenotype-05253
gene-02496,marker,small_molecule-12198
gene-02499,associate,gene-05534
gene-02499,bind,gene-05534
gene-02499,cause,phenotype-04708
gene-02500,associate,small_molecule-06774
gene-02500,expression,phenotype-13648
gene-02500,expression,small_molecule-06774
gene-02502,expression,phenotype-13322
gene-02502,reduce,phenotype-04708
gene-02513,inhibit,drug-05986
gene-02513,inhibit,phenotype-05253
gene-02513,prevent,phenotype-05253
gene-02513,stimul,phenotype-13666
gene-02518,activate,gene-04394
gene-02518,associate,phenotype-05253
gene-02518,associate,phenotype-13648
gene-02518,detect,phenotype-04708
gene-02518,expression,gene-00288
gene-02518,reduce,gene-05850
gene-02518,regulate,gene-01522
gene-02518,regulate,gene-04392
gene-02518,response,phenotype-10098
gene-02566,affect,phenotype-13648
gene-02566,associate,disease-0210
gene-02566,associate,gene-00360
gene-02566,expression,disease-0210
gene-02566,expression,gene-00360
gene-02566,inhibit,phenotype-04708
gene-02566,show,disease-0210
gene-02566,show,gene-00360
gene-02574,inhibit,phenotype-13648
gene-02581,expression,phenotype-12770
gene-02581,expression,phenotype-13648
gene-02650,marker,phenotype-04708
gene-02701,develop,disease-0271
gene-02701,inhibit,gene-03809
gene-02701,inhibit,phenotype-04559
gene-02701,regulate,gene-03809
gene-02750,observe,gene-03437
gene-02769,feature,phenotype-13340
gene-02769,gene,phenotype-05253
