H,R,T
disease-0817,show,gene-27622
disease-0817,show,phenotype-04112
disease-0839,act,protein-03073
disease-0839,act,small_molecule-16163
disease-0839,associate,phenotype-03421
disease-0839,associate,phenotype-04112
disease-0839,associate,phenotype-12857
disease-0839,show,gene-00113
disease-0861,associate,phenotype-13303
disease-0869,cause,gene-05399
disease-0869,contain,phenotype-13631
disease-0874,associate,gene-05708
disease-0874,associate,gene-05712
disease-0874,associate,gene-06999
disease-0874,reduce,phenotype-04112
disease-0874,risk,phenotype-04112
disease-0874,risk,phenotype-08856
disease-0874,risk,phenotype-13528
disease-0879,cause,gene-05399
disease-0984,associate,gene-27622
disease-0984,associate,small_molecule-51485
disease-0984,cause,phenotype-07292
disease-0984,cause,phenotype-07325
disease-0984,detect,gene-02754
disease-0984,expression,gene-05029
disease-0984,feature,phenotype-13573
disease-0984,have,phenotype-09091
disease-0984,interact,gene-03243
disease-0984,reduce,small_molecule-17170
disease-0984,risk,gene-00647
disease-0984,risk,phenotype-04112
disease-0984,treat,phenotype-08856
disease-1015,found,phenotype-04198
disease-1015,show,phenotype-04047
disease-1015,show,phenotype-12873
disease-1015,show,phenotype-13614
disease-1070,patholog,gene-27622
disease-1155,disrupt,gene-04064
disease-1172,marker,phenotype-03925
disease-1182,mutate,gene-05293
disease-1339,associate,phenotype-13528
disease-1348,increase,gene-03259
disease-1396,associate,phenotype-08240
disease-1396,associate,phenotype-12817
disease-1396,cause,gene-03229
disease-1396,cause,small_molecule-13681
disease-1468,activate,gene-00175
disease-1472,act,gene-27622
disease-1472,associate,gene-00647
disease-1472,associate,phenotype-04151
disease-1472,associate,small_molecule-14351
disease-1472,enhance,gene-27622
disease-1472,expression,gene-00690
disease-1472,expression,gene-04970
disease-1472,expression,gene-04974
disease-1472,expression,protein-01779
disease-1472,increase,gene-27622
disease-1472,increase,phenotype-09091
disease-1472,increase,small_molecule-14351
disease-1472,observe,gene-27622
disease-1472,production,gene-05708
disease-1472,risk,gene-00647
disease-1472,risk,phenotype-04112
disease-1472,risk,phenotype-13528
disease-1472,show,gene-00647
disease-1472,show,gene-03981
disease-1472,show,gene-04655
disease-1472,show,gene-09962
disease-1577,observe,small_molecule-18663
disease-1594,mutate,gene-01606
disease-1626,cause,gene-00079
disease-1626,cause,gene-01620
disease-1626,cause,protein-04470
disease-1626,exist,phenotype-10147
disease-1626,exist,small_molecule-47205
disease-1654,gene,small_molecule-35444
disease-1659,feature,phenotype-00001
disease-1692,risk,disease-4192
disease-1692,risk,phenotype-04112
disease-1705,risk,phenotype-04112
disease-1761,associate,gene-03615
disease-1776,affect,gene-21202
disease-1776,develop,gene-01606
disease-1776,develop,phenotype-04141
disease-1783,mutate,phenotype-03925
disease-1794,associate,small_molecule-35205
disease-1855,cause,gene-02512
disease-1855,cause,phenotype-13319
disease-1866,produce,phenotype-12857
disease-1885,associate,small_molecule-42530
disease-1885,cause,gene-00014
disease-1885,cause,gene-00281
disease-1885,cause,gene-27622
disease-1885,cause,small_molecule-17170
disease-1885,determin,small_molecule-17170
disease-1885,feature,gene-00014
disease-1885,feature,small_molecule-15375
disease-1885,feature,small_molecule-17170
disease-1885,feature,small_molecule-42530
disease-1885,reduce,gene-00014
disease-1885,reduce,gene-00281
disease-1885,reduce,small_molecule-17170
disease-1885,risk,gene-27622
disease-1918,cause,phenotype-13066
disease-1918,cause,small_molecule-07993
disease-1964,feature,phenotype-04112
disease-1964,show,phenotype-00234
disease-2005,observe,small_molecule-18664
disease-2201,consist,small_molecule-11658
disease-2218,risk,phenotype-04112
disease-2452,conside,disease-4436
disease-2453,feature,phenotype-08419
disease-2468,affect,gene-04295
disease-2486,associate,small_molecule-35205
disease-2486,cause,phenotype-13286
disease-2486,show,gene-27622
disease-2486,show,phenotype-04112
disease-2671,associate,phenotype-03214
disease-2671,encode,gene-03396
disease-2671,show,phenotype-09938
disease-2671,show,phenotype-13328
disease-2671,show,phenotype-13468
disease-2835,mutate,gene-05293
disease-2835,mutate,phenotype-03760
disease-2857,confer,phenotype-04112
disease-2857,interact,phenotype-04112
disease-2991,exist,gene-02986
disease-2991,risk,phenotype-00236
disease-3025,cause,phenotype-03234
disease-3025,cause,phenotype-13066
disease-3025,change,phenotype-03042
disease-3025,feature,phenotype-12490
disease-3134,cause,phenotype-04112
disease-3139,expression,gene-03770
disease-3139,inhibit,gene-06802
disease-3139,require,gene-03770
disease-3296,cause,phenotype-12857
disease-3381,feature,phenotype-03634
disease-3381,feature,phenotype-08240
disease-3381,feature,phenotype-09796
disease-3613,associate,gene-03193
disease-3648,cause,drug-13765
disease-3648,cause,gene-02190
disease-3648,cause,phenotype-03528
disease-3648,cause,phenotype-13319
disease-3797,associate,phenotype-03895
disease-3797,associate,phenotype-13301
disease-4192,activate,phenotype-13528
disease-4192,affect,phenotype-13528
disease-4192,associate,phenotype-12857
disease-4192,associate,phenotype-13528
disease-4192,associate,small_molecule-15375
disease-4192,cause,gene-05172
disease-4192,cause,phenotype-12857
disease-4192,risk,gene-09001
disease-4192,show,gene-03841
disease-4258,act,gene-02208
disease-4258,affect,gene-01331
disease-4258,affect,gene-03981
disease-4258,affect,gene-04710
disease-4258,affect,protein-03199
disease-4258,affect,protein-05501
disease-4258,associate,disease-0484
disease-4258,associate,gene-00153
disease-4258,associate,gene-00645
disease-4258,associate,gene-02328
disease-4258,associate,gene-05836
disease-4258,associate,gene-05901
disease-4258,associate,gene-27622
disease-4258,associate,phenotype-02537
disease-4258,associate,phenotype-04112
disease-4258,associate,phenotype-05246
disease-4258,associate,phenotype-12640
disease-4258,associate,phenotype-12952
disease-4258,associate,phenotype-12982
disease-4258,associate,phenotype-13074
disease-4258,associate,small_molecule-06845
disease-4258,associate,small_molecule-08654
disease-4258,associate,small_molecule-14271
disease-4258,associate,small_molecule-19312
disease-4258,cause,gene-03195
disease-4258,cause,gene-27622
disease-4258,cause,phenotype-03420
disease-4258,cause,phenotype-04112
disease-4258,cause,phenotype-13528
disease-4258,change,phenotype-04141
disease-4258,change,protein-05608
disease-4258,contain,phenotype-13528
disease-4258,develop,phenotype-13073
disease-4258,exist,phenotype-03420
disease-4258,focus,gene-03195
disease-4258,focus,small_molecule-17169
disease-4258,focus,small_molecule-17170
disease-4258,focus,small_molecule-28849
disease-4258,gene,gene-00224
disease-4258,gene,gene-02134
disease-4258,gene,gene-04294
disease-4258,gene,protein-08001
disease-4258,increase,gene-03195
disease-4258,increase,gene-07270
disease-4258,increase,gene-27622
disease-4258,increase,phenotype-04112
disease-4258,increase,phenotype-12952
disease-4258,interact,small_molecule-28849
disease-4258,predict,phenotype-13074
disease-4258,reduce,gene-27622
disease-4258,reduce,phenotype-04198
disease-4258,reduce,small_molecule-02452
disease-4258,reduce,small_molecule-05747
disease-4258,regulate,gene-00046
disease-4258,regulate,gene-00293
disease-4258,regulate,gene-02985
disease-4258,regulate,gene-03201
disease-4258,regulate,gene-03281
disease-4258,regulate,gene-06260
disease-4258,regulate,gene-07417
disease-4258,regulate,gene-11316
disease-4258,regulate,gene-14315
disease-4258,regulate,small_molecule-15375
disease-4258,risk,gene-00826
disease-4258,risk,gene-27622
disease-4258,risk,phenotype-04112
disease-4258,show,phenotype-09091
disease-4258,treat,small_molecule-01033
disease-4386,cause,disease-0655
disease-4386,cause,gene-07622
disease-4386,cause,phenotype-03549
disease-4386,conside,phenotype-13303
disease-4386,feature,phenotype-04139
disease-4386,increase,gene-12695
disease-4386,show,phenotype-03549
disease-4386,show,phenotype-09290
disease-4435,affect,phenotype-13610
disease-4436,act,phenotype-13303
disease-4436,affect,gene-00647
disease-4436,affect,gene-16105
disease-4436,affect,gene-27622
disease-4436,associate,gene-00647
disease-4436,associate,gene-00717
disease-4436,associate,gene-03562
disease-4436,associate,gene-27622
disease-4436,associate,gene-38144
disease-4436,associate,phenotype-03925
disease-4436,associate,phenotype-04112
disease-4436,associate,phenotype-04115
disease-4436,associate,phenotype-04117
disease-4436,associate,phenotype-04139
disease-4436,associate,phenotype-04163
disease-4436,associate,phenotype-12851
disease-4436,associate,small_molecule-11291
disease-4436,cause,gene-00647
disease-4436,cause,gene-03562
disease-4436,cause,phenotype-00243
disease-4436,cause,phenotype-00323
disease-4436,cause,phenotype-04112
disease-4436,cause,small_molecule-08481
disease-4436,change,small_molecule-03459
disease-4436,conside,phenotype-04112
disease-4436,expression,gene-27622
disease-4436,expression,small_molecule-35142
disease-4436,feature,small_molecule-08594
disease-4436,feature,small_molecule-11589
disease-4436,found,disease-1472
disease-4436,found,small_molecule-11291
disease-4436,improve,disease-2468
disease-4436,increase,phenotype-13528
disease-4436,observe,phenotype-13003
disease-4436,produce,small_molecule-03791
disease-4436,risk,gene-00647
disease-4436,risk,gene-27622
disease-4436,risk,phenotype-04112
disease-4436,risk,phenotype-13528
disease-4525,associate,gene-05014
disease-4732,risk,phenotype-04112
disease-4933,consist,phenotype-13599
disease-4933,increase,gene-27622
disease-4933,increase,phenotype-04112
disease-4933,observe,gene-27622
disease-4933,regulate,drug-04644
disease-4933,regulate,gene-02678
disease-4933,regulate,gene-09402
disease-4933,show,phenotype-12857
disease-4933,treat,drug-04644
disease-4942,develop,phenotype-04117
disease-5111,associate,disease-5949
disease-5111,associate,gene-03254
disease-5111,associate,phenotype-13303
disease-5111,detect,disease-5949
disease-5111,exist,phenotype-13303
disease-5111,increase,disease-5949
disease-5111,risk,disease-5949
disease-5240,associate,phenotype-09697
disease-5240,risk,phenotype-04112
disease-5266,cause,phenotype-07169
disease-5266,have,phenotype-13075
disease-5266,treat,phenotype-07169
disease-5756,show,phenotype-08247
disease-5949,activate,gene-00522
disease-5949,activate,gene-01773
disease-5949,activate,gene-05410
disease-5949,activate,gene-16205
disease-5949,affect,drug-00028
disease-5949,affect,gene-05469
disease-5949,affect,gene-08570
disease-5949,affect,phenotype-04111
disease-5949,affect,small_molecule-34959
disease-5949,analyz,drug-00028
disease-5949,analyz,gene-05958
disease-5949,associate,drug-00028
disease-5949,associate,drug-13618
disease-5949,associate,gene-00180
disease-5949,associate,gene-01004
disease-5949,associate,gene-02889
disease-5949,associate,gene-02917
disease-5949,associate,gene-05031
disease-5949,associate,gene-05074
disease-5949,associate,gene-05195
disease-5949,associate,gene-05204
disease-5949,associate,gene-05708
disease-5949,associate,gene-12288
disease-5949,associate,gene-15167
disease-5949,associate,phenotype-03214
disease-5949,associate,phenotype-04111
disease-5949,associate,phenotype-04112
disease-5949,associate,phenotype-04198
disease-5949,associate,phenotype-07332
disease-5949,associate,phenotype-13316
disease-5949,associate,phenotype-13631
disease-5949,associate,small_molecule-11324
disease-5949,cause,drug-04111
disease-5949,cause,gene-01368
disease-5949,cause,gene-12288
disease-5949,cause,phenotype-04111
disease-5949,cause,phenotype-07325
disease-5949,cause,phenotype-13316
disease-5949,cause,phenotype-13514
disease-5949,conside,gene-05664
disease-5949,conside,gene-05958
disease-5949,consist,gene-12288
disease-5949,contain,drug-00028
disease-5949,contain,gene-02713
disease-5949,contain,gene-12288
disease-5949,control,gene-12288
disease-5949,demonstr,gene-01215
disease-5949,develop,disease-5111
disease-5949,develop,gene-07971
disease-5949,develop,gene-13482
disease-5949,develop,phenotype-03214
disease-5949,develop,phenotype-04039
disease-5949,develop,phenotype-04111
disease-5949,develop,phenotype-12857
disease-5949,develop,phenotype-13373
disease-5949,develop,small_molecule-07495
disease-5949,enhance,drug-00028
disease-5949,expression,gene-01215
disease-5949,expression,gene-01276
disease-5949,expression,gene-02875
disease-5949,expression,gene-05029
disease-5949,expression,gene-08570
disease-5949,expression,gene-27378
disease-5949,found,drug-00028
disease-5949,found,small_molecule-46971
disease-5949,gene,gene-00360
disease-5949,gene,gene-06260
disease-5949,gene,gene-12288
disease-5949,gene,gene-14315
disease-5949,gene,small_molecule-08347
disease-5949,gene,small_molecule-46971
disease-5949,generate,drug-00028
disease-5949,have,phenotype-03214
disease-5949,have,protein-03190
disease-5949,identifi,gene-00647
disease-5949,identifi,small_molecule-07495
disease-5949,increase,disease-5111
disease-5949,increase,drug-00028
disease-5949,increase,gene-01331
disease-5949,inhibit,gene-01215
disease-5949,inhibit,gene-24154
disease-5949,interact,gene-02889
disease-5949,marker,gene-07971
disease-5949,marker,phenotype-04111
disease-5949,observe,gene-03083
disease-5949,observe,gene-05958
disease-5949,observe,gene-12288
disease-5949,observe,gene-13848
disease-5949,observe,gene-17237
disease-5949,patholog,gene-24084
disease-5949,prevent,small_molecule-05839
disease-5949,response,drug-00028
disease-5949,risk,disease-5111
disease-5949,risk,drug-00028
disease-5949,risk,gene-13848
disease-5949,risk,small_molecule-46971
disease-5949,show,drug-00028
disease-5949,show,gene-12288
disease-5949,studi,gene-00688
disease-5949,studi,gene-05635
disease-5949,studi,small_molecule-24398
disease-5949,treat,drug-00028
disease-6411,increase,gene-03259
disease-6665,encode,gene-03042
disease-6830,associate,phenotype-04115
disease-6830,cause,phenotype-03165
disease-7366,show,phenotype-00043
disease-7366,show,phenotype-00234
disease-7760,have,phenotype-04112
disease-8342,exist,protein-03175
disease-8342,patholog,phenotype-03165
disease-8865,affect,phenotype-13074
disease-8865,associate,gene-03245
disease-8865,associate,phenotype-10125
disease-8865,associate,phenotype-12952
disease-8865,associate,phenotype-13322
disease-8865,associate,small_molecule-15376
disease-8865,develop,disease-0484
disease-8865,feature,phenotype-13073
disease-8865,gene,gene-27622
disease-8865,have,gene-07270
disease-8865,risk,phenotype-03420
disease-8865,risk,phenotype-04112
disease-8899,associate,phenotype-04112
drug-00005,associate,phenotype-13059
drug-00005,risk,disease-1472
drug-00005,treat,phenotype-13059
drug-00009,affect,disease-0984
drug-00009,associate,phenotype-04112
drug-00009,increase,phenotype-10127
drug-00013,increase,gene-01368
drug-00016,affect,phenotype-04141
drug-00016,affect,phenotype-12857
drug-00025,associate,phenotype-04112
drug-00026,affect,phenotype-10008
drug-00026,cause,phenotype-04141
drug-00026,inhibit,gene-02875
drug-00026,inhibit,phenotype-12857
drug-00026,prevent,phenotype-03925
drug-00026,production,small_molecule-46971
drug-00026,reduce,phenotype-13631
drug-00026,risk,phenotype-13528
drug-00028,act,disease-5949
drug-00028,affect,phenotype-04112
drug-00028,affect,phenotype-13631
drug-00028,associate,disease-5949
drug-00028,associate,gene-02901
drug-00028,associate,gene-02917
drug-00028,associate,gene-12288
drug-00028,associate,phenotype-04112
drug-00028,cause,gene-11423
drug-00028,change,disease-5949
drug-00028,contain,disease-5949
drug-00028,demonstr,small_molecule-07495
drug-00028,develop,gene-12288
drug-00028,develop,phenotype-04039
drug-00028,develop,phenotype-13373
drug-00028,disrupt,disease-5949
drug-00028,gene,gene-06260
drug-00028,gene,small_molecule-08347
drug-00028,generate,disease-5949
drug-00028,observe,gene-13848
drug-00028,patholog,disease-5949
drug-00028,reduce,gene-02917
drug-00028,response,disease-5949
drug-00028,risk,disease-5949
drug-00028,risk,gene-12288
drug-00028,treat,disease-5949
drug-00030,affect,phenotype-12952
drug-00030,associate,phenotype-04112
drug-00030,associate,phenotype-13074
drug-00030,expression,gene-03981
drug-00030,increase,gene-03981
drug-00030,risk,phenotype-05246
drug-00053,inhibit,phenotype-12857
drug-00054,risk,phenotype-04112
drug-00057,associate,phenotype-04345
drug-00057,associate,phenotype-10178
drug-00061,associate,disease-5949
drug-00061,associate,drug-00028
drug-00062,inhibit,phenotype-12857
drug-00065,affect,phenotype-04345
drug-00069,interact,disease-4258
drug-00069,treat,phenotype-02723
drug-00086,associate,phenotype-12857
drug-00086,cause,phenotype-13303
drug-00086,protect,phenotype-04112
drug-00093,focus,phenotype-12857
drug-00093,treat,gene-03094
drug-00093,treat,gene-03427
drug-00093,treat,phenotype-12857
drug-00095,cause,gene-00175
drug-00095,cause,gene-24138
drug-00095,expression,gene-04174
drug-00095,expression,gene-04423
drug-00095,found,phenotype-04112
drug-00095,regulate,gene-43805
drug-00098,associate,gene-02687
drug-00098,associate,gene-03385
drug-00098,associate,gene-12194
drug-00098,associate,gene-12848
drug-00108,associate,gene-00647
drug-00108,associate,phenotype-04112
drug-00110,risk,phenotype-04112
drug-00117,cause,phenotype-12857
drug-00117,expression,phenotype-12857
drug-00124,associate,phenotype-04112
drug-00125,associate,phenotype-12857
drug-00125,risk,phenotype-12857
drug-00128,activate,phenotype-06802
drug-00128,activate,phenotype-13006
drug-00128,provid,phenotype-06802
drug-00128,provid,phenotype-13006
drug-00137,associate,phenotype-12857
drug-00137,demonstr,phenotype-04112
drug-00137,risk,phenotype-12857
drug-00148,increase,phenotype-12945
drug-00151,affect,phenotype-04206
drug-00151,associate,phenotype-04112
drug-00151,cause,phenotype-13631
drug-00151,prevent,phenotype-04206
drug-00151,reduce,phenotype-04112
drug-00155,affect,gene-01368
drug-00155,associate,phenotype-04112
drug-00155,determin,phenotype-04112
drug-00155,focus,phenotype-04112
drug-00155,risk,phenotype-04112
drug-00160,gene,phenotype-04112
drug-00160,increase,phenotype-04112
drug-00166,associate,phenotype-04112
drug-00166,reduce,phenotype-04112
drug-00166,reduce,phenotype-05246
drug-00166,reduce,phenotype-12857
drug-00166,regulate,phenotype-04112
drug-00166,treat,small_molecule-45266
drug-00168,cause,phenotype-12857
drug-00168,differenti,phenotype-12857
drug-00168,regulate,phenotype-04141
drug-00178,affect,phenotype-12857
drug-00178,inhibit,phenotype-03891
drug-00178,inhibit,phenotype-12821
drug-00188,associate,phenotype-04319
drug-00192,affect,phenotype-12817
drug-00192,associate,phenotype-12817
drug-00192,reduce,phenotype-12817
drug-00192,risk,phenotype-12817
drug-00218,reduce,phenotype-04112
drug-00243,reduce,phenotype-04112
drug-00255,improve,phenotype-03646
drug-00255,treat,phenotype-12857
drug-00266,activate,phenotype-12855
drug-00266,improve,phenotype-12407
drug-00266,reduce,phenotype-03528
drug-00269,inhibit,phenotype-00236
drug-00277,risk,phenotype-04112
drug-00304,reduce,phenotype-13128
drug-00321,affect,gene-43673
drug-00321,affect,small_molecule-02847
drug-00321,cause,small_molecule-02847
drug-00321,control,phenotype-12945
drug-00321,inhibit,gene-43673
drug-00321,marker,small_molecule-35663
drug-00321,occur,small_molecule-02847
drug-00321,prevent,gene-43673
drug-00321,reduce,small_molecule-02847
drug-00333,affect,phenotype-04112
drug-00350,reverse,phenotype-13075
drug-00365,bind,phenotype-04112
drug-00402,associate,phenotype-03634
drug-00411,expression,phenotype-12857
drug-00411,reduce,phenotype-03897
drug-00411,reduce,phenotype-12857
drug-00425,affect,gene-27622
drug-00425,associate,phenotype-13303
drug-00425,conside,phenotype-04112
drug-00425,develop,gene-16105
drug-00425,enhance,phenotype-04112
drug-00425,inhibit,phenotype-13631
drug-00425,risk,phenotype-04112
drug-00425,risk,phenotype-13528
drug-00429,inhibit,phenotype-13313
drug-00447,reduce,phenotype-10098
drug-00493,treat,phenotype-09091
drug-00530,affect,phenotype-04112
drug-00530,affect,phenotype-04141
drug-00547,detect,phenotype-10127
drug-00559,treat,phenotype-03420
drug-00572,reduce,phenotype-12857
drug-00600,treat,phenotype-03420
drug-00612,affect,phenotype-12857
drug-00612,associate,phenotype-04112
drug-00612,associate,phenotype-12857
drug-00612,inhibit,phenotype-13514
drug-00612,reduce,phenotype-04112
drug-00628,cause,phenotype-03925
drug-00628,produce,phenotype-04141
drug-00629,affect,phenotype-04112
drug-00629,gene,small_molecule-08347
drug-00629,protect,phenotype-04112
drug-00629,reduce,phenotype-00338
drug-00629,reduce,phenotype-09956
drug-00629,response,phenotype-04112
drug-00629,show,phenotype-03165
drug-00629,show,phenotype-13285
drug-00629,treat,phenotype-03165
drug-00629,treat,phenotype-04112
drug-00646,risk,phenotype-13276
drug-00655,associate,phenotype-04112
drug-00663,associate,phenotype-06472
drug-00663,associate,phenotype-13219
drug-00663,associate,phenotype-13361
drug-00670,bind,phenotype-04112
drug-00670,detect,disease-5111
drug-00670,detect,disease-5949
drug-00670,production,phenotype-13514
drug-00670,protect,phenotype-04112
drug-00728,differenti,gene-27622
drug-00728,risk,phenotype-04112
drug-00740,cause,phenotype-03782
drug-00740,reduce,phenotype-12857
drug-00742,increase,gene-27622
drug-00745,affect,phenotype-04112
drug-00745,affect,phenotype-12952
drug-00745,affect,phenotype-13319
drug-00745,associate,gene-01783
drug-00745,associate,phenotype-04112
drug-00745,associate,phenotype-12858
drug-00745,associate,phenotype-13407
drug-00745,expression,phenotype-04112
drug-00745,gene,phenotype-04112
drug-00745,identifi,gene-16105
drug-00745,increase,gene-16105
drug-00745,increase,phenotype-12945
drug-00745,inhibit,phenotype-12858
drug-00745,prevent,phenotype-04112
drug-00745,provid,gene-00647
drug-00745,reduce,gene-16105
drug-00745,reduce,phenotype-00236
drug-00745,response,gene-27622
drug-00745,risk,gene-27622
drug-00745,risk,phenotype-00236
drug-00745,risk,phenotype-00249
drug-00745,risk,phenotype-04112
drug-00745,risk,phenotype-12857
drug-00745,risk,phenotype-12863
drug-00745,risk,phenotype-13407
drug-00745,show,phenotype-08842
drug-00745,treat,phenotype-04112
drug-00745,treat,phenotype-12857
drug-00762,inhibit,phenotype-12857
drug-00765,prevent,phenotype-04112
drug-00770,enhance,phenotype-04112
drug-00770,interact,gene-11997
drug-00777,determin,phenotype-04112
drug-00777,expression,phenotype-04112
drug-00782,affect,phenotype-04112
drug-00793,activate,gene-01368
drug-00793,affect,gene-01368
drug-00793,change,phenotype-04112
drug-00793,focus,phenotype-04112
drug-00793,inhibit,phenotype-13631
drug-00851,reduce,phenotype-13313
drug-00868,cause,phenotype-04139
drug-00868,increase,phenotype-04139
drug-00885,associate,drug-03861
drug-00885,risk,gene-27622
drug-00885,risk,phenotype-12857
drug-00895,reduce,phenotype-03891
drug-00897,activate,phenotype-06802
drug-00897,activate,phenotype-13006
drug-00897,associate,phenotype-13066
drug-00897,develop,phenotype-04112
drug-00897,provid,phenotype-06802
drug-00897,provid,phenotype-13006
drug-00932,affect,phenotype-04112
drug-00932,associate,disease-4258
drug-00932,associate,gene-00647
drug-00932,associate,gene-09592
drug-00932,associate,phenotype-04112
drug-00932,demonstr,phenotype-12857
drug-00932,detect,gene-27622
drug-00932,determin,phenotype-04112
drug-00932,evalu,gene-27622
drug-00932,evalu,phenotype-04112
drug-00932,prevent,gene-16105
drug-00932,prevent,phenotype-04112
drug-00932,reduce,phenotype-07787
drug-00932,reduce,phenotype-12817
drug-00932,reduce,phenotype-12857
drug-00932,reduce,phenotype-13407
drug-00932,reduce,phenotype-13528
drug-00932,response,phenotype-04112
drug-00932,risk,phenotype-12857
drug-00932,treat,gene-27622
drug-00946,reduce,phenotype-12857
drug-00960,affect,phenotype-13285
drug-00960,improve,phenotype-13647
drug-00960,reduce,gene-03193
drug-00960,treat,gene-03193
drug-00986,increase,phenotype-12952
drug-00986,increase,phenotype-13303
drug-00986,reduce,gene-01469
drug-00999,reduce,phenotype-13276
drug-01013,cause,small_molecule-25878
drug-01025,reduce,small_molecule-03596
drug-01060,affect,phenotype-03720
drug-01060,affect,phenotype-04112
drug-01060,affect,phenotype-09091
drug-01060,affect,phenotype-13074
drug-01060,expression,phenotype-13285
drug-01060,have,phenotype-13631
drug-01060,increase,phenotype-09091
drug-01060,inhibit,phenotype-06474
drug-01060,prevent,phenotype-13313
drug-01060,reduce,gene-27622
drug-01060,reduce,phenotype-04112
drug-01060,reduce,phenotype-12855
drug-01060,reduce,phenotype-12857
drug-01060,reduce,phenotype-13631
drug-01060,regulate,phenotype-04112
drug-01060,regulate,phenotype-12855
drug-01060,treat,phenotype-04112
drug-01081,reduce,phenotype-13631
drug-01093,regulate,phenotype-04112
drug-01102,reduce,phenotype-04112
drug-01103,cause,phenotype-02713
drug-01116,expression,gene-03368
drug-01116,inhibit,phenotype-13631
drug-01116,treat,phenotype-12952
drug-01120,act,phenotype-13303
drug-01120,associate,phenotype-13631
drug-01120,expression,phenotype-04141
drug-01120,observe,phenotype-04112
drug-01120,prevent,phenotype-03897
drug-01120,prevent,phenotype-04141
drug-01120,prevent,phenotype-12857
drug-01120,protect,phenotype-03925
drug-01120,protect,phenotype-04112
drug-01120,protect,phenotype-13303
drug-01120,reduce,phenotype-12821
drug-01120,reduce,phenotype-12857
drug-01120,treat,phenotype-03925
drug-01120,treat,phenotype-04112
drug-01120,treat,phenotype-13303
drug-01120,use,phenotype-03925
drug-01120,use,phenotype-13303
drug-01181,treat,phenotype-03632
drug-01181,treat,phenotype-13301
drug-01218,cause,phenotype-12855
drug-01224,activate,small_molecule-52726
